"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"0_alpha"	"1_alpha"	"sigma0"	"1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"	"fit"	"delta"	"w"
19	"OUM"	1351.20003599821	-2694.40007199643	-2694.38038695706	-2671.92313833152	4	2000	4.6	0	1.59281489658435	1.59281489658435	0.0509079060682025	0.0509079060682025	0.846481704454812	0.00355254176709256	0.9873839044484	0.00495282718400001	-2694.38038695706	141.732502402611	1.67177624594217e-31
19	"OUMV"	1423.07121572858	-2836.14243145716	-2836.11288935967	-2808.04626437602	5	1300	360	110	0.174902244370791	0.174902244370791	0.00492392735358963	0.0131117691816692	0.845116203335471	0.00505084313590569	0.983864394821448	0.0108861602532853	-2836.11288935967	0	1
2	"BM1"	1439.00578825011	-2874.01157650023	-2874.00567679521	-2862.77310966777	2	1000	0	0	0	0	0.00227762014640906	0	0.93527195647704	0.197102714047191	0	0	-2874.00567679521	734.213036397316	1.92333322602174e-160
2	"BMS"	1441.51469025991	-2877.02938051981	-2877.01757530584	-2860.17168027113	3	670	350	0	0	0	0.00216158097240878	0.00250318866058793	0.933758232791817	0.195260682738596	0	0	-2877.01757530584	731.201137886686	8.67121562423743e-160
2	"OU1"	1765.44866503526	-3524.89733007052	-3524.88552485655	-3508.03962982184	3	1400	350	0	0.0874136563182182	0	0.00321217981833968	0	0.907580670038502	0.00684241844389058	0	0	-3524.88552485655	83.3331883359779	4.17655044971793e-19
2	"OUM"	1808.03730234146	-3608.07460468292	-3608.05491964355	-3585.59767101801	4	1500	270	0	0.107296936709675	0.107296936709675	0.00344157537163989	0.00344157537163989	0.857937525973402	0.00701238891887476	0.982101783131259	0.00943215996707671	-3608.05491964355	0.163793548979356	0.479537242214931
2	"OUMV"	1809.12412764501	-3608.24825529002	-3608.21871319253	-3580.15208820888	5	1100	420	190	0.106523663157098	0.106523663157098	0.00331196288041727	0.00365522931265715	0.858095187698686	0.00694515712737344	0.982163825632593	0.00979431324554701	-3608.21871319253	0	0.520462757785069
20	"BM1"	-1595.42994170099	3194.85988340198	3194.865783107	3206.09835023444	2	1000	0	0	0	0	0.044549140978394	0	0.930079788661583	0.838633705378722	0	0	3194.865783107	5272.43534554043	0
20	"BMS"	-792.27987052494	1590.55974104988	1590.57154626385	1607.41744129856	3	680	340	0	0	0	0.0659425422490371	0.00196285978200292	0.970657271117017	0.735018107492958	0	0	1590.57154626385	3668.14110869728	0
20	"OUMVA"	499.23180785104	-986.46361570208	-986.422236391736	-952.74821520472	6	5.6e+09	680	340	0.304187487018382	0.281481920439781	0.00583744901960208	0.0134920240022296	0.865568514645907	0.00524388094688608	0.967220417818119	0.00541402601771979	-986.422236391736	1091.14732604169	1.14912526262402e-237
20	"OU1"	847.065047259508	-1688.13009451902	-1688.11828930505	-1671.27239427033	3	5.6e+09	1000	0	3.42691849099528	0	0.177022161603736	0	0.894634802139462	0.00360426698872254	0	0	-1688.11828930505	389.451273128382	2.7022731691645e-85
20	"OUM"	1030.08005708731	-2052.16011417462	-2052.14042913525	-2029.68318050972	4	5.6e+09	1000	0	3.42691962271892	3.42691962271892	0.147899620658395	0.147899620658395	0.847438185069468	0.00405073418643846	0.986851777451151	0.00566218139529297	-2052.14042913525	25.4291332981752	3.00699397960647e-06
20	"OUMV"	1043.79955226546	-2077.59910453092	-2077.56956243343	-2049.50293744978	5	5.6e+09	680	340	3.42688879491934	3.42688879491934	0.16443132760325	0.115299888028548	0.847438195536414	0.0042711469034541	0.986851774774753	0.00499938617737972	-2077.56956243343	0	0.99999699300602
21	"BM1"	-144.705135725688	293.410271451377	293.416171156391	304.64873828383	2	1000	0	0	0	0	0.0110386195387076	0	0.955372710930729	0.46289778872431	0	0	293.416171156391	2871.46832812851	0
21	"BMS"	151.46548576978	-296.93097153956	-296.919166325591	-280.07327129088	3	680	340	0	0	0	0.0153955521489448	0.00242060901502025	0.959581976870618	0.486160139228234	0	0	-296.919166325591	2281.13299064653	0
21	"OU1"	1061.20162256033	-2116.40324512065	-2116.39143990669	-2099.54554487197	3	6.1e+09	1000	0	3.25231905305775	0	0.136453756047712	0	0.894181298630054	0.00324942648715695	0	0	-2116.39143990669	461.660717065433	4.07349946817599e-101
21	"OUM"	1293.03592100574	-2578.07184201149	-2578.05215697212	-2555.59490834658	4	6.1e+09	1000	0	3.25231882290145	3.25231882290145	0.108673019318503	0.108673019318503	0.846969872217893	0.00356228802254005	0.986922489202903	0.0049927727994713	-2578.05215697212	0	0.721636730925453
21	"OUMV"	1293.08825464925	-2576.17650929851	-2576.14696720102	-2548.08034221737	5	6.1e+09	680	340	3.25231639157857	3.25231639157857	0.107887491127223	0.110225804811777	0.846969872392782	0.00354939128147644	0.986922489204879	0.00502831807752359	-2576.14696720102	1.90518977110196	0.278363269074547
22	"BM1"	290.428386768907	-576.856773537814	-576.850873832799	-565.61830670536	2	1000	0	0	0	0	0.00672648922596892	0	0.948214709264931	0.312942644792294	0	0	-576.850873832799	2078.44285932268	0
22	"BMS"	514.166908169488	-1022.33381633898	-1022.32201112501	-1005.47611609029	3	680	340	0	0	0	0.00917175887860653	0.00191143263028834	0.973879518200128	0.270811864414331	0	0	-1022.32201112501	1632.97172203047	0
22	"OU1"	1088.78401318154	-2171.56802636307	-2171.5562211491	-2154.71032611439	3	5.3e+09	1000	0	3.53296049753552	0	0.143958157276371	0	0.894283098628283	0.00319990308372382	0	0	-2171.5562211491	483.737512006374	5.06718545527933e-106
22	"OUMVA"	1302.49194884766	-2592.98389769533	-2592.94251838498	-2559.26849719797	6	5.3e+09	680	340	0.165456269346194	0.152896992402351	0.00359395163397396	0.00509420779090829	0.853189563907379	0.00585949556808428	0.99194161825821	0.0069372601112154	-2592.94251838498	62.3512147704932	1.61301579098721e-14
22	"OUM"	1331.65670909742	-2655.31341819484	-2655.29373315547	-2632.83648452994	4	5.3e+09	1000	0	3.53295817967567	3.53295817967567	0.113420602268831	0.113420602268831	0.846676878879097	0.00349270664361673	0.987238437653194	0.00488054771314086	-2655.29373315547	0	0.558512472964902
22	"OUMV"	1332.42651044356	-2654.85302088712	-2654.82347878963	-2626.75685380598	5	5.3e+09	680	340	3.53296004669624	3.53296004669624	0.110239715789618	0.119652579959324	0.846676875457512	0.00344338085641827	0.987238603751344	0.00501283608731143	-2654.82347878963	0.470254365846358	0.441487527035082
23	"BM1"	1475.53293560732	-2947.06587121464	-2947.05997150963	-2935.82740438219	2	1000	0	0	0	0	0.00250819344174069	0	0.954394079370437	0.200686815443481	0	0	-2947.05997150963	732.027129147618	1.10236281924337e-159
23	"BMS"	1503.38623206563	-3000.77246413126	-3000.76065891729	-2983.91476388258	3	680	340	0	0	0	0.00289898411428399	0.00174321814283086	0.961037756443435	0.203664654235909	0	0	-3000.76065891729	678.326441739953	5.04987542418659e-148
23	"OU1"	1791.58789875839	-3577.17579751678	-3577.16399230281	-3560.3180972681	3	1400	350	0	0.0881699527908655	0	0.0033868931952662	0	0.917147613879136	0.00727958905127926	0	0	-3577.16399230281	101.923108354437	7.37350848910422e-23
23	"OUM"	1831.96990332897	-3655.93980665794	-3655.92012161857	-3633.46287299303	4	1400	290	0	0.1073329168358	0.1073329168358	0.00359551703623155	0.00359551703623155	0.864603984999794	0.00765434398789125	0.992531214706171	0.00988679284025742	-3655.92012161857	23.1669790386773	9.31859363695186e-06
23	"OUMV"	1844.55832137737	-3679.11664275474	-3679.08710065725	-3651.0204756736	5	1000	490	190	0.103048330014897	0.103048330014897	0.00390543165975928	0.00276276625837506	0.86576983186128	0.00835266932567116	0.99217503189454	0.00906764873605061	-3679.08710065725	0	0.999990681406363
24	"BM1"	1471.10684524512	-2938.21369049024	-2938.20779078523	-2926.97522365779	2	1000	0	0	0	0	0.00197417727791762	0	0.924013343045397	0.181929616594503	0	0	-2938.20779078523	701.092374015424	5.39660239338381e-153
24	"BMS"	1473.07673098927	-2940.15346197854	-2940.14165676457	-2923.29576172985	3	670	350	0	0	0	0.0020618563759498	0.0018058285234738	0.928823494823214	0.179146590360975	0	0	-2940.14165676457	699.158508036086	1.41923425030822e-152
24	"OU1"	1778.8940382031	-3551.7880764062	-3551.77627119223	-3534.93037615752	3	1400	320	0	0.073718612594245	0	0.00272071566742986	0	0.905155838136334	0.00717353352278202	0	0	-3551.77627119223	87.523893608422	9.26452327885814e-20
24	"OUM"	1820.08086647408	-3632.16173294815	-3632.14204790878	-3609.68479928324	4	1400	270	0	0.090489873939818	0.090489873939818	0.00290783768887827	0.00290783768887827	0.858056776607254	0.00724398897432704	0.984997039278812	0.00999537935044394	-3632.14204790878	7.15811689187012	0.0261836241211648
24	"OUMV"	1821.38740233882	-3632.77480467764	-3632.74526258016	-3604.67863759651	5	1100	440	190	0.0903884280652959	0.0903884280652959	0.00301008920045534	0.00270108783900598	0.858112159675377	0.00737540471838796	0.984961259971408	0.00964577308417877	-3632.74526258016	6.55490222049639	0.0354010513020115
24	"OUMVA"	1825.6707720555	-3639.341544111	-3639.30016480065	-3605.62614361364	6	1100	440	190	0.0859745098783188	0.0880308531109673	0.00342496093609085	0.00264263191455363	0.859274007326684	0.0077941950377142	0.985884572590436	0.00986844546911516	-3639.30016480065	0	0.938415324576824
25	"BM1"	788.470165306258	-1572.94033061252	-1572.9344309075	-1561.70186378006	2	1000	0	0	0	0	0.00441130267655072	0	0.92711192678061	0.267607623244566	0	0	-1572.9344309075	1360.77603238817	3.24518160825088e-296
25	"BMS"	931.843663905651	-1857.6873278113	-1857.67552259733	-1840.82962756262	3	680	340	0	0	0	0.00578310608599122	0.00170786972754782	0.951902952836441	0.262299998388933	0	0	-1857.67552259733	1076.03494069834	2.19776600778426e-234
