"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"X0_alpha"	"X1_alpha"	"sigma0"	"X1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"	"fit"	"delta"	"w"	"regime"	"data"	"tree"
"10"	"OUMVA"	1574.26324207099	-3136.52648414197	-3136.48510483163	-3102.81108364461	6	1100	490	200	0.121136737074131	0.125677998719736	0.00533203904887824	0.00289519849610036	0.948679242406135	0.00768022956241256	0.869516496052842	0.00847391316520726	-3136.48510483163	0	0.999372870722532	"Asia"	"empirical"	"set_trees"
"10"	"OUMVA"	1645.922895437	-3279.84579087401	-3279.80441156366	-3246.13039037665	6	1100	560	130	0.122404516961942	0.118323100485951	0.00398299526166008	0.00325587709394171	0.861897779863207	0.00762120094952381	0.979639776986816	0.00719933235912571	-3279.80441156366	0	0.999999006172129	"Americas"	"empirical"	"set_trees"
"100"	"BM1"	1327.80463096981	-2651.60926193962	-2651.60336223461	-2640.37079510717	2	1000	0	0	0	0	0.00231900996495511	0	0.944182664998124	0.204582538324967	0	0	-2651.60336223461	792.764362299883	7.13519755009203e-173	"Asia"	"empirical"	"set_trees"
"100"	"BM1"	1327.80463096981	-2651.60926193962	-2651.60336223461	-2640.37079510717	2	1000	0	0	0	0	0.00231900996495511	0	0.944182664998124	0.204582538324967	0	0	-2651.60336223461	810.348333862082	9.73813144155244e-177	"Americas"	"empirical"	"set_trees"
"100"	"BMS"	1328.94688702133	-2651.89377404267	-2651.8819688287	-2635.03607379399	3	530	490	0	0	0	0.00221327038346331	0.00243283498614335	0.9443408894463	0.200154744825382	0	0	-2651.8819688287	792.485755705793	8.20171464171981e-173	"Asia"	"empirical"	"set_trees"
"100"	"BMS"	1334.08549188866	-2662.17098377732	-2662.15917856335	-2645.31328352864	3	680	340	0	0	0	0.00249668615675316	0.00196886351926422	0.944571121334347	0.210050637192671	0	0	-2662.15917856335	799.79251753334	1.90827967191355e-174	"Americas"	"empirical"	"set_trees"
"100"	"OU1"	1675.59842038842	-3345.19684077684	-3345.18503556287	-3328.33914052816	3	1400	320	0	0.0818914675330473	0	0.00319772828629453	0	0.899154743733442	0.00692590194248674	0	0	-3345.18503556287	99.182688971619	2.90236975455858e-22	"Asia"	"empirical"	"set_trees"
"100"	"OU1"	1675.59842038842	-3345.19684077684	-3345.18503556287	-3328.33914052816	3	1400	320	0	0.0818914675330473	0	0.00319772828629453	0	0.899154743733442	0.00692590194248674	0	0	-3345.18503556287	116.766660533817	3.96115986466461e-26	"Americas"	"empirical"	"set_trees"
"100"	"OUM"	1700.81307213712	-3393.62614427425	-3393.60645923488	-3371.14921060934	4	1500	310	0	0.0910539517252503	0.0910539517252503	0.00330079653714181	0.00330079653714181	0.935529852109397	0.00812277241100066	0.840056896857057	0.00973515357314109	-3393.60645923488	50.7612652996177	9.49142221612565e-12	"Asia"	"empirical"	"set_trees"
"100"	"OUM"	1732.8081384989	-3457.61627699779	-3457.59659195842	-3435.13934333289	4	1500	250	0	0.109870591928511	0.109870591928511	0.00356360134396129	0.00356360134396129	0.844364485163195	0.00648412617134137	0.984022983658054	0.00892535703544287	-3457.59659195842	4.35510413826751	0.101784510506029	"Americas"	"empirical"	"set_trees"
"100"	"OUMV"	1700.96867158281	-3391.93734316563	-3391.90780106814	-3363.84117608449	5	1000	490	220	0.0906241277976556	0.0906241277976556	0.00323572889828885	0.00335407922992312	0.935676171633941	0.00808627725430863	0.840136467157577	0.00986366061463737	-3391.90780106814	52.4599234663542	4.05949825205083e-12	"Asia"	"empirical"	"set_trees"
"100"	"OUMV"	1735.99061909709	-3461.98123819418	-3461.95169609669	-3433.88507111305	5	1100	460	170	0.108995147277612	0.108995147277612	0.00374283247529678	0.00315896052963339	0.844531326464465	0.00670233259562079	0.983882908878261	0.0084769374507769	-3461.95169609669	0	0.898215489493971	"Americas"	"empirical"	"set_trees"
"100"	"OUMVA"	1728.20455192242	-3444.40910384484	-3444.36772453449	-3410.69370334748	6	1000	490	220	0.0839661668814466	0.0962594099907613	0.00329397809826823	0.000787340175995003	0.93799843303703	0.00883133694599926	0.845365141204432	0.00882655229386369	-3444.36772453449	0	0.999999999986449	"Asia"	"empirical"	"set_trees"
"11"	"BM1"	1417.46890347581	-2830.93780695163	-2830.93190724661	-2819.69934011917	2	1000	0	0	0	0	0.0022758228781096	0	0.94184981150597	0.200845860739195	0	0	-2830.93190724661	739.145210620498	3.13802493506591e-161	"Asia"	"empirical"	"set_trees"
"11"	"BM1"	1417.46890347581	-2830.93780695163	-2830.93190724661	-2819.69934011917	2	1000	0	0	0	0	0.0022758228781096	0	0.94184981150597	0.200845860739195	0	0	-2830.93190724661	751.281225645671	7.26376118088558e-164	"Americas"	"empirical"	"set_trees"
"11"	"BMS"	1420.47102779169	-2834.94205558338	-2834.93025036941	-2818.0843553347	3	680	350	0	0	0	0.00239775954497156	0.00203669412899445	0.946086828779311	0.197502368883709	0	0	-2834.93025036941	747.282882522868	5.36278930304769e-163	"Americas"	"empirical"	"set_trees"
"11"	"BMS"	1421.10009642522	-2836.20019285043	-2836.18838763646	-2819.34249260175	3	520	490	0	0	0	0.00208924450230952	0.00247693859357296	0.943666643242961	0.193298434618886	0	0	-2836.18838763646	733.888730230647	4.3459687981861e-160	"Asia"	"empirical"	"set_trees"
"11"	"OU1"	1752.35859040819	-3498.71718081638	-3498.70537560241	-3481.8594805677	3	1400	380	0	0.0840495858291448	0	0.00312864189074804	0	0.923593331559315	0.00703879077872377	0	0	-3498.70537560241	71.3717422647028	3.17557682880039e-16	"Asia"	"empirical"	"set_trees"
"11"	"OU1"	1752.35859040819	-3498.71718081638	-3498.70537560241	-3481.8594805677	3	1400	380	0	0.0840495858291448	0	0.00312864189074804	0	0.923593331559315	0.00703879077872377	0	0	-3498.70537560241	83.5077572898758	7.35068464185915e-19	"Americas"	"empirical"	"set_trees"
"11"	"OUM"	1773.73308516445	-3539.4661703289	-3539.44648528953	-3516.98923666399	4	1500	360	0	0.0911730845748073	0.0911730845748073	0.00319496938937097	0.00319496938937097	0.959351713447878	0.00839935408908571	0.871275075201327	0.00991394870350996	-3539.44648528953	30.6306325775831	2.23173274806239e-07	"Asia"	"empirical"	"set_trees"
"11"	"OUM"	1786.88307128876	-3565.76614257752	-3565.74645753815	-3543.28920891261	4	1500	300	0	0.0989369031089569	0.0989369031089569	0.00329588716759497	0.00329588716759497	0.874782234709494	0.0078333591743456	0.990460554445724	0.00954254372458203	-3565.74645753815	16.4666753541342	0.000265530102956169	"Americas"	"empirical"	"set_trees"
"11"	"OUMV"	1776.06129095795	-3542.1225819159	-3542.09303981841	-3514.02641483477	5	1100	480	250	0.0904829148911879	0.0904829148911879	0.00297095648671764	0.0034127209925722	0.959748949694982	0.00818465858090935	0.871469682727667	0.0103100243108337	-3542.09303981841	27.9840780486961	8.38174029411965e-07	"Asia"	"empirical"	"set_trees"
"11"	"OUMV"	1787.49385603801	-3564.98771207602	-3564.95816997853	-3536.89154499489	5	1100	460	190	0.0985598669410117	0.0985598669410117	0.00337107632916625	0.00312799463256411	0.874788084065417	0.00794867705303194	0.990495646713925	0.00934307510062407	-3564.95816997853	17.2549629137498	0.000179035558433599	"Americas"	"empirical"	"set_trees"
"11"	"OUMVA"	1791.05924858873	-3570.11849717745	-3570.07711786711	-3536.40309668009	6	1100	480	250	0.0875681618337266	0.0930136098014405	0.00313535528517492	0.00191213473096352	0.96298649652448	0.00856478454886843	0.875960850145386	0.00957422372624379	-3570.07711786711	0	0.999998938652696	"Asia"	"empirical"	"set_trees"
"11"	"OUMVA"	1797.12725610131	-3582.25451220263	-3582.21313289228	-3548.53911170527	6	1100	460	190	0.0982043596611674	0.0956215776834676	0.00262812210781625	0.00315296623433994	0.872995961920656	0.00764395055378577	0.989502665138479	0.00959971427053391	-3582.21313289228	0	0.99955543433861	"Americas"	"empirical"	"set_trees"
"12"	"BM1"	1485.48612568112	-2966.97225136224	-2966.96635165723	-2955.73378452979	2	1000	0	0	0	0	0.00219547020894049	0	0.936384940985522	0.188571560012971	0	0	-2966.96635165723	735.400878816725	2.04046039483933e-160	"Asia"	"empirical"	"set_trees"
"12"	"BM1"	1485.48612568112	-2966.97225136224	-2966.96635165723	-2955.73378452979	2	1000	0	0	0	0	0.00219547020894049	0	0.936384940985522	0.188571560012971	0	0	-2966.96635165723	742.21541330431	3.64172668795819e-162	"Americas"	"empirical"	"set_trees"
"12"	"BMS"	1486.86879558887	-2967.73759117775	-2967.72578596378	-2950.87989092907	3	530	480	0	0	0	0.00230488546054012	0.00207507156494872	0.935096518729717	0.192571353832005	0	0	-2967.72578596378	734.641444510173	2.98288997073802e-160	"Asia"	"empirical"	"set_trees"
"12"	"BMS"	1495.75914611335	-2985.51829222669	-2985.50648701273	-2968.66059197801	3	670	350	0	0	0	0.00196639868516804	0.00263997764523399	0.927967530615973	0.189599659926199	0	0	-2985.50648701273	723.675277948813	3.86586414721582e-158	"Americas"	"empirical"	"set_trees"
"12"	"OU1"	1811.07475715749	-3616.14951431498	-3616.13770910101	-3599.2918140663	3	1400	320	0	0.0875156779374013	0	0.00308435324392296	0	0.902529196369315	0.00656477932745107	0	0	-3616.13770910101	86.2295213729471	1.88580743349376e-19	"Asia"	"empirical"	"set_trees"
"12"	"OU1"	1811.07475715749	-3616.14951431498	-3616.13770910101	-3599.2918140663	3	1400	320	0	0.0875156779374013	0	0.00308435324392296	0	0.902529196369315	0.00656477932745107	0	0	-3616.13770910101	93.0440558605319	3.36570867843034e-21	"Americas"	"empirical"	"set_trees"
"12"	"OUM"	1835.05262171668	-3662.10524343336	-3662.08555839399	-3639.62830976845	4	1400	320	0	0.0945645731006117	0.0945645731006117	0.00313552581039146	0.00313552581039146	0.939175043029773	0.00811199928081896	0.852621848353454	0.00901366698884371	-3662.08555839399	40.281672079961	1.79038340995088e-09	"Asia"	"empirical"	"set_trees"
"12"	"OUM"	1855.03299707428	-3702.06599414856	-3702.04630910919	-3679.58906048365	4	1500	250	0	0.109075734198694	0.109075734198694	0.00332487918027257	0.00332487918027257	0.855194553705599	0.00659109105216902	0.976120501422802	0.00914305598202203	-3702.04630910919	7.13545585234897	0.0152016940746905	"Americas"	"empirical"	"set_trees"
"12"	"OUMV"	1836.48895516905	-3662.97791033811	-3662.94836824062	-3634.88174325697	5	1000	480	220	0.0945504991112718	0.0945504991112718	0.00329910219295054	0.00295529971947811	0.939096452095908	0.00831232220640922	0.852626361173723	0.00877349909800208	-3662.94836824062	39.4188622333336	2.75614982734756e-09	"Asia"	"empirical"	"set_trees"
"12"	"OUMV"	1859.41708709093	-3708.83417418186	-3708.80463208438	-3680.73800710073	5	1100	380	180	0.105887697858137	0.105887697858137	0.00304246747797995	0.00372094603712239	0.856109884675538	0.00655109824614478	0.976335228076945	0.00996443941429329	-3708.80463208438	0.377132877162239	0.446111250508756	"Americas"	"empirical"	"set_trees"
"12"	"OUMVA"	1857.20430489215	-3702.4086097843	-3702.36723047395	-3668.69320928694	6	1000	480	220	0.08911842276855	0.0953935822312585	0.00325195420154435	0.00145824544552418	0.941120515651835	0.00878181096385757	0.854733550744266	0.00801002392238029	-3702.36723047395	0	0.999999995453467	"Asia"	"empirical"	"set_trees"
"12"	"OUMVA"	1860.61157213594	-3709.22314427188	-3709.18176496154	-3675.50774377452	6	1100	380	180	0.0992909418244288	0.0979273670408578	0.00259702347165894	0.0036854899417457	0.858293391849886	0.00680247753241189	0.976275708462919	0.0106466649004687	-3709.18176496154	0	0.538687055416554	"Americas"	"empirical"	"set_trees"
"13"	"BM1"	730.889620908641	-1457.77924181728	-1457.77334211227	-1446.54077498483	2	1000	0	0	0	0	0.00474194435493392	0	0.945765186922722	0.284040380922073	0	0	-1457.77334211227	1274.63041363011	1.65014628951626e-277	"Asia"	"empirical"	"set_trees"
"13"	"BM1"	730.889620908641	-1457.77924181728	-1457.77334211227	-1446.54077498483	2	1000	0	0	0	0	0.00474194435493392	0	0.945765186922722	0.284040380922073	0	0	-1457.77334211227	1339.95026154117	1.01127438683674e-291	"Americas"	"empirical"	"set_trees"
"13"	"BMS"	767.354015646179	-1528.70803129236	-1528.69622607839	-1511.85033104368	3	680	340	0	0	0	0.00557267753786678	0.0031019203297714	0.947057697177957	0.29797870867167	0	0	-1528.69622607839	1269.02737757504	2.54435426981991e-276	"Americas"	"empirical"	"set_trees"
"13"	"BMS"	849.663478437501	-1693.326956875	-1693.31515166103	-1676.46925662632	3	530	490	0	0	0	0.0026337851995487	0.00700870280734218	0.946947320348043	0.21951284425361	0	0	-1693.31515166103	1039.08860408134	2.31620246493461e-226	"Asia"	"empirical"	"set_trees"
"13"	"OU1"	1282.98425956871	-2559.96851913742	-2559.95671392345	-2543.11081888874	3	1600	210	0	0.164333372141707	0	0.0076513174054308	0	0.903941965952944	0.00530386163822547	0	0	-2559.95671392345	172.447041818928	3.57767312607336e-38	"Asia"	"empirical"	"set_trees"
"13"	"OU1"	1282.98425956871	-2559.96851913742	-2559.95671392345	-2543.11081888874	3	1600	210	0	0.164333372141707	0	0.0076513174054308	0	0.903941965952944	0.00530386163822547	0	0	-2559.95671392345	237.766889729983	2.19253845544369e-52	"Americas"	"empirical"	"set_trees"
"13"	"OUM"	1333.87843870937	-2659.75687741874	-2659.73719237937	-2637.27994375383	4	1700	190	0	0.190509425676021	0.190509425676021	0.00806811403476089	0.00806811403476089	0.94737686843432	0.00639585993978225	0.845726256742248	0.00710193138412817	-2659.73719237937	72.6665633630096	1.66209658157078e-16	"Asia"	"empirical"	"set_trees"
"13"	"OUM"	1400.18547178802	-2792.37094357604	-2792.35125853667	-2769.89400991114	4	1700	73	0	0.284637825387823	0.284637825387823	0.0102602182561163	0.0102602182561163	0.846805618637653	0.00468330585035067	0.991328401021774	0.0063860043900639	-2792.35125853667	5.37234511675933	0.0637942291812287	"Americas"	"empirical"	"set_trees"
"13"	"OUMV"	1371.21664891993	-2732.43329783987	-2732.40375574238	-2704.33713075873	5	1300	470	160	0.148873565388857	0.148873565388857	0.00486325056786628	0.00914486666893286	0.953602686835321	0.00630657208195472	0.846207136865319	0.00972511598072697	-2732.40375574238	0	1	"Asia"	"empirical"	"set_trees"
"13"	"OUMV"	1403.87657287546	-2797.75314575092	-2797.72360365343	-2769.65697866979	5	1300	480	53	0.258816663098254	0.258816663098254	0.010129112315129	0.00831394843281542	0.84740515300994	0.00502783228866504	0.991933764693486	0.00619192309243798	-2797.72360365343	0	0.936205770818771	"Americas"	"empirical"	"set_trees"
"13"	"OUMVA"	1139.64352031435	-2267.28704062871	-2267.24566131836	-2233.57164013135	6	1300	470	160	2.44785454148681e-09	0.0239279341158441	0.00328132402627797	0.000354403667717046	1.09521132555374	0.204466539045784	0.932983023672793	0.0473912240893508	-2267.24566131836	465.158094424014	9.8220737219379e-102	"Asia"	"empirical"	"set_trees"
"14"	"BM1"	1323.35740046913	-2642.71480093827	-2642.70890123326	-2631.47633410582	2	1000	0	0	0	0	0.00276488652678112	0	0.954181517413209	0.214356119396609	0	0	-2642.70890123326	820.937380076165	5.44141951318422e-179	"Asia"	"empirical"	"set_trees"
"14"	"BM1"	1323.35740046913	-2642.71480093827	-2642.70890123326	-2631.47633410582	2	1000	0	0	0	0	0.00276488652678112	0	0.954181517413209	0.214356119396609	0	0	-2642.70890123326	830.144871464144	3.94009589557611e-181	"Americas"	"empirical"	"set_trees"
"14"	"BMS"	1340.41077256628	-2674.82154513257	-2674.8097399186	-2657.96384488389	3	670	350	0	0	0	0.00239116157037702	0.00349182743467274	0.945466286258159	0.218039510283918	0	0	-2674.8097399186	798.044032778801	3.68226758395633e-174	"Americas"	"empirical"	"set_trees"
"14"	"BMS"	1346.93256354975	-2687.86512709951	-2687.85332188554	-2671.00742685083	3	530	490	0	0	0	0.00332727218261613	0.00216157734003248	0.956099766039049	0.229110951325301	0	0	-2687.85332188554	775.792959423882	3.45699378436801e-169	"Asia"	"empirical"	"set_trees"
"14"	"OU1"	1688.80712569941	-3371.61425139882	-3371.60244618485	-3354.75655115014	3	1500	350	0	0.102455949175571	0	0.00388313948018775	0	0.913415900261941	0.00659882259767116	0	0	-3371.60244618485	92.043835124568	1.03023059569264e-20	"Asia"	"empirical"	"set_trees"
"14"	"OU1"	1688.80712569941	-3371.61425139882	-3371.60244618485	-3354.75655115014	3	1500	350	0	0.102455949175571	0	0.00388313948018775	0	0.913415900261941	0.00659882259767116	0	0	-3371.60244618485	101.251326512548	7.45983163354764e-23	"Americas"	"empirical"	"set_trees"
"14"	"OUM"	1712.47388192877	-3416.94776385755	-3416.92807881818	-3394.47083019264	4	1500	330	0	0.113334809198747	0.113334809198747	0.00400750782026232	0.00400750782026232	0.947593483030355	0.00788355361427599	0.859861275067193	0.0091323939732142	-3416.92807881818	46.7182024912408	7.16589621795225e-11	"Asia"	"empirical"	"set_trees"
"14"	"OUM"	1733.01556096032	-3458.03112192063	-3458.01143688126	-3435.55418825572	4	1500	260	0	0.127928802859566	0.127928802859566	0.00421114686035749	0.00421114686035749	0.861744105813036	0.0067642554500453	0.983889318158901	0.008968778153788	-3458.01143688126	14.8423358161381	0.000432715994967439	"Americas"	"empirical"	"set_trees"
"14"	"OUMV"	1723.51772466541	-3437.03544933081	-3437.00590723332	-3408.93928224968	5	1100	500	220	0.111186296979575	0.111186296979575	0.0045332909075086	0.00335222880509893	0.947076853758011	0.00851860496538957	0.860082650259687	0.00857903721356108	-3437.00590723332	26.6403740760966	1.64102636568072e-06	"Asia"	"empirical"	"set_trees"
"14"	"OUMV"	1740.48039499941	-3470.96078999882	-3470.93124790133	-3442.86462291769	5	1200	400	180	0.123692793153407	0.123692793153407	0.00375730261592627	0.00486511843387744	0.862669068564243	0.0066616917957005	0.984153708776908	0.00995962984817628	-3470.93124790133	1.92252479606532	0.276505812679846	"Americas"	"empirical"	"set_trees"
"14"	"OUMVA"	1737.84383030988	-3463.68766061976	-3463.64628130942	-3429.9722601224	6	1100	500	220	0.101831674362127	0.106816709557348	0.0045929677994912	0.00209760473665568	0.955670843605604	0.00879317981486273	0.878801484446452	0.00869605221959485	-3463.64628130942	0	0.999998358901975	"Asia"	"empirical"	"set_trees"
"14"	"OUMVA"	1742.44757600387	-3472.89515200774	-3472.8537726974	-3439.17975151038	6	1200	400	180	0.124783574840396	0.123436016947065	0.0033471214110587	0.00490312367287373	0.862437204341311	0.00653027176011435	0.983321414365519	0.00993597143765508	-3472.8537726974	0	0.723061471325187	"Americas"	"empirical"	"set_trees"
"15"	"BM1"	1138.07030173705	-2272.14060347409	-2272.13470376908	-2260.90213664164	2	1000	0	0	0	0	0.00289561835895123	0	0.940493979693843	0.216183835741786	0	0	-2272.13470376908	918.718960866347	2.25524632649681e-200	"Asia"	"empirical"	"set_trees"
"15"	"BM1"	1138.07030173705	-2272.14060347409	-2272.13470376908	-2260.90213664164	2	1000	0	0	0	0	0.00289561835895123	0	0.940493979693843	0.216183835741786	0	0	-2272.13470376908	1035.55272319594	1.07900460398559e-225	"Americas"	"empirical"	"set_trees"
"15"	"BMS"	1138.38679208581	-2270.77358417162	-2270.76177895765	-2253.91588392294	3	530	490	0	0	0	0.00296535041911863	0.00282112816443435	0.940109888487709	0.218531949687338	0	0	-2270.76177895765	920.091885677773	1.1351863210464e-200	"Asia"	"empirical"	"set_trees"
"15"	"BMS"	1204.09974144121	-2402.19948288243	-2402.18767766846	-2385.34178263374	3	680	340	0	0	0	0.00355652007692351	0.00159256894828297	0.966234714035197	0.192435985129305	0	0	-2402.18767766846	905.499749296557	1.8778796583052e-197	"Americas"	"empirical"	"set_trees"
"15"	"OU1"	1562.45436552784	-3118.90873105568	-3118.89692584171	-3102.051030807	3	1500	320	0	0.105050602811087	0	0.00420243433825029	0	0.903263976631093	0.00608143701360042	0	0	-3118.89692584171	71.9567387937163	1.67986448773086e-16	"Asia"	"empirical"	"set_trees"
"15"	"OU1"	1562.45436552784	-3118.90873105568	-3118.89692584171	-3102.051030807	3	1500	320	0	0.105050602811087	0	0.00420243433825029	0	0.903263976631093	0.00608143701360042	0	0	-3118.89692584171	188.790501123305	8.03717755811212e-42	"Americas"	"empirical"	"set_trees"
"15"	"OUM"	1599.4366748374	-3190.87334967479	-3190.85366463542	-3168.39641600989	4	1600	310	0	0.118508187158018	0.118508187158018	0.00435478215313776	0.00435478215313776	0.94814238605024	0.00746007591318359	0.848794661551579	0.00792933797645566	-3190.85366463542	0	0.708731190726578	"Asia"	"empirical"	"set_trees"
"15"	"OUM"	1632.96908577178	-3257.93817154357	-3257.9184865042	-3235.46123787866	4	1600	250	0	0.140048970513254	0.140048970513254	0.00468595341879939	0.00468595341879939	0.852243511305336	0.00582366013703774	0.989994109141184	0.00808798091402167	-3257.9184865042	49.7689404608136	1.23951530483235e-11	"Americas"	"empirical"	"set_trees"
