"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"X0_alpha"	"X1_alpha"	"sigma0"	"X1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"	"fit"	"delta"	"w"	"regime"	"data"	"tree"
"34"	"OUMVA"	1054.68619401134	-2097.37238802269	-2097.33100871234	-2063.65698752532	6	6.2e+09	540	480	0.37421495209947	0.385893776676974	0.0333221540796785	0.00231998668495672	0.915652469253779	0.00699678881134461	0.846968159533786	0.00412907624302133	-2097.33100871234	225.391791741432	1.13970981981975e-49	"Asia"	"empirical"	"set_trees"
"35"	"BM1"	1450.7440497811	-2897.4880995622	-2897.48219985719	-2886.24963272975	2	1000	0	0	0	0	0.00249787792546637	0	0.944361427236479	0.212309940807473	0	0	-2897.48219985719	714.052448781902	4.75682588521486e-156	"Asia"	"empirical"	"set_trees"
"35"	"BM1"	1450.7440497811	-2897.4880995622	-2897.48219985719	-2886.24963272975	2	1000	0	0	0	0	0.00249787792546637	0	0.944361427236479	0.212309940807473	0	0	-2897.48219985719	744.42797232098	2.23612940999818e-162	"Americas"	"empirical"	"set_trees"
"35"	"BMS"	1462.65673434029	-2919.31346868058	-2919.30166346661	-2902.4557684319	3	520	490	0	0	0	0.00212795949050098	0.00289505297303059	0.947179315631845	0.197153888220843	0	0	-2919.30166346661	692.232985172481	2.60227732195223e-151	"Asia"	"empirical"	"set_trees"
"35"	"BMS"	1479.13821919489	-2952.27643838977	-2952.26463317581	-2935.41873814109	3	680	350	0	0	0	0.00288995692711351	0.0017293626503636	0.950159548118102	0.216817295307518	0	0	-2952.26463317581	689.645539002364	1.75934568962289e-150	"Americas"	"empirical"	"set_trees"
"35"	"OU1"	1767.25238055168	-3528.50476110336	-3528.49295588939	-3511.64706085468	3	1400	370	0	0.0892983472672336	0	0.00339058776988401	0	0.917138779935974	0.00736905181608044	0	0	-3528.49295588939	83.0416927496985	5.00681953868001e-19	"Asia"	"empirical"	"set_trees"
"35"	"OU1"	1767.25238055168	-3528.50476110336	-3528.49295588939	-3511.64706085468	3	1400	370	0	0.0892983472672336	0	0.00339058776988401	0	0.917138779935974	0.00736905181608044	0	0	-3528.49295588939	113.417216288777	2.35364856548459e-25	"Americas"	"empirical"	"set_trees"
"35"	"OUM"	1800.62758244137	-3593.25516488274	-3593.23547984337	-3570.77823121783	4	1400	360	0	0.102367974281433	0.102367974281433	0.00351411965180355	0.00351411965180355	0.961628145267623	0.00831161186544159	0.84708374815972	0.0099776941310717	-3593.23547984337	18.2991687957183	5.73089415168099e-05	"Asia"	"empirical"	"set_trees"
"35"	"OUM"	1815.10978605481	-3622.21957210962	-3622.19988707025	-3599.74263844472	4	1500	310	0	0.111962961934797	0.111962961934797	0.00363463255167906	0.00363463255167906	0.856849227538772	0.00770560080633657	0.996379671293599	0.00940319701793189	-3622.19988707025	19.7102851079148	5.24738803551263e-05	"Americas"	"empirical"	"set_trees"
"35"	"OUMA"	1810.61198805043	-3611.22397610087	-3611.19443400338	-3583.12780901973	5	140000	760	220	0.0994731556620976	0.101836885354853	0.00301967472570357	0.00301967472570357	0.962824928124862	0.00797588167438646	0.847222347861271	0.0104665973558383	-3611.19443400338	0.340214635714347	0.454945876887579	"Asia"	"empirical"	"set_trees"
"35"	"OUMV"	1806.23041174764	-3602.46082349528	-3602.43128139779	-3574.36465641414	5	1100	470	250	0.100763932457703	0.100763932457703	0.00312269491652639	0.00388350761642836	0.962328613702074	0.00799134296810338	0.848303489657202	0.0106437983984345	-3602.43128139779	9.10336724130093	0.00568938499572562	"Asia"	"empirical"	"set_trees"
"35"	"OUMV"	1825.96985713783	-3641.93971427566	-3641.91017217817	-3613.84354719452	5	1100	500	190	0.108119351172335	0.108119351172335	0.00393482497630079	0.00284851752350537	0.857769290354299	0.00831653858787039	0.995929670427304	0.00865949923163098	-3641.91017217817	0	0.999947526119645	"Americas"	"empirical"	"set_trees"
"35"	"OUMVA"	1811.78801397472	-3611.57602794944	-3611.53464863909	-3577.86062745207	6	1100	470	250	0.0988194485780502	0.102460798133095	0.0031634358755837	0.00256296204869913	0.962851863240766	0.00821585856358183	0.846276801955937	0.0102289996091771	-3611.53464863909	0	0.539307429175178	"Asia"	"empirical"	"set_trees"
"36"	"BM1"	1164.0380042598	-2324.07600851961	-2324.0701088146	-2312.83754168716	2	1000	0	0	0	0	0.00314089459979633	0	0.933482747311796	0.255046802915716	0	0	-2324.0701088146	883.641635847132	8.43988286803086e-193	"Asia"	"empirical"	"set_trees"
"36"	"BM1"	1164.0380042598	-2324.07600851961	-2324.0701088146	-2312.83754168716	2	1000	0	0	0	0	0.00314089459979633	0	0.933482747311796	0.255046802915716	0	0	-2324.0701088146	979.533494373083	1.98143731057146e-213	"Americas"	"empirical"	"set_trees"
"36"	"BMS"	1170.15598336736	-2334.31196673473	-2334.30016152076	-2317.45426648605	3	530	490	0	0	0	0.0034686628930547	0.00278325871001691	0.933174362557482	0.265955125895091	0	0	-2334.30016152076	873.411583140971	1.4052841220129e-190	"Asia"	"empirical"	"set_trees"
"36"	"BMS"	1184.73117810705	-2363.46235621409	-2363.45055100012	-2346.60465596541	3	670	350	0	0	0	0.00267192106512668	0.00405303366538144	0.920324769095025	0.258501440328971	0	0	-2363.45055100012	940.153052187557	7.05236375198774e-205	"Americas"	"empirical"	"set_trees"
"36"	"OU1"	1578.57120850155	-3151.1424170031	-3151.13061178913	-3134.28471675442	3	1500	360	0	0.111565338625338	0	0.00447092820588932	0	0.903569712315883	0.00629975569239267	0	0	-3151.13061178913	56.581132872594	3.31316252432568e-13	"Asia"	"empirical"	"set_trees"
"36"	"OU1"	1578.57120850155	-3151.1424170031	-3151.13061178913	-3134.28471675442	3	1500	360	0	0.111565338625338	0	0.00447092820588932	0	0.903569712315883	0.00629975569239267	0	0	-3151.13061178913	152.472991398545	7.7783352498323e-34	"Americas"	"empirical"	"set_trees"
"36"	"OUM"	1604.40617303364	-3200.81234606728	-3200.79266102791	-3178.33541240237	4	1600	340	0	0.121620503251667	0.121620503251667	0.00458145068719079	0.00458145068719079	0.938689347681365	0.00762672456266555	0.851309958869663	0.00880492797787072	-3200.79266102791	6.91908363382254	0.0201474326447212	"Asia"	"empirical"	"set_trees"
"36"	"OUM"	1646.00577174686	-3284.01154349371	-3283.99185845434	-3261.53460982881	4	1600	250	0	0.150467015453304	0.150467015453304	0.0050186677234454	0.0050186677234454	0.846326259601629	0.00600442527366795	0.985062680212943	0.00799385645531084	-3283.99185845434	19.611744733334	5.51238827448851e-05	"Americas"	"empirical"	"set_trees"
"36"	"OUMV"	1608.87064337961	-3207.74128675922	-3207.71174466173	-3179.64511967808	5	1200	490	220	0.122615214401277	0.122615214401277	0.00502086836694154	0.00414485922351885	0.937901779185708	0.00789553830428863	0.850746547584547	0.00830393195930129	-3207.71174466173	0	0.640736749279332	"Asia"	"empirical"	"set_trees"
"36"	"OUMV"	1656.81657264258	-3303.63314528517	-3303.60360318768	-3275.53697820403	5	1200	410	170	0.146745046580081	0.146745046580081	0.00440421714481599	0.00599572962241943	0.846672718371262	0.00579282576561902	0.985329850678066	0.00895662681208863	-3303.60360318768	0	0.999944876117255	"Americas"	"empirical"	"set_trees"
"36"	"OUMVA"	1609.2402849963	-3206.48056999259	-3206.43919068225	-3172.76516949523	6	1200	490	220	0.121234065346943	0.122082130886546	0.00506017615604327	0.00378732309041317	0.938662187748609	0.00796816174185743	0.852726227084119	0.00833524925160747	-3206.43919068225	1.27255397948056	0.339115818075615	"Asia"	"empirical"	"set_trees"
"37"	"BM1"	181.464715324539	-358.929430649077	-358.923530944063	-347.690963816624	2	1000	0	0	0	0	0.00780193420942528	0	0.930828611997142	0.352716862050785	0	0	-358.923530944063	2011.09549437072	0	"Asia"	"empirical"	"set_trees"
"37"	"BM1"	181.464715324539	-358.929430649077	-358.923530944063	-347.690963816624	2	1000	0	0	0	0	0.00780193420942528	0	0.930828611997142	0.352716862050785	0	0	-358.923530944063	2292.39159251887	0	"Americas"	"empirical"	"set_trees"
"37"	"BMS"	385.604921567944	-765.209843135888	-765.198037921919	-748.352142887208	3	530	470	0	0	0	0.0122017798304831	0.00316044730529325	0.8804549980337	0.314818196529788	0	0	-765.198037921919	1604.82098739286	0	"Asia"	"empirical"	"set_trees"
"37"	"BMS"	506.995689850508	-1007.99137970102	-1007.97957448705	-991.133679452335	3	680	340	0	0	0	0.0109526501701721	0.00153896655623546	0.930173192398234	0.397527013093236	0	0	-1007.97957448705	1643.33554897588	0	"Americas"	"empirical"	"set_trees"
"37"	"OU1"	1085.87451812472	-2165.74903624944	-2165.73723103547	-2148.89133600076	3	5.6e+09	1000	0	3.41438310150955	0	0.139416056853056	0	0.89431751355146	0.00320830844263063	0	0	-2165.73723103547	204.281794279308	4.37292375369663e-45	"Asia"	"empirical"	"set_trees"
"37"	"OU1"	1085.87451812472	-2165.74903624944	-2165.73723103547	-2148.89133600076	3	5.6e+09	1000	0	3.41438310150955	0	0.139416056853056	0	0.89431751355146	0.00320830844263063	0	0	-2165.73723103547	485.57789242746	3.61493416432108e-106	"Americas"	"empirical"	"set_trees"
"37"	"OUM"	1173.63601083911	-2339.27202167823	-2339.25233663886	-2316.79508801332	4	5.6e+09	1000	0	3.41437045648723	3.41437045648723	0.127901583723949	0.127901583723949	0.933590942110034	0.00422581403266822	0.850099484848562	0.00448437851387447	-2339.25233663886	30.7666886759193	2.08496299001799e-07	"Asia"	"empirical"	"set_trees"
"37"	"OUMV"	1190.02428370613	-2370.04856741227	-2370.01902531478	-2341.95240033113	5	1500	510	4.6	2.16222450038994	2.16222450038994	0.0990832445814522	0.0620295094026952	0.934025980474201	0.00471217551116984	0.850058399294766	0.00396483571402633	-2370.01902531478	0	0.999999791503701	"Asia"	"empirical"	"set_trees"
"37"	"OUMV"	1330.67233278021	-2651.34466556042	-2651.31512346293	-2623.24849847929	5	5.6e+09	680	340	3.41437546519776	3.41437546519776	0.107444444109236	0.114058361035111	0.846483669860471	0.00346276229366772	0.987828897658356	0.00498840027199742	-2651.31512346293	0	1	"Americas"	"empirical"	"set_trees"
"38"	"BM1"	1636.52128297043	-3269.04256594085	-3269.03666623584	-3257.8040991084	2	1000	0	0	0	0	0.00187892756166502	0	0.946785456154596	0.174355477843711	0	0	-3269.03666623584	619.867883399997	2.49688969642892e-135	"Asia"	"empirical"	"set_trees"
"38"	"BM1"	1636.52128297043	-3269.04256594085	-3269.03666623584	-3257.8040991084	2	1000	0	0	0	0	0.00187892756166502	0	0.946785456154596	0.174355477843711	0	0	-3269.03666623584	641.060833775733	6.24284844168714e-140	"Americas"	"empirical"	"set_trees"
"38"	"BMS"	1638.28253036591	-3270.56506073182	-3270.55325551785	-3253.70736048314	3	530	490	0	0	0	0.00177292789597024	0.00199315953179148	0.948192728110298	0.169846032801188	0	0	-3270.55325551785	618.351294117987	5.32994264263932e-135	"Asia"	"empirical"	"set_trees"
"38"	"BMS"	1643.08323976077	-3280.16647952154	-3280.15467430757	-3263.30877927286	3	680	340	0	0	0	0.00202645292911146	0.00158976669712824	0.952992759036703	0.17123057773184	0	0	-3280.15467430757	629.942825704005	1.62041990479327e-137	"Americas"	"empirical"	"set_trees"
"38"	"OU1"	1902.54653388128	-3799.09306776256	-3799.0812625486	-3782.23536751388	3	1300	330	0	0.070825539163078	0	0.00252531771483995	0	0.918303813004149	0.00775575837969696	0	0	-3799.0812625486	89.8232870872412	3.12695065467557e-20	"Asia"	"empirical"	"set_trees"
"38"	"OU1"	1902.54653388128	-3799.09306776256	-3799.0812625486	-3782.23536751388	3	1300	330	0	0.070825539163078	0	0.00252531771483995	0	0.918303813004149	0.00775575837969696	0	0	-3799.0812625486	111.016237462978	7.81815834704002e-25	"Americas"	"empirical"	"set_trees"
"38"	"OUM"	1930.05678623136	-3852.11357246272	-3852.09388742335	-3829.63663879781	4	1400	350	0	0.0798825349116774	0.0798825349116774	0.00259981957663151	0.00259981957663151	0.960785321975545	0.00884591561673022	0.854309908106431	0.0103838474278925	-3852.09388742335	36.8106622124842	1.01546802988078e-08	"Asia"	"empirical"	"set_trees"
"38"	"OUM"	1947.80628621902	-3887.61257243805	-3887.59288739868	-3865.13563877314	4	1400	280	0	0.0893308127050828	0.0893308127050828	0.0027004541597722	0.0027004541597722	0.861402608210472	0.0077807180061491	1.00325613907517	0.0101487706665557	-3887.59288739868	22.5046126128927	1.29765603431624e-05	"Americas"	"empirical"	"set_trees"
"38"	"OUMV"	1930.84287893367	-3851.68575786734	-3851.65621576985	-3823.58959078621	5	970	480	250	0.0796915954992973	0.0796915954992973	0.00249596778433816	0.00270556641501185	0.961132257069548	0.0087020691649564	0.854494018510458	0.0105982848264882	-3851.65621576985	37.2483338659817	8.15881457410817e-09	"Asia"	"empirical"	"set_trees"
"38"	"OUMV"	1950.08953540225	-3890.1790708045	-3890.14952870701	-3862.08290372337	5	1000	450	190	0.0888238916045847	0.0888238916045847	0.00282049231850929	0.00243938968002749	0.861453531290199	0.00799225882583492	1.00306879179153	0.00971259807739457	-3890.14952870701	19.9479713045589	4.6593699757303e-05	"Americas"	"empirical"	"set_trees"
"38"	"OUMVA"	1950.47296447309	-3888.94592894618	-3888.90454963584	-3855.23052844882	6	970	480	250	0.0743240693476761	0.0813304279916601	0.00253887997075093	0.00125129449358151	0.962862064826081	0.00940939816890699	0.855099243681294	0.00951054501880191	-3888.90454963584	0	0.999999981686505	"Asia"	"empirical"	"set_trees"
"38"	"OUMVA"	1961.06943966096	-3910.13887932192	-3910.09750001157	-3876.42347882456	6	1000	450	190	0.0873016560761673	0.0841014559040409	0.00213085775584378	0.00247061855452542	0.861443369113242	0.00769272002338949	1.00082148931061	0.0101691664880699	-3910.09750001157	0	0.9999404297399	"Americas"	"empirical"	"set_trees"
"39"	"BM1"	1174.199628193	-2344.399256386	-2344.39335668098	-2333.16078955354	2	1000	0	0	0	0	0.00304963574700165	0	0.931518015835407	0.239011051495435	0	0	-2344.39335668098	921.797042267461	6.82830881786301e-201	"Asia"	"empirical"	"set_trees"
"39"	"BM1"	1174.199628193	-2344.399256386	-2344.39335668098	-2333.16078955354	2	1000	0	0	0	0	0.00304963574700165	0	0.931518015835407	0.239011051495435	0	0	-2344.39335668098	1002.55104495734	1.55829869940693e-218	"Americas"	"empirical"	"set_trees"
"39"	"BMS"	1215.75902156696	-2425.51804313392	-2425.50623791995	-2408.66034288524	3	530	480	0	0	0	0.00387361287636697	0.00215838435428808	0.930019445065106	0.267673759049495	0	0	-2425.50623791995	840.684161028498	2.80382898500438e-183	"Asia"	"empirical"	"set_trees"
"39"	"BMS"	1270.56353148771	-2535.12706297543	-2535.11525776146	-2518.26936272675	3	670	350	0	0	0	0.00205188336650777	0.00497910164776733	0.901512674708242	0.239336900478533	0	0	-2535.11525776146	811.829143876863	4.04935000775978e-177	"Americas"	"empirical"	"set_trees"
"39"	"OU1"	1565.61485172326	-3125.22970344652	-3125.21789823255	-3108.37200319784	3	1500	330	0	0.103116320662801	0	0.00429868043048248	0	0.91503916315909	0.00663008133700856	0	0	-3125.21789823255	140.972500715895	2.44460119419116e-31	"Asia"	"empirical"	"set_trees"
"39"	"OU1"	1565.61485172326	-3125.22970344652	-3125.21789823255	-3108.37200319784	3	1500	330	0	0.103116320662801	0	0.00429868043048248	0	0.91503916315909	0.00663008133700856	0	0	-3125.21789823255	221.726503405771	5.57886141808814e-49	"Americas"	"empirical"	"set_trees"
"39"	"OUM"	1604.33252323169	-3200.66504646338	-3200.64536142401	-3178.18811279847	4	1500	310	0	0.119167626283888	0.119167626283888	0.00449282847978996	0.00449282847978996	0.959814871303745	0.00767747379527625	0.850205593284793	0.00871119970723741	-3200.64536142401	65.5450375244382	5.84889121093113e-15	"Asia"	"empirical"	"set_trees"
"39"	"OUM"	1629.50017132217	-3251.00034264434	-3250.98065760497	-3228.52340897944	4	1600	240	0	0.139129032238047	0.139129032238047	0.00481787109503764	0.00481787109503764	0.856571033643926	0.00640118703121502	0.996467261336424	0.00830395180973749	-3250.98065760497	95.9637440333449	1.13653230740881e-21	"Americas"	"empirical"	"set_trees"
"39"	"OUMV"	1626.00392788371	-3242.00785576742	-3241.97831366993	-3213.91168868629	5	1100	490	190	0.115707768036217	0.115707768036217	0.00530286340908055	0.0034580417366722	0.959024406626931	0.00856086150484153	0.849999605322895	0.00793073214067784	-3241.97831366993	24.2120852785115	5.52598986644243e-06	"Asia"	"empirical"	"set_trees"
"39"	"OUMV"	1678.4869718679	-3346.97394373581	-3346.94440163832	-3318.87777665467	5	1200	380	170	0.121950293694341	0.121950293694341	0.00338760074824422	0.00657516243521342	0.858841304816866	0.00626582167460489	0.997074401138912	0.0110888792895815	-3346.94440163832	0	0.783148343850867	"Americas"	"empirical"	"set_trees"
"39"	"OUMVA"	1639.11588912939	-3266.23177825879	-3266.19039894844	-3232.51637776143	6	1100	490	190	0.112309000464198	0.121165694229003	0.00549646612547457	0.00118685143815648	0.959817942317894	0.00893974844746562	0.852068751666424	0.00740671595079419	-3266.19039894844	0	0.999994474010128	"Asia"	"empirical"	"set_trees"
"39"	"OUMVA"	1678.20878184809	-3344.41756369619	-3344.37618438584	-3310.70216319882	6	1200	380	170	0.11709081234579	0.117060915151715	0.00328433594648453	0.00648565793949957	0.859679238321921	0.00648591364827785	0.997037297643718	0.0114879936056284	-3344.37618438584	2.56821725247892	0.216851656149133	"Americas"	"empirical"	"set_trees"
"4"	"BM1"	1020.14704978464	-2036.29409956928	-2036.28819986426	-2025.05563273682	2	1000	0	0	0	0	0.00322517852846909	0	0.945108730077341	0.22617800644918	0	0	-2036.28819986426	998.92006666284	6.93100829382955e-218	"Asia"	"empirical"	"set_trees"
"4"	"BM1"	1020.14704978464	-2036.29409956928	-2036.28819986426	-2025.05563273682	2	1000	0	0	0	0	0.00322517852846909	0	0.945108730077341	0.22617800644918	0	0	-2036.28819986426	1065.41011111838	2.56382167475069e-232	"Americas"	"empirical"	"set_trees"
"4"	"BMS"	1022.07066968005	-2038.1413393601	-2038.12953414613	-2021.28363911141	3	680	340	0	0	0	0.00336476526177363	0.00295247818231452	0.949145261520105	0.223122760862881	0	0	-2038.12953414613	1063.56877683652	6.43766648847156e-232	"Americas"	"empirical"	"set_trees"
"4"	"BMS"	1028.43847634292	-2050.87695268584	-2050.86514747187	-2034.01925243716	3	530	490	0	0	0	0.00283031876515858	0.00365456014580291	0.94757358102448	0.213011376176609	0	0	-2050.86514747187	984.343119055236	1.01423915598573e-214	"Asia"	"empirical"	"set_trees"
"4"	"OU1"	1476.53192527446	-2947.06385054891	-2947.05204533494	-2930.20615030023	3	1600	350	0	0.10839293752202	0	0.00466047322256997	0	0.9086619427027	0.00615454657186996	0	0	-2947.05204533494	88.156221192161	4.07992914597043e-20	"Asia"	"empirical"	"set_trees"
"4"	"OU1"	1476.53192527446	-2947.06385054891	-2947.05204533494	-2930.20615030023	3	1600	350	0	0.10839293752202	0	0.00466047322256997	0	0.9086619427027	0.00615454657186996	0	0	-2947.05204533494	154.646265647705	1.50919034178598e-34	"Americas"	"empirical"	"set_trees"
"4"	"OUM"	1521.11374096197	-3034.22748192393	-3034.20779688456	-3011.75054825903	4	1600	300	0	0.125484038631063	0.125484038631063	0.00488240800886241	0.00488240800886241	0.951166956907732	0.00695347956495037	0.840254952813005	0.00837665598696415	-3034.20779688456	1.00046964253897	0.343782371434853	"Asia"	"empirical"	"set_trees"
"4"	"OUM"	1554.85899801101	-3101.71799602202	-3101.69831098265	-3079.24106235711	4	1600	210	0	0.152326649998173	0.152326649998173	0.00537217387376141	0.00537217387376141	0.845398945849089	0.00590303038439812	0.986475568521754	0.00719421610336719	-3101.69831098265	0	0.575113981912621	"Americas"	"empirical"	"set_trees"
"4"	"OUMV"	1522.6189043123	-3035.23780862459	-3035.2082665271	-3007.14164154346	5	1200	480	200	0.123562002031383	0.123562002031383	0.00457358602968463	0.0051222925820096	0.951479874023187	0.00684415019254181	0.840523000214627	0.00872667393791369	-3035.2082665271	0	0.566934420907357	"Asia"	"empirical"	"set_trees"
"4"	"OUMV"	1554.8980001151	-3099.79600023019	-3099.7664581327	-3071.69983314906	5	1200	480	130	0.152512570548995	0.152512570548995	0.00534343653920104	0.00544432691939745	0.845373308726425	0.00587959797070772	0.986481293031723	0.00723344179538631	-3099.7664581327	1.93185284994206	0.218905871210062	"Americas"	"empirical"	"set_trees"
"4"	"OUMVA"	1521.77639270751	-3031.55278541503	-3031.51140610468	-2997.83738491767	6	1200	480	200	0.119643520310653	0.120757522042696	0.00441635147591289	0.00431280459687844	0.95145271721186	0.00694123092790773	0.840777633082296	0.00869207898643263	-3031.51140610468	3.69686042241801	0.0892832076577905	"Asia"	"empirical"	"set_trees"
"4"	"OUMVA"	1555.84305668569	-3099.68611337139	-3099.64473406104	-3065.97071287402	6	1200	480	130	0.145166273660574	0.14366084148664	0.00448154483190513	0.0049395881269727	0.84680761475782	0.00598360735826312	0.985895613416454	0.00728302303833773	-3099.64473406104	2.05357692160487	0.205980146877317	"Americas"	"empirical"	"set_trees"
"40"	"BM1"	1152.84059901033	-2301.68119802066	-2301.67529831564	-2290.44273118821	2	1000	0	0	0	0	0.00322146146288133	0	0.948067698636041	0.253655826453543	0	0	-2301.67529831564	948.618568069117	1.02351739565181e-206	"Asia"	"empirical"	"set_trees"
"40"	"BM1"	1152.84059901033	-2301.68119802066	-2301.67529831564	-2290.44273118821	2	1000	0	0	0	0	0.00322146146288133	0	0.948067698636041	0.253655826453543	0	0	-2301.67529831564	1017.07718843328	1.39474462645892e-221	"Americas"	"empirical"	"set_trees"
"40"	"BMS"	1191.69348683344	-2377.38697366689	-2377.37516845292	-2360.52927341821	3	680	350	0	0	0	0.0038049845501374	0.00207885862191617	0.956067602606143	0.247692641178087	0	0	-2377.37516845292	941.377318296004	3.82395380860747e-205	"Americas"	"empirical"	"set_trees"
"40"	"BMS"	1217.14704235136	-2428.29408470272	-2428.28227948875	-2411.43638445404	3	520	500	0	0	0	0.0021383296027262	0.00435813011873809	0.951074828766918	0.208763670966164	0	0	-2428.28227948875	822.011586896009	3.18018126878333e-179	"Asia"	"empirical"	"set_trees"
"40"	"OU1"	1567.43251035105	-3128.8650207021	-3128.85321548813	-3112.00732045342	3	1500	310	0	0.113807162064591	0	0.00463727859783893	0	0.91355276061305	0.00622038824256443	0	0	-3128.85321548813	121.440650896627	4.26086445125851e-27	"Asia"	"empirical"	"set_trees"
"40"	"OU1"	1567.43251035105	-3128.8650207021	-3128.85321548813	-3112.00732045342	3	1500	310	0	0.113807162064591	0	0.00463727859783893	0	0.91355276061305	0.00622038824256443	0	0	-3128.85321548813	189.899271260788	5.80626946128066e-42	"Americas"	"empirical"	"set_trees"
"40"	"OUM"	1596.90882697784	-3185.81765395568	-3185.79796891631	-3163.34072029077	4	1500	290	0	0.12699316687602	0.12699316687602	0.00480165762092625	0.00480165762092625	0.951798556284452	0.00751685373199795	0.859543782748889	0.00853411830194182	-3185.79796891631	64.4958974684537	9.88311416205635e-15	"Asia"	"empirical"	"set_trees"
"40"	"OUM"	1614.52465615087	-3221.04931230175	-3221.02962726238	-3198.57237863684	4	1500	200	0	0.149297503563314	0.149297503563314	0.00521732119595179	0.00521732119595179	0.865339999754052	0.00624370749797634	0.98431698177168	0.00823697663430753	-3221.02962726238	97.7228594865464	6.02213773998848e-22	"Americas"	"empirical"	"set_trees"
"40"	"OUMV"	1628.01112585197	-3246.02225170394	-3245.99270960645	-3217.92608462281	5	1100	500	130	0.139370694932831	0.139370694932831	0.0055683834795159	0.00387347118860404	0.867010090341624	0.00693224750363959	0.98350515748813	0.00761609795178013	-3245.99270960645	72.759777142473	1.58640891312583e-16	"Americas"	"empirical"	"set_trees"
"40"	"OUMV"	1630.16170424113	-3250.32340848225	-3250.29386638476	-3222.22724140112	5	1100	490	220	0.115058487083301	0.115058487083301	0.0033886927735029	0.00579259317046529	0.95494535903323	0.00704455441003486	0.862337624941525	0.0103978248181895	-3250.29386638476	0	0.99999999999999	"Asia"	"empirical"	"set_trees"
"40"	"OUMVA"	1665.39693302963	-3318.79386605927	-3318.75248674892	-3285.07846556191	6	1100	500	130	0.130481010358882	0.124896004394607	0.00312197289504269	0.00410680957146409	0.868450128929076	0.0067162778616484	0.980013253235839	0.00817522204528237	-3318.75248674892	0	1	"Americas"	"empirical"	"set_trees"
"41"	"BM1"	1159.86188627371	-2315.72377254743	-2315.71787284241	-2304.48530571497	2	1000	0	0	0	0	0.00313716324659997	0	0.951742381935595	0.21607341471115	0	0	-2315.71787284241	945.319590195075	3.48262322900524e-206	"Americas"	"empirical"	"set_trees"
"41"	"BM1"	1159.86188627371	-2315.72377254743	-2315.71787284241	-2304.48530571497	2	1000	0	0	0	0	0.00313716324659997	0	0.951742381935595	0.21607341471115	0	0	-2315.71787284241	953.928662691007	7.1948680227401e-208	"Asia"	"empirical"	"set_trees"
"41"	"BMS"	1185.08156214405	-2364.16312428809	-2364.15131907413	-2347.30542403941	3	680	340	0	0	0	0.00360211888296483	0.00222092210935874	0.959340455405869	0.217005867190474	0	0	-2364.15131907413	896.886143963362	1.14576542163973e-195	"Americas"	"empirical"	"set_trees"
"41"	"BMS"	1243.43385232305	-2480.8677046461	-2480.85589943213	-2464.01000439742	3	520	500	0	0	0	0.00194704633991086	0.00440420133370486	0.957631731198606	0.172789129667211	0	0	-2480.85589943213	788.790636101289	5.20342958793963e-172	"Asia"	"empirical"	"set_trees"
"41"	"OU1"	1567.49702617425	-3128.99405234851	-3128.98224713454	-3112.13635209983	3	1500	330	0	0.106156414421617	0	0.00445678378282272	0	0.902900227198881	0.00645809696063424	0	0	-3128.98224713454	132.055215902951	1.38045271176411e-29	"Americas"	"empirical"	"set_trees"
"41"	"OU1"	1567.49702617425	-3128.99405234851	-3128.98224713454	-3112.13635209983	3	1500	330	0	0.106156414421617	0	0.00445678378282272	0	0.902900227198881	0.00645809696063424	0	0	-3128.98224713454	140.664288398883	2.85192351272906e-31	"Asia"	"empirical"	"set_trees"
"41"	"OUM"	1601.02187699916	-3194.04375399833	-3194.02406895896	-3171.56682033342	4	1500	330	0	0.118144911321735	0.118144911321735	0.00458266728998765	0.00458266728998765	0.944081033767891	0.007673736382074	0.84256439403508	0.00894282443350872	-3194.02406895896	75.6224665744617	3.79131639919673e-17	"Asia"	"empirical"	"set_trees"
"41"	"OUM"	1629.02629991491	-3250.05259982982	-3250.03291479045	-3227.57566616491	4	1600	250	0	0.138638089581175	0.138638089581175	0.00491200653999188	0.00491200653999188	0.847701886619186	0.0064539990625529	0.982936037844078	0.0082957088653325	-3250.03291479045	11.0045482470355	0.00266587652901799	"Americas"	"empirical"	"set_trees"
"41"	"OUMV"	1635.53350256749	-3261.06700513498	-3261.03746303749	-3232.97083805384	5	1100	510	150	0.132325246058591	0.132325246058591	0.00516051456791954	0.00401079956024206	0.848384106013529	0.00695348618797849	0.98285837095324	0.00787585456762609	-3261.03746303749	0	0.653803619914354	"Americas"	"empirical"	"set_trees"
"41"	"OUMV"	1639.83803881545	-3269.67607763091	-3269.64653553342	-3241.57991054977	5	1200	480	240	0.104220716804571	0.104220716804571	0.00309575140051197	0.00558643612873104	0.948447583956231	0.00726896857867826	0.846026827054349	0.0113084593136569	-3269.64653553342	0	1	"Asia"	"empirical"	"set_trees"
"41"	"OUMVA"	1635.89589005283	-3259.79178010567	-3259.75040079532	-3226.07637960831	6	1100	510	150	0.132015045458567	0.131411391156189	0.00494530067323594	0.00406153035618873	0.848926129971566	0.00694264138325352	0.982470644294671	0.00791242333935395	-3259.75040079532	1.28706224216558	0.343530503556628	"Americas"	"empirical"	"set_trees"
