"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"X0_alpha"	"X1_alpha"	"sigma0"	"X1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"
"ouwie_Afr_avgl_46"	"OUMA"	22710.6197148096	-45411.2394296193	-45411.2065888968	-45383.6708833801	5	5.7e+09	3.2e+07	-120	3.43521754831705	1.37876425345537	1e-09	1e-09	1.79175946922805	7.18900190193708e+47	-5.83605114372487e-24	0
"ouwie_Afr_avgl_47"	"OUMA"	75296.9897054615	-150583.979410923	-150583.946570201	-150556.410864684	5	4.5e+09	8.6e+08	-150000	0.403085791909408	0.607941571424637	1e-09	1e-09	-417016.577375263	1822.59645420427	-0.711980183712803	0.00528624797395137
"ouwie_Afr_avgl_48"	"OUMVA"	22222.4205705103	-44432.8411410206	-44432.7951388301	-44399.7588855336	6	5.7e+09	880	34	3.34546196416071	2.20270325787723e-09	1.00341270911343e-09	0.0250733445063638	1.79175946922805	5.75686435632284e+81	2.33450866634668e-78	0.0472979663421347
"ouwie_Afr_avgl_48"	"OUMA"	178333.659141852	-356657.318283704	-356657.285442982	-356629.749737465	5	2.3e+09	4.2e+08	50000	0.116139190547701	0.319440791789656	1e-09	1e-09	-5920455.77127449	14766.7360328437	0.818684995503585	0.00700434108551226
"ouwie_Afr_avgl_49"	"OUMV"	-1780.78471826721	3571.56943653443	3571.60227725692	3599.13798277363	5	5.1e+09	1.1e+08	-1.6e+07	3.65101095998077	3.65101095998077	3.02316724781037	3.56036709250856	0.49384131403206	0.0155663623747455	1.14451103299441	0.0839519764964947
"ouwie_Afr_avgl_49"	"OUMA"	17357.931897896	-34705.8637957919	-34705.8309550694	-34678.2952495527	5	1.4e+10	1.4e+08	-54000	1.06378690538633	1.29138160733324	1e-09	1e-09	22305.1131773052	1548.71184482702	0.974976001639159	0.0120583621207373
"ouwie_Afr_avgl_49"	"OUMVA"	23924.2826598562	-47836.5653197125	-47836.5193175219	-47803.4830642255	6	5.1e+09	1.1e+08	-1.6e+07	1.55383163399706	1.78091350008631	1e-09	1.00002247488459e-09	50096.4472048654	0	1.93606496586918	0.0102836705905831
"ouwie_Afr_avgl_5"	"OUMVA"	23825.2242979664	-47638.4485959329	-47638.4025937423	-47605.3663404458	6	1300	210	26	2.82415098784484	7.71546799329481e-07	1.02245190179179e-09	0.0516782987146643	1.79175946922805	1.13411514014481e+67	-2.80386651908193e-74	0
"ouwie_Afr_avgl_5"	"OUMA"	24160.0078540474	-48310.0157080947	-48309.9828673722	-48282.4471618555	5	6e+09	1.7e+07	1500	3.32574779748436	1.51249316431903	1e-09	1e-09	1.79175946922805	1.85663136601977e+41	-1.33032776027734e-18	0
"ouwie_Afr_avgl_50"	"OUMA"	38841.1109228382	-77672.2218456765	-77672.189004954	-77644.6532994373	5	6.5e+12	2900000	-1.5e+11	0.000118472159149579	0.997771341233216	1.01230094914522e-09	1.01230094914522e-09	-12723.059769188	6.40764734745249e+39	1.79316796276301	1.23218527544936e+34
"ouwie_Afr_avgl_50"	"OUMVA"	42567.6863114999	-85123.3726229998	-85123.3266208093	-85090.2903675128	6	1400	150	27	4.49557964669913e-05	0.790028225260064	1.05702746712426e-09	6.23598050180001	2435.19244055742	0	0.675478967034964	2.44322262754036e+30
"ouwie_Afr_avgl_51"	"OUMA"	23511.7373967561	-47013.4747935122	-47013.4419527897	-46985.906247273	5	5.7e+09	2.3e+07	1800	3.43966978352905	1.46691599099398	1.00104456311784e-09	1.00104456311784e-09	1.79175946922805	2.02485645587901e+43	-9.79673679994698e-17	1.32564859892456e+27
"ouwie_Afr_avgl_52"	"OUMVA"	23241.8729617403	-46471.7459234806	-46471.69992129	-46438.6636679936	6	1500	95	20	3.18482726474307	0.988223121016948	1.03552310738917e-09	15.7281606734443	1.79175946922805	9.19283228595637e+48	1.068628920706e-34	0
"ouwie_Afr_avgl_52"	"OUMA"	23877.6693820099	-47745.3387640199	-47745.3059232974	-47717.7702177807	5	6e+09	4e+07	1100	3.35203119836304	1.40243587114287	1.01438028017266e-09	1.01438028017266e-09	1.79175946922805	7.78965339612698e+42	-1.69301746179454e-18	0
"ouwie_Afr_avgl_53"	"OUMVA"	23656.1403453372	-47300.2806906745	-47300.2346884839	-47267.1984351874	6	1700	60	2.2	3.33002796173739	1.45791796674819	1.00850107504066e-09	6.51980230268639	1.79175946922805	5.58688338853842e+37	9.36892901429692e-26	879331497383.161
"ouwie_Afr_avgl_53"	"OUMA"	23836.6392448268	-47663.2784896535	-47663.245648931	-47635.7099434143	5	5.9e+09	2.1e+07	2200	3.35953180963164	1.46655156853867	1.0019508469882e-09	1.0019508469882e-09	1.79175946922805	1.66428645567135e+38	-2.12428718732867e-26	0
"ouwie_Afr_avgl_54"	"OUMVA"	30224.6184677889	-60437.2369355778	-60437.1909333872	-60404.1546800908	6	1500	130	23	0.147097012160147	0.921015297962104	1.00159226545163e-09	1.34034793827281e-09	-1166260.5504156	3.46582551611083e+30	-0.13643984478541	1.49914068881924e+25
"ouwie_Afr_avgl_54"	"OUMA"	31465.4933594956	-62920.9867189912	-62920.9538782687	-62893.418172752	5	1e+07	730000	6700	9.51261807008501e-05	0.535854282725923	1e-09	1e-09	18315.268611892	0	2.14307774865964	0
"ouwie_Afr_avgl_55"	"OUMA"	23404.1131927908	-46798.2263855817	-46798.1935448592	-46770.6578393425	5	5.7e+09	9700000	1400	3.42467322311678	1.60201973993425	1e-09	1e-09	1.79175946922805	9.16032825516285e+37	3.47099320573562e-16	1.89789867134796e+22
"ouwie_Afr_avgl_55"	"OUMVA"	23494.6034362259	-46977.2068724518	-46977.1608702612	-46944.1246169647	6	1500	110	22	3.45996231791727	1.70342154817145	1.0024318671825e-09	6.03302057515399e-08	1.79175946922805	2.54006621908615e+36	4.52303532869964e-29	38576646.1961482
"ouwie_Afr_avgl_56"	"OUMA"	22563.999270464	-45117.998540928	-45117.9657002055	-45090.4299946888	5	5.8e+09	3.5e+07	85	3.41361198033327	1.17662245863619	1e-09	1e-09	1.79175946922805	8.11512736286401e+52	-1.95648256350533e-25	0
"ouwie_Afr_avgl_56"	"OUMVA"	22575.2389760522	-45138.4779521044	-45138.4319499138	-45105.3956966173	6	1200	240	25	3.43068093299424	1.18730695300924	1.00038346711888e-09	1.02000173113811e-09	1.79175946922805	1.18395292123516e+53	3.11610369699017e-25	1.00909422692912e+27
"ouwie_Afr_avgl_57"	"OUMVA"	41203.5288368688	-82395.0576737376	-82395.0116715471	-82361.9754182506	6	1700	59	2.2	7.01253199234296e-05	0.557530000139454	1.02108088614516e-09	1.0137784532337e-09	500.726545155611	6833762755743347712	4.83382765999649	2552397557373073
"ouwie_Afr_avgl_57"	"OUMA"	47688.9574700417	-95367.9149400834	-95367.8820993609	-95340.3463938442	5	3.4e+11	5.5e+08	-7.5e+07	4.04641422441578e-05	0.594786182287514	1e-09	1e-09	373.036297713333	70633298565821399040	1.73664220536476	64981324838573544
"ouwie_Afr_avgl_58"	"OUMA"	23432.1104017262	-46854.2208034523	-46854.1879627298	-46826.6522572131	5	5.9e+09	7700000	900	3.38247607923525	1.53238428040104	1.00193166172422e-09	1.00193166172422e-09	1.79175946922805	3.17396342878984e+44	-2.1170740238669e-35	0
"ouwie_Afr_avgl_58"	"OUMVA"	23975.7472060295	-47939.494412059	-47939.4484098684	-47906.412156572	6	1500	160	26	3.26249477131345	6.04418403903335e-09	1.00075301419662e-09	1.22160181037248e-07	1.79175946922805	1.71691719692428e+82	-1.22813577140328e-75	0
"ouwie_Afr_avgl_59"	"OUMVA"	22882.4089388353	-45752.8178776706	-45752.77187548	-45719.7356221835	6	1500	140	25	3.28781104611803	1.66092567718833	1.02064202813103e-09	0.130094761088233	1.79175946922805	3.13981415684075e+35	-8.63934236460319e-55	0
"ouwie_Afr_avgl_59"	"OUMA"	23092.2283302612	-46174.4566605223	-46174.4238197998	-46146.8881142831	5	6.2e+09	7800000	2100	3.27568324353541	1.70242194674199	1e-09	1e-09	1.79175946922805	1.45074284711687e+34	-9.50408175066242e-51	0
"ouwie_Afr_avgl_6"	"OUMA"	17999.4133373667	-35988.8266747334	-35988.7938340109	-35961.2581284942	5	2.5e+16	1e+13	-1.4e+13	3.12903036495446	3.30289239202215	1e-09	1e-09	-1.22959925275861e-09	0	1.85584530724134	0.0313556362985469
