"id" "model" "loglik" "AIC" "AICc" "BIC" "param.count" "eigval1" "eigval2" "eigval3" "X0_alpha" "X1_alpha" "sigma0" "X1_sigma.sq" "theta0" "theta_se0" "theta_1" "theta_se_1"
"34" "ouwie_Afr_avgl_11" "OUMVA" 22333.6658924647 -44655.3317849294 -44655.2857827389 -44622.2495294424 6 1700 52 3.4 3.32657330227008 2.17596526965721e-07 1.00055184598372e-09 21.7069461006855 1.79175946922805 7.73505011108523e+86 2.48297821305179e-81 0
"35" "ouwie_Afr_avgl_11" "OUMA" 22912.6853897253 -45815.3707794505 -45815.337938728 -45787.8022332113 5 6.1e+09 1.6e+07 150 3.28622186994692 1.42109227026923 1e-09 1e-09 1.79175946922805 3.63982828904818e+46 2.26151693634058e-29 171510690371414112
"36" "ouwie_Afr_avgl_12" "BM1" -1853.11427693873 3710.22855387746 3710.23511125451 3721.25597237314 2 920 0 0 0 0 0.0672164413533707 0.0672164413533707 0.982956770912887 1.04359611082594 0.982956770912887 1.04359611082594
"37" "ouwie_Afr_avgl_12" "BMS" -1844.51083521551 3695.02167043101 3695.03479235556 3711.56279817453 3 890 33 0 0 0 0.0685352096156678 0.0300978890867013 0.994821800356558 1.04869882152966 0.994821800356558 1.04869882152966
"38" "ouwie_Afr_avgl_12" "OU1" -1501.02561334801 3008.05122669602 3008.06434862057 3024.59235443954 3 1400 190 0 0.126293514153268 0.126293514153268 0.112727221559955 0.112727221559955 0.623412991147958 0.0269057586096134 0.623412991147958 0.0269057586096134
"39" "ouwie_Afr_avgl_12" "OUM" -1489.82952053133 2987.65904106267 2987.68092290074 3009.71387805403 4 1400 180 0 0.135281705789099 0.135281705789099 0.116337251080184 0.116337251080184 0.578355609207917 0.0264226280306896 1.07481734897666 0.0978812010697627
"40" "ouwie_Afr_avgl_12" "OUMV" -1489.66275716067 2989.32551432135 2989.35835504384 3016.89406056054 5 1300 210 30 0.134371831587379 0.134371831587379 0.116280846670824 0.104960842943865 0.579364907114759 0.02660318764423 1.07398754080834 0.0935414551714047
"41" "ouwie_Afr_avgl_12" "OUMVA" -1489.29207222814 2990.58414445629 2990.63014664687 3023.66639994333 6 1300 210 30 0.13054861709945 0.125594095607191 0.114252316688813 0.195557870034344 0.583878818827906 0.0271742195858117 1.06004002971579 0.0991816013759687
"42" "ouwie_Afr_avgl_12" "OUMA" 23831.7029770486 -47653.4059540973 -47653.3731133748 -47625.8374078581 5 5.9e+09 1.4e+07 1700 3.37646313006386 1.58627546219844 1.00033408952151e-09 1.00033408952151e-09 1.79175946922805 1.86633460932111e+38 1.98830595284542e-16 801053514621786240
"43" "ouwie_Afr_avgl_13" "BM1" -2212.43050271726 4428.86100543452 4428.86756281157 4439.8884239302 2 920 0 0 0 0 0.103291997204404 0.103291997204404 1.0318601921924 1.32775243897075 1.0318601921924 1.32775243897075
"44" "ouwie_Afr_avgl_13" "BMS" -2183.3204526178 4372.64090523559 4372.65402716014 4389.18203297911 3 890 27 0 0 0 0.10621400760697 0.0161976611609489 1.16409694780846 1.32258469104914 1.16409694780846 1.32258469104914
"45" "ouwie_Afr_avgl_13" "OU1" -1711.88094335752 3429.76188671505 3429.77500863959 3446.30301445856 3 1500 120 0 0.21548055724158 0.21548055724158 0.20797758101842 0.20797758101842 0.599740699319982 0.022221820771655 0.599740699319982 0.022221820771655
"46" "ouwie_Afr_avgl_13" "OUM" -1690.55616545061 3389.11233090122 3389.13421273929 3411.16716789257 4 1500 110 0 0.235346877323076 0.235346877323076 0.217394674018905 0.217394674018905 0.556966993137618 0.0216874230928586 1.18401956491308 0.0911765249790317
"47" "ouwie_Afr_avgl_13" "OUMV" -1690.45519684172 3390.91039368344 3390.94323440594 3418.47893992264 5 1500 140 25 0.231878671160536 0.231878671160536 0.21562881683795 0.197204958217531 0.558142746938208 0.0218742363888461 1.1839881161268 0.0877019142627707
"48" "ouwie_Afr_avgl_13" "OUMA" 23011.6082896103 -46013.2165792205 -46013.183738498 -45985.6480329813 5 6.1e+09 6400000 1300 3.31248684379986 1.48307376741801 1e-09 1e-09 1.79175946922805 1.04575000534236e+49 4.85657377277131e-20 2.0595601048036e+29
"49" "ouwie_Afr_avgl_13" "OUMVA" 24217.9861321204 -48423.9722642409 -48423.9262620503 -48390.8900087538 6 1500 140 25 3.28322386820379 1.41076660423126e-06 1.01088977877661e-09 3.49872025046586e-07 1.79175946922805 7.61724448460367e+91 -5.43007434369064e-73 0
"50" "ouwie_Afr_avgl_14" "BM1" -1789.05839959883 3582.11679919766 3582.12335657471 3593.14421769334 2 920 0 0 0 0 0.0662737341041073 0.0662737341041073 0.950732737206064 1.04970697872117 0.950732737206064 1.04970697872117
"51" "ouwie_Afr_avgl_14" "BMS" -1774.47342172379 3554.94684344759 3554.95996537214 3571.48797119111 3 890 31 0 0 0 0.0678375163241352 0.0214675511253314 0.964978369743965 1.05160780141027 0.964978369743965 1.05160780141027
"52" "ouwie_Afr_avgl_14" "OU1" -1474.24081720245 2954.4816344049 2954.49475632945 2971.02276214842 3 1300 180 0 0.118085356224972 0.118085356224972 0.105890264197493 0.105890264197493 0.692545948611592 0.0299623638862709 0.692545948611592 0.0299623638862709
"53" "ouwie_Afr_avgl_14" "OUM" -1457.48729670861 2922.97459341722 2922.9964752553 2945.02943040858 4 1300 170 0 0.130969578778836 0.130969578778836 0.11068474112067 0.11068474112067 0.620495321614002 0.028690681378092 1.22001766980721 0.0944494366185785
"54" "ouwie_Afr_avgl_14" "OUMV" -1456.69895005245 2923.3979001049 2923.4307408274 2950.9664463441 5 1300 210 27 0.128082473424974 0.128082473424974 0.109851763375084 0.0866741917145664 0.624445596844515 0.0292950174009773 1.22157676542466 0.0851780322491133
"55" "ouwie_Afr_avgl_14" "OUMVA" -1456.69245585362 2925.38491170724 2925.43091389782 2958.46716719428 6 1300 210 27 0.128395255660048 0.128091613101889 0.1102095492176 0.0907841519136438 0.623733709379036 0.0292672701883144 1.22242459095872 0.0857239281389617
"56" "ouwie_Afr_avgl_14" "OUMA" 17543.2438679685 -35076.487735937 -35076.4548952145 -35048.9191896978 5 2.3e+07 57000 -2700 1.16236189668278e-09 0.327707440759572 1.0023214287666e-09 1.0023214287666e-09 5.90608836867058e-12 0.000131308287315699 1.13765007176427 1813842.42171848
"57" "ouwie_Afr_avgl_15" "BM1" -2260.19474211974 4524.38948423948 4524.39604161653 4535.41690273516 2 920 0 0 0 0 0.0982604342415501 0.0982604342415501 0.981336009364191 1.25983133280531 0.981336009364191 1.25983133280531
"58" "ouwie_Afr_avgl_15" "BMS" -2230.76040497421 4467.52080994842 4467.53393187297 4484.06193769194 3 890 28 0 0 0 0.100955026391549 0.0155161831955148 1.04339081940271 1.26533927565846 1.04339081940271 1.26533927565846
"59" "ouwie_Afr_avgl_15" "OU1" -1755.44717235093 3516.89434470185 3516.9074666264 3533.43547244537 3 1500 100 0 0.205953777645264 0.205953777645264 0.203522138993077 0.203522138993077 0.594009873725466 0.0221884160293809 0.594009873725466 0.0221884160293809
"60" "ouwie_Afr_avgl_15" "OUM" -1726.45800087451 3460.91600174902 3460.9378835871 3482.97083874038 4 1600 85 0 0.232933681092827 0.232933681092827 0.217177125358558 0.217177125358558 0.543123386879792 0.0212343318894023 1.26851752267064 0.0900552796705568
"61" "ouwie_Afr_avgl_15" "OUMV" -1726.39010762275 3462.78021524549 3462.81305596799 3490.34876148469 5 1500 130 23 0.228373331245897 0.228373331245897 0.214345055011811 0.198420123539903 0.544580451448743 0.0214511142211075 1.26974920066373 0.0871929033352275
"62" "ouwie_Afr_avgl_15" "OUMVA" 23002.3448468813 -45992.6896937626 -45992.643691572 -45959.6074382756 6 1500 130 23 2.56647513951499 5.56065481791791e-07 1.00131057772296e-09 28.702648341206 1.79175946922805 4.32155063123329e+62 1.53836275984592e-68 0
"63" "ouwie_Afr_avgl_15" "OUMA" 23394.4705715101 -46778.9411430201 -46778.9083022976 -46751.3725967809 5 5.8e+09 9300000 140 3.39945242895976 1.75920273869514 1e-09 1e-09 1.79175946922805 1.65058061937458e+38 -4.09963434607961e-32 372039936412763
"64" "ouwie_Afr_avgl_16" "BM1" -1946.10605899172 3896.21211798344 3896.21867536049 3907.23953647912 2 920 0 0 0 0 0.0782565497396221 0.0782565497396221 1.03283143240124 1.16441786341782 1.03283143240124 1.16441786341782
"65" "ouwie_Afr_avgl_16" "BMS" -1920.51860491937 3847.03720983874 3847.05033176329 3863.57833758226 3 890 27 0 0 0 0.0802185274619578 0.0139373543193981 1.12971409018252 1.15134998361154 1.12971409018252 1.15134998361154
"66" "ouwie_Afr_avgl_16" "OU1" -1557.39237390031 3120.78474780062 3120.79786972517 3137.32587554414 3 1400 190 0 0.140195448317203 0.140195448317203 0.131515064902247 0.131515064902247 0.635437241386159 0.0264943749098489 0.635437241386159 0.0264943749098489
"67" "ouwie_Afr_avgl_16" "OUM" -1539.1484218631 3086.29684372619 3086.31872556427 3108.35168071755 4 1400 190 0 0.149467452693415 0.149467452693415 0.134456593300209 0.134456593300209 0.584683230603062 0.0260195820822979 1.21543487268689 0.0986159000414814
"68" "ouwie_Afr_avgl_16" "OUMVA" -1538.59739237587 3089.19478475174 3089.24078694232 3122.27704023878 6 1400 210 26 0.141787864958445 0.139830962724835 0.130920873173064 0.127886602525856 0.590419495995991 0.0271194236746163 1.20290252483149 0.0904228758493096
"69" "ouwie_Afr_avgl_16" "OUMV" -1538.47524495659 3086.95048991318 3086.98333063567 3114.51903615237 5 1400 210 26 0.147639821735357 0.147639821735357 0.134233760554526 0.107327958361574 0.586064592635345 0.0263283943767379 1.21445548371726 0.0890244685895938
"70" "ouwie_Afr_avgl_16" "OUMA" 22971.430637547 -45932.8612750941 -45932.8284343716 -45905.2927288549 5 5.9e+09 3.4e+07 200 3.36102785192016 1.37005943998338 1.00190524594835e-09 1.00190524594835e-09 1.79175946922805 2.61067672390614e+47 -8.07908927315536e-25 3.19933847022686e+27
"71" "ouwie_Afr_avgl_17" "BM1" -2706.43388518684 5416.86777037368 5416.87432775073 5427.89518886936 2 920 0 0 0 0 0.168968421391614 0.168968421391614 1.01949698460849 1.70342692553229 1.01949698460849 1.70342692553229
"72" "ouwie_Afr_avgl_17" "BMS" -2659.59802591779 5325.19605183558 5325.20917376013 5341.7371795791 3 890 28 0 0 0 0.173879577012257 0.0141606274231507 1.1336600258177 1.61038285874477 1.1336600258177 1.61038285874477
"73" "ouwie_Afr_avgl_17" "OU1" -1822.01975375825 3650.0395075165 3650.05262944104 3666.58063526001 3 5.7e+09 920 0 3.37100463365816 3.37100463365816 2.93130396702701 2.93130396702701 0.533998463154078 0.0155755349729759 0.533998463154078 0.0155755349729759
"74" "ouwie_Afr_avgl_17" "OUM" -1793.82565573686 3595.65131147372 3595.67319331179 3617.70614846508 4 5.7e+09 920 0 3.37100622402734 3.37100622402734 2.84277516467012 2.84277516467012 0.510437113114709 0.0156513616549561 1.11233819209235 0.0779514216164711
"75" "ouwie_Afr_avgl_17" "OUMV" -1793.45856047286 3596.91712094571 3596.94996166821 3624.48566718491 5 5.7e+09 880 34 3.37098896831175 3.37098896831175 2.82539197980872 3.27173038787165 0.510400368335181 0.0156038175394845 1.1128541925121 0.0836158290411469
"76" "ouwie_Afr_avgl_17" "OUMVA" 36607.5112869652 -73203.0225739305 -73202.9765717399 -73169.9403184434 6 5.7e+09 880 34 0.0770608549310196 0.582656794994286 1.01268344001046e-09 1.23434381367168e-08 -1211633.61323713 0 1.44276707917502 4539629653442.21
"77" "ouwie_Afr_avgl_17" "OUMA" 42864.1205487919 -85718.2410975839 -85718.2082568614 -85690.6725513447 5 7.3e+08 6900000 5300 2.08106192236625e-05 0.524975507558364 1e-09 1e-09 293.201475822033 11822433810247228 1.31007820833076 5235289952976.39
"78" "ouwie_Afr_avgl_18" "BM1" -1865.20220777884 3734.40441555768 3734.41097293473 3745.43183405336 2 920 0 0 0 0 0.0650237574923646 0.0650237574923646 0.959032467837487 0.986322971919863 0.959032467837487 0.986322971919863
"79" "ouwie_Afr_avgl_18" "BMS" -1835.10965316341 3676.21930632682 3676.23242825137 3692.76043407034 3 890 28 0 0 0 0.0669025832374667 0.0105246108068473 1.02479626826834 0.943089567687429 1.02479626826834 0.943089567687429
"80" "ouwie_Afr_avgl_18" "OU1" -1529.25899281272 3064.51798562545 3064.53110755 3081.05911336897 3 1300 190 0 0.113024226303504 0.113024226303504 0.104786620467168 0.104786620467168 0.6617753725041 0.0293430131820687 0.6617753725041 0.0293430131820687
"81" "ouwie_Afr_avgl_18" "OUM" -1513.79992808963 3035.59985617927 3035.62173801734 3057.65469317063 4 1400 190 0 0.122423649077415 0.122423649077415 0.108256209740009 0.108256209740009 0.600719989320922 0.0285318511423631 1.18601300714689 0.0975776250208981
"82" "ouwie_Afr_avgl_18" "OUMV" -1513.47984462348 3036.95968924697 3036.99252996946 3064.52823548616 5 1300 220 24 0.120666279523553 0.120666279523553 0.107877701139865 0.0922604009730161 0.603166331910829 0.0289435011002545 1.18538479198812 0.0911982688814331
"83" "ouwie_Afr_avgl_18" "OUMA" 34337.405061603 -68664.810123206 -68664.7772824835 -68637.2415769668 5 2.7e+08 1600000 4000 0.00162205660874674 0.498248024717722 1.00794423082459e-09 1.00794423082459e-09 -2103068.31375918 8059848205669525504 4.01205604898002 503581915983.32
"84" "ouwie_Afr_avgl_18" "OUMVA" 50771.4979214272 -101530.995842854 -101530.949840664 -101497.913587367 6 1300 220 24 1.74128240013935e-05 0.509459467374885 1.02379202848786e-09 1.14380782191463e-09 1298611.19686564 382583771582923520 1.15885810524625 1019060303988.5
"85" "ouwie_Afr_avgl_19" "BM1" -1945.25631140563 3894.51262281126 3894.51918018831 3905.54004130694 2 920 0 0 0 0 0.0736660776406712 0.0736660776406712 0.988422752468407 1.08274196056537 0.988422752468407 1.08274196056537
"86" "ouwie_Afr_avgl_19" "BMS" -1916.74716190881 3839.49432381761 3839.50744574216 3856.03545156113 3 890 29 0 0 0 0.0757182200639502 0.0126531535086491 1.06345786904664 1.09107903701321 1.06345786904664 1.09107903701321
"87" "ouwie_Afr_avgl_19" "OU1" -1572.61018652148 3151.22037304297 3151.23349496751 3167.76150078648 3 1400 200 0 0.129494772956059 0.129494772956059 0.123202777916216 0.123202777916216 0.692727172292021 0.0279468485764656 0.692727172292021 0.0279468485764656
"88" "ouwie_Afr_avgl_19" "OUM" -1556.03890745835 3120.07781491669 3120.09969675477 3142.13265190805 4 1400 190 0 0.139600437681543 0.139600437681543 0.127035414290907 0.127035414290907 0.634297768448088 0.0273284563241369 1.2275688113576 0.0960194320791033
"89" "ouwie_Afr_avgl_19" "OUMV" -1555.76216582463 3121.52433164926 3121.55717237176 3149.09287788846 5 1300 220 27 0.138187513247893 0.138187513247893 0.126829761881148 0.110617436633923 0.635893759953149 0.0276036102914503 1.22733859994209 0.0903690594925692
"90" "ouwie_Afr_avgl_19" "OUMVA" 23057.2432834495 -46102.4865668991 -46102.4405647085 -46069.4043114121 6 1300 220 27 3.04705287123712 1.40008490255885e-08 1.00011411987298e-09 3.72171756953004 1.79175946922805 2.56246918526958e+77 -3.02595992783307e-77 5.87113860595504
"91" "ouwie_Afr_avgl_19" "OUMA" 23776.0361118824 -47542.0722237649 -47542.0393830424 -47514.5036775257 5 6e+09 1.3e+07 490 3.34309313088698 1.6052527782115 1e-09 1e-09 1.79175946922805 1.0631333590889e+42 -7.70205913834092e-31 0
"92" "ouwie_Afr_avgl_2" "BM1" -1961.8445097766 3927.68901955319 3927.69557693024 3938.71643804887 2 920 0 0 0 0 0.0750424339505316 0.0750424339505316 0.96082404041756 1.13167626089286 0.96082404041756 1.13167626089286
"93" "ouwie_Afr_avgl_2" "BMS" -1943.7587688821 3893.51753776421 3893.53065968876 3910.05866550773 3 890 27 0 0 0 0.0767447902393416 0.0187847415105931 0.90204677912198 1.12810665193644 0.90204677912198 1.12810665193644
"94" "ouwie_Afr_avgl_2" "OU1" -1568.6673716293 3143.33474325859 3143.34786518314 3159.87587100211 3 1400 170 0 0.142129848217795 0.142129848217795 0.13038196264817 0.13038196264817 0.624631382778219 0.0257959011281248 0.624631382778219 0.0257959011281248
"95" "ouwie_Afr_avgl_2" "OUM" -1551.14995346697 3110.29990693394 3110.32178877201 3132.3547439253 4 1400 150 0 0.156706461460005 0.156706461460005 0.136662152848099 0.136662152848099 0.570811692736002 0.0246944265055721 1.19257219212441 0.0977308014086776
"96" "ouwie_Afr_avgl_2" "OUMV" -1551.12206548466 3112.24413096931 3112.27697169181 3139.81267720851 5 1400 190 25 0.155588012356033 0.155588012356033 0.136065348296382 0.12956736355221 0.571768538018308 0.024823729797364 1.19234776806764 0.0957070187784222
"97" "ouwie_Afr_avgl_2" "OUMVA" 22748.8729515258 -45485.7459030516 -45485.6999008611 -45452.6636475646 6 1400 190 25 3.32109449073812 1.88552313803504 1e-09 1.1035772553462e-09 1.94591014905531 8051.49306019401 2.90151524238693e-68 1.20054514590342e-64
"98" "ouwie_Afr_avgl_2" "OUMA" 61971.9428535405 -123933.885707081 -123933.852866358 -123906.317160842 5 1.6e+09 3.1e+08 -7700 0.268336858630726 0.475814358526819 1e-09 1e-09 -4470083.71922518 0 -1.66923733269164 0.0581265000184576
"99" "ouwie_Afr_avgl_20" "BM1" -4347.31094999836 8698.62189999672 8698.62845737376 8709.64931849239 2 1100 0 0 0 0 0.996523077715007 0.996523077715007 0.995969980011766 3.9676239303861 0.995969980011766 3.9676239303861
"100" "ouwie_Afr_avgl_20" "BMS" -4245.34338734672 8496.68677469345 8496.699896618 8513.22790243697 3 880 30 0 0 0 1.02929444636948 0.0165433275800948 1.0644344625464 3.88131726976557 1.0644344625464 3.88131726976557
"101" "ouwie_Afr_avgl_20" "OU1" -2056.9137625407 4119.8275250814 4119.84064700594 4136.36865282491 3 5.6e+09 920 0 3.4269196227189 3.4269196227189 3.83123669082458 3.83123669082458 0.53103347212485 0.017634975979742 0.53103347212485 0.017634975979742
"102" "ouwie_Afr_avgl_20" "OUM" -2028.19956837075 4064.39913674151 4064.42101857958 4086.45397373287 4 2.7e+09 -2.1e+09 0 3.42691964545443 3.42691964545443 3.71336841374912 3.71336841374912 0.502757015881419 0.0177519578001326 1.15776317256649 0.0838765557579437
"103" "ouwie_Afr_avgl_20" "OUMV" -2028.16223636841 4066.32447273683 4066.35731345932 4093.89301897602 5 5.6e+09 880 39 3.42691969985256 3.42691969985256 3.71995014636716 3.55583155457558 0.502748941147909 0.0177676411711098 1.15780050913431 0.0820823593467912
"104" "ouwie_Afr_avgl_20" "OUMA" 22151.0232099267 -44292.0464198533 -44292.0135791308 -44264.4778736141 5 5.8e+09 3400000 170 3.3832847260921 1.56298169136509 1e-09 1e-09 1.79161588673591 8.73779797383192e+43 -7.58748974911869e-19 0
