"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"X0_alpha"	"X1_alpha"	"sigma0"	"X1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"	"fit"	"delta"	"w"
"ouwie_Afr_avgl_1"	"BM1"	-1995.96466565771	3995.92933131541	3995.93588869246	4006.95674981109	2	920	0	0	0	0	0.0831882179604596	0.0831882179604596	1.00050592712345	1.16348271463111	1.00050592712345	1.16348271463111	3995.93588869246	3158.27446835762	0
"ouwie_Afr_avgl_1"	"BMS"	-1962.62390533054	3931.24781066109	3931.26093258564	3947.78893840461	3	890	28	0	0	0	0.0854540027830475	0.0113896141682408	0.949546712761738	1.14998010002799	0.949546712761738	1.14998010002799	3931.26093258564	3093.5995122508	0
"ouwie_Afr_avgl_1"	"OU1"	-1607.53522217284	3221.07044434568	3221.08356627023	3237.6115720892	3	1400	170	0	0.14950537618417	0.14950537618417	0.141599952847936	0.141599952847936	0.646058842994206	0.0269611734518754	0.646058842994206	0.0269611734518754	3221.08356627023	2383.42214593539	0
"ouwie_Afr_avgl_1"	"OUM"	-1590.96452156055	3189.92904312109	3189.95092495916	3211.98388011245	4	1400	160	0	0.164443578925185	0.164443578925185	0.148191552953444	0.148191552953444	0.587621183974801	0.0259299268713305	1.18561366835842	0.0961798719275273	3189.95092495916	2352.28950462432	0
"ouwie_Afr_avgl_1"	"OUMV"	-1589.67943616848	3189.35887233697	3189.39171305946	3216.92741857616	5	1400	190	26	0.160856714111453	0.160856714111453	0.147439732057028	0.108672573563832	0.591194445168142	0.0264704116742176	1.18328498957242	0.0838356410838275	3189.39171305946	2351.73029272462	0
"ouwie_Afr_avgl_10"	"BM1"	-1846.64334758282	3697.28669516564	3697.29325254269	3708.31411366132	2	920	0	0	0	0	0.0677018916499405	0.0677018916499405	1.06148842936922	1.08484964775145	1.06148842936922	1.08484964775145	3697.29325254269	2859.63183220785	0
"ouwie_Afr_avgl_10"	"BMS"	-1821.66778471807	3649.33556943614	3649.34869136069	3665.87669717966	3	890	31	0	0	0	0.0696717730515944	0.014208924055817	1.25470878027048	0.875329613675792	1.25470878027048	0.875329613675792	3649.34869136069	2811.68727102585	0
"ouwie_Afr_avgl_10"	"OUMVA"	-1564.75289106677	3141.50578213354	3141.55178432412	3174.58803762058	6	1200	240	26	0.0578638137163204	0.0588073166950312	0.083814407559052	0.035443231982768	0.754531397088001	0.0646829470335487	1.30474623859909	0.102371538187843	3141.55178432412	2303.89036398928	0
"ouwie_Afr_avgl_10"	"OU1"	-1538.40684198212	3082.81368396425	3082.82680588879	3099.35481170776	3	1300	210	0	0.103093733724207	0.103093733724207	0.102936070415273	0.102936070415273	0.711381428895443	0.0332218127786985	0.711381428895443	0.0332218127786985	3082.82680588879	2245.16538555395	0
"ouwie_Afr_avgl_10"	"OUM"	-1523.32804222706	3054.65608445413	3054.6779662922	3076.71092144549	4	1300	200	0	0.110522008535552	0.110522008535552	0.10538461661932	0.10538461661932	0.63929801328977	0.0327254864393342	1.23554910320612	0.100131089522404	3054.6779662922	2217.01654595736	0
"ouwie_Afr_avgl_10"	"OUMV"	-1521.82106021455	3053.6421204291	3053.6749611516	3081.2106666683	5	1200	240	26	0.1076500530027	0.1076500530027	0.104961270851448	0.0753379358813815	0.644351227778351	0.0336859234063188	1.23605650924634	0.0866875635206477	3053.6749611516	2216.01354081676	0
"ouwie_Afr_avgl_100"	"BM1"	-1999.62326230178	4003.24652460356	4003.25308198061	4014.27394309924	2	920	0	0	0	0	0.0707890132402354	0.0707890132402354	0.996603491069035	1.1308423474802	0.996603491069035	1.1308423474802	4003.25308198061	3165.59166164577	0
"ouwie_Afr_avgl_100"	"BMS"	-1974.37174853977	3954.74349707955	3954.7566190041	3971.28462482307	3	890	30	0	0	0	0.0727192784540614	0.0143644011894109	1.03471328969914	1.13522373383649	1.03471328969914	1.13522373383649	3954.7566190041	3117.09519866926	0
"ouwie_Afr_avgl_100"	"OU1"	-1617.67423951789	3241.34847903577	3241.36160096032	3257.88960677929	3	1400	170	0	0.128660196491011	0.128660196491011	0.121991448682087	0.121991448682087	0.621782279062272	0.0265472336345671	0.621782279062272	0.0265472336345671	3241.36160096032	2403.70018062548	0
"ouwie_Afr_avgl_100"	"OUM"	-1599.51598115521	3207.03196231041	3207.05384414849	3229.08679930177	4	1400	160	0	0.139878052887787	0.139878052887787	0.126559424938408	0.126559424938408	0.565391374484746	0.0258556616807027	1.16252034986707	0.0924413323366982	3207.05384414849	2369.39242381365	0
