Column1;x;PalmSubfamily;accGenus;PalmTribe;;;;;;;;;;SpecName;PalmSubfamily;accGenus;PalmTribe
648;Pinanga_angustisecta;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pilosellus;Calamoideae;Calamus;Calameae
649;Pinanga_curranii;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pilosissimus;Calamoideae;Calamus;Calameae
650;Pinanga_egregia;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pisicarpus;Calamoideae;Calamus;Calameae
651;Pinanga_philippinensis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_platyspathus;Calamoideae;Calamus;Calameae
652;Pinanga_lepidota;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_plicatus;Calamoideae;Calamus;Calameae
653;Pinanga_stricta;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_poensis;Calamoideae;Calamus;Calameae
654;Pinanga_heterophylla;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pogonacanthus;Calamoideae;Calamus;Calameae
655;Pinanga_hexasticha;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_poilanei;Calamoideae;Calamus;Calameae
656;Pinanga_plicata;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_polycladus;Calamoideae;Calamus;Calameae
657;Pinanga_lacei;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_polystachys;Calamoideae;Calamus;Calameae
658;Pinanga_sobolifera;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_praetermissus;Calamoideae;Calamus;Calameae
659;Pinanga_watanaiana;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_prasinus;Calamoideae;Calamus;Calameae
660;Pinanga_decora;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_prattianus;Calamoideae;Calamus;Calameae
661;Pinanga_disticha;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pseudofeanus;Calamoideae;Calamus;Calameae
662;Pinanga_tenacinervis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pseudomollis;Calamoideae;Calamus;Calameae
663;Pinanga_versicolor;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pseudorivalis;Calamoideae;Calamus;Calameae
664;Pinanga_acaulis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pseudotenuis;Calamoideae;Calamus;Calameae
665;Pinanga_cucullata;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pseudoulur;Calamoideae;Calamus;Calameae
666;Pinanga_hookeriana;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pseudozebrinus;Calamoideae;Calamus;Calameae
667;Pinanga_glaucifolia;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_psilocladus;Calamoideae;Calamus;Calameae
668;Pinanga_arinasae;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pulaiensis;Calamoideae;Calamus;Calameae
669;Pinanga_javana;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pulcher;Calamoideae;Calamus;Calameae
670;Pinanga_rigida;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pycnocarpus;Calamoideae;Calamus;Calameae
671;Pinanga_adangensis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_pygmaeus;Calamoideae;Calamus;Calameae
672;Pinanga_humilis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_quinquenervius;Calamoideae;Calamus;Calameae
673;Pinanga_coronata;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_radiatus;Calamoideae;Calamus;Calameae
674;Pinanga_densiflora;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_radicalis;Calamoideae;Calamus;Calameae
675;Pinanga_negrosensis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_radulosus;Calamoideae;Calamus;Calameae
676;Pinanga_scortechinii;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_ramulosus;Calamoideae;Calamus;Calameae
677;Pinanga_chaiana;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_reinwardtii;Calamoideae;Calamus;Calameae
678;Pinanga_mirabilis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_renukae;Calamoideae;Calamus;Calameae
679;Pinanga_minor;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_reticulatus;Calamoideae;Calamus;Calameae
680;Pinanga_pectinata;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_reyesianus;Calamoideae;Calamus;Calameae
681;Pinanga_limosa;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_rhabdocladus;Calamoideae;Calamus;Calameae
682;Pinanga_kontumensis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_rheedei;Calamoideae;Calamus;Calameae
683;Pinanga_minuta;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_rhomboideus;Calamoideae;Calamus;Calameae
684;Pinanga_pachyphylla;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_rhytidomus;Calamoideae;Calamus;Calameae
685;Pinanga_latisecta;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_ridleyanus;Calamoideae;Calamus;Calameae
686;Pinanga_ligulata;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_robinsonianus;Calamoideae;Calamus;Calameae
687;Pinanga_simplicifrons;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_rotang;Calamoideae;Calamus;Calameae
688;Pinanga_mooreana;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_rudentum;Calamoideae;Calamus;Calameae
689;Pinanga_tomentella;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_rugosus;Calamoideae;Calamus;Calameae
690;Pinanga_variegata;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_rumphii;Calamoideae;Calamus;Calameae
691;Pinanga_quadrijuga;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_ruvidus;Calamoideae;Calamus;Calameae
692;Pinanga_baviensis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_sabalensis;Calamoideae;Calamus;Calameae
693;Pinanga_geonomiformis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_sabensis;Calamoideae;Calamus;Calameae
694;Pinanga_rupestris;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_salicifolius;Calamoideae;Calamus;Calameae
695;Pinanga_speciosa;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_samian;Calamoideae;Calamus;Calameae
696;Pinanga_riparia;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_sarawakensis;Calamoideae;Calamus;Calameae
697;Pinanga_patula;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_scabridulus;Calamoideae;Calamus;Calameae
698;Pinanga_modesta;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_scabrispathus;Calamoideae;Calamus;Calameae
699;Pinanga_capitata;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_schaeferianus;Calamoideae;Calamus;Calameae
700;Pinanga_sclerophylla;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_schistoacanthus;Calamoideae;Calamus;Calameae
701;Pinanga_trichoneura;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_schlechterianus;Calamoideae;Calamus;Calameae
702;Pinanga_johorensis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_scipionum;Calamoideae;Calamus;Calameae
703;Pinanga_auriculata;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_scleracanthus;Calamoideae;Calamus;Calameae
704;Pinanga_pilosa;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_sedens;Calamoideae;Calamus;Calameae
705;Pinanga_sierramadreana;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_semierectus;Calamoideae;Calamus;Calameae
706;Pinanga_cleistantha;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_semoi;Calamoideae;Calamus;Calameae
707;Pinanga_subintegra;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_senalingensis;Calamoideae;Calamus;Calameae
708;Pinanga_singaporensis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_sepikensis;Calamoideae;Calamus;Calameae
709;Pinanga_salicifolia;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_seriatus;Calamoideae;Calamus;Calameae
710;Pinanga_tenella;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_serrulatus;Calamoideae;Calamus;Calameae
711;Pinanga_dicksonii;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_sessilifolius;Calamoideae;Calamus;Calameae
712;Pinanga_dumetosa;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_setulosus;Calamoideae;Calamus;Calameae
713;Pinanga_brevipes;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_shendurunii;Calamoideae;Calamus;Calameae
714;Pinanga_crassipes;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_siamensis;Calamoideae;Calamus;Calameae
715;Pinanga_albescens;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_simplex;Calamoideae;Calamus;Calameae
716;Pinanga_sessilifolia;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_simplicifolius;Calamoideae;Calamus;Calameae
717;Pinanga_aristata;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_siphonospathus;Calamoideae;Calamus;Calameae
718;Pinanga_basilanensis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_solitarius;Calamoideae;Calamus;Calameae
719;Pinanga_rivularis;Arecoideae;Pinanga;Areceae;;;;;;;;;;Calamus_sordidus;Calamoideae;Calamus;Calameae
720;Nenga_banaensis;Arecoideae;Nenga;Areceae;;;;;;;;;;Calamus_speciosissimus;Calamoideae;Calamus;Calameae
721;Nenga_grandiflora;Arecoideae;Nenga;Areceae;;;;;;;;;;Calamus_spectabilis;Calamoideae;Calamus;Calameae
722;Nenga_gajah;Arecoideae;Nenga;Areceae;;;;;;;;;;Calamus_spectatissimus;Calamoideae;Calamus;Calameae
723;Nenga_macrocarpa;Arecoideae;Nenga;Areceae;;;;;;;;;;Calamus_spicatus;Calamoideae;Calamus;Calameae
724;Nenga_pumila;Arecoideae;Nenga;Areceae;;;;;;;;;;Calamus_spinifolius;Calamoideae;Calamus;Calameae
725;Areca_subacaulis;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_spinulinervis;Calamoideae;Calamus;Calameae
726;Areca_insignis;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_spiralis;Calamoideae;Calamus;Calameae
727;Areca_mandacanii;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_stoloniferus;Calamoideae;Calamus;Calameae
728;Areca_hutchinsoniana;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_suaveolens;Calamoideae;Calamus;Calameae
729;Areca_catechu;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_subinermis;Calamoideae;Calamus;Calameae
730;Areca_rheophytica;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_sumbawensis;Calamoideae;Calamus;Calameae
731;Areca_chaiana;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_symphysipus;Calamoideae;Calamus;Calameae
732;Areca_laosensis;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_tanakadatei;Calamoideae;Calamus;Calameae
733;Areca_parens;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_tapa;Calamoideae;Calamus;Calameae
734;Areca_triandra;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_temburongii;Calamoideae;Calamus;Calameae
735;Areca_vidaliana;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_temii;Calamoideae;Calamus;Calameae
736;Areca_concinna;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_tenompokensis;Calamoideae;Calamus;Calameae
737;Areca_ahmadii;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_tenuis;Calamoideae;Calamus;Calameae
738;Areca_camarinensis;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_tetradactyloides;Calamoideae;Calamus;Calameae
739;Areca_songthanhensis;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_tetradactylus;Calamoideae;Calamus;Calameae
740;Areca_macrocalyx;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_thwaitesii;Calamoideae;Calamus;Calameae
741;Areca_dransfieldii;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_thysanolepis;Calamoideae;Calamus;Calameae
742;Areca_bakeri;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_timorensis;Calamoideae;Calamus;Calameae
743;Areca_whitfordii;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_toli-toliensis;Calamoideae;Calamus;Calameae
744;Areca_montana;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_tomentosus;Calamoideae;Calamus;Calameae
745;Areca_ipot;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_trachycoleus;Calamoideae;Calamus;Calameae
746;Areca_kinabaluensis;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_travancoricus;Calamoideae;Calamus;Calameae
747;Areca_oxycarpa;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_trispermus;Calamoideae;Calamus;Calameae
748;Areca_riparia;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_tumidus;Calamoideae;Calamus;Calameae
749;Areca_caliso;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_ulur;Calamoideae;Calamus;Calameae
750;Areca_mogeana;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_unifarius;Calamoideae;Calamus;Calameae
751;Areca_gurita;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_usitatus;Calamoideae;Calamus;Calameae
752;Areca_ridleyana;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_vattayila;Calamoideae;Calamus;Calameae
753;Areca_klingkangensis;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_vestitus;Calamoideae;Calamus;Calameae
754;Areca_arundinacea;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_vidalianus;Calamoideae;Calamus;Calameae
755;Areca_minuta;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_viminalis;Calamoideae;Calamus;Calameae
756;Areca_vestiaria;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_vinosus;Calamoideae;Calamus;Calameae
757;Areca_tunku;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_viridispinus;Calamoideae;Calamus;Calameae
758;Areca_furcata;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_viridissimus;Calamoideae;Calamus;Calameae
759;Areca_brachypoda;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_vitiensis;Calamoideae;Calamus;Calameae
760;Areca_novohibernica;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_wailong;Calamoideae;Calamus;Calameae
761;Areca_andersonii;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_walkeri;Calamoideae;Calamus;Calameae
762;Areca_abdulrahmanii;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_wanggaii;Calamoideae;Calamus;Calameae
763;Areca_jugahpunya;Arecoideae;Areca;Areceae;;;;;;;;;;Calamus_warburgii;Calamoideae;Calamus;Calameae
764;Clinostigma_collegarum;Arecoideae;Clinostigma;Areceae;;;;;;;;;;Calamus_wari-wariensis;Calamoideae;Calamus;Calameae
765;Clinostigma_ponapense;Arecoideae;Clinostigma;Areceae;;;;;;;;;;Calamus_whitmorei;Calamoideae;Calamus;Calameae
766;Clinostigma_exorrhizum;Arecoideae;Clinostigma;Areceae;;;;;;;;;;Calamus_wightii;Calamoideae;Calamus;Calameae
767;Clinostigma_harlandii;Arecoideae;Clinostigma;Areceae;;;;;;;;;;Calamus_winklerianus;Calamoideae;Calamus;Calameae
768;Clinostigma_gronophyllum;Arecoideae;Clinostigma;Areceae;;;;;;;;;;Calamus_wuliangshanensis;Calamoideae;Calamus;Calameae
769;Clinostigma_savoryanum;Arecoideae;Clinostigma;Areceae;;;;;;;;;;Calamus_yentuensis;Calamoideae;Calamus;Calameae
770;Clinostigma_samoense;Arecoideae;Clinostigma;Areceae;;;;;;;;;;Calamus_zebrinus;Calamoideae;Calamus;Calameae
771;Clinostigma_onchorhynchum;Arecoideae;Clinostigma;Areceae;;;;;;;;;;Calamus_zeylanicus;Calamoideae;Calamus;Calameae
772;Bentinckia_nicobarica;Arecoideae;Bentinckia;Areceae;;;;;;;;;;Calamus_zollingeri;Calamoideae;Calamus;Calameae
773;Bentinckia_condapanna;Arecoideae;Bentinckia;Areceae;;;;;;;;;;Calamus_zonatus;Calamoideae;Calamus;Calameae
774;Cyrtostachys_bakeri;Arecoideae;Cyrtostachys;Areceae;;;;;;;;;;Calyptrocalyx_albertisianus;Arecoideae;Calyptrocalyx;Areceae
775;Cyrtostachys_barbata;Arecoideae;Cyrtostachys;Areceae;;;;;;;;;;Calyptrocalyx_amoenus;Arecoideae;Calyptrocalyx;Areceae
776;Cyrtostachys_elegans;Arecoideae;Cyrtostachys;Areceae;;;;;;;;;;Calyptrocalyx_arfakianus;Arecoideae;Calyptrocalyx;Areceae
777;Cyrtostachys_renda;Arecoideae;Cyrtostachys;Areceae;;;;;;;;;;Calyptrocalyx_awa;Arecoideae;Calyptrocalyx;Areceae
778;Cyrtostachys_glauca;Arecoideae;Cyrtostachys;Areceae;;;;;;;;;;Calyptrocalyx_caudiculatus;Arecoideae;Calyptrocalyx;Areceae
779;Cyrtostachys_loriae;Arecoideae;Cyrtostachys;Areceae;;;;;;;;;;Calyptrocalyx_doxanthus;Arecoideae;Calyptrocalyx;Areceae
780;Oncosperma_tigillarium;Arecoideae;Oncosperma;Areceae;;;;;;;;;;Calyptrocalyx_elegans;Arecoideae;Calyptrocalyx;Areceae
781;Oncosperma_horridum;Arecoideae;Oncosperma;Areceae;;;;;;;;;;Calyptrocalyx_flabellatus;Arecoideae;Calyptrocalyx;Areceae
782;Oncosperma_fasciculatum;Arecoideae;Oncosperma;Areceae;;;;;;;;;;Calyptrocalyx_forbesii;Arecoideae;Calyptrocalyx;Areceae
783;Oncosperma_gracilipes;Arecoideae;Oncosperma;Areceae;;;;;;;;;;Calyptrocalyx_geonomiformis;Arecoideae;Calyptrocalyx;Areceae
784;Deckenia_nobilis;Arecoideae;Deckenia;Areceae;;;;;;;;;;Calyptrocalyx_hollrungii;Arecoideae;Calyptrocalyx;Areceae
785;Acanthophoenix_rousselii;Arecoideae;Acanthophoenix;Areceae;;;;;;;;;;Calyptrocalyx_julianettii;Arecoideae;Calyptrocalyx;Areceae
786;Acanthophoenix_crinita;Arecoideae;Acanthophoenix;Areceae;;;;;;;;;;Calyptrocalyx_lauterbachianus;Arecoideae;Calyptrocalyx;Areceae
787;Acanthophoenix_rubra;Arecoideae;Acanthophoenix;Areceae;;;;;;;;;;Calyptrocalyx_laxiflorus;Arecoideae;Calyptrocalyx;Areceae
788;Tectiphiala_ferox;Arecoideae;Tectiphiala;Areceae;;;;;;;;;;Calyptrocalyx_lepidotus;Arecoideae;Calyptrocalyx;Areceae
789;Hydriastele_brassii;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_leptostachys;Arecoideae;Calyptrocalyx;Areceae
790;Hydriastele_gibbsiana;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_merrillianus;Arecoideae;Calyptrocalyx;Areceae
791;Hydriastele_pinangoides;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_micholitzii;Arecoideae;Calyptrocalyx;Areceae
792;Hydriastele_rhopalocarpa;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_multifidus;Arecoideae;Calyptrocalyx;Areceae
793;Hydriastele_beguinii;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_pachystachys;Arecoideae;Calyptrocalyx;Areceae
794;Hydriastele_aprica;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_pauciflorus;Arecoideae;Calyptrocalyx;Areceae
795;Hydriastele_dransfieldii;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_polyphyllus;Arecoideae;Calyptrocalyx;Areceae
796;Hydriastele_rheophytica;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_pusillus;Arecoideae;Calyptrocalyx;Areceae
797;Hydriastele_longispatha;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_sessiliflorus;Arecoideae;Calyptrocalyx;Areceae
798;Hydriastele_kasesa;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_spicatus;Arecoideae;Calyptrocalyx;Areceae
799;Hydriastele_microcarpa;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrocalyx_yamutumene;Arecoideae;Calyptrocalyx;Areceae
800;Hydriastele_biakensis;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_allenii;Arecoideae;Calyptrogyne;Geonomateae
801;Hydriastele_variabilis;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_anomala;Arecoideae;Calyptrogyne;Geonomateae
802;Hydriastele_boumae;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_baudensis;Arecoideae;Calyptrogyne;Geonomateae
803;Hydriastele_cylindrocarpa;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_coloradensis;Arecoideae;Calyptrogyne;Geonomateae
804;Hydriastele_vitiensis;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_condensata;Arecoideae;Calyptrogyne;Geonomateae
805;Hydriastele_manusii;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_costatifrons;Arecoideae;Calyptrogyne;Geonomateae
806;Hydriastele_oxypetala;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_deneversii;Arecoideae;Calyptrogyne;Geonomateae
807;Hydriastele_chaunostachys;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_fortunensis;Arecoideae;Calyptrogyne;Geonomateae
808;Hydriastele_macrospadix;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_ghiesbreghtiana;Arecoideae;Calyptrogyne;Geonomateae
809;Hydriastele_hombronii;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_herrerae;Arecoideae;Calyptrogyne;Geonomateae
810;Hydriastele_selebica;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_kunorum;Arecoideae;Calyptrogyne;Geonomateae
811;Hydriastele_beccariana;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_osensis;Arecoideae;Calyptrogyne;Geonomateae
812;Hydriastele_microspadix;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_panamensis;Arecoideae;Calyptrogyne;Geonomateae
813;Hydriastele_wendlandiana;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_pubescens;Arecoideae;Calyptrogyne;Geonomateae
814;Hydriastele_ramsayi;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_sanblasensis;Arecoideae;Calyptrogyne;Geonomateae
815;Hydriastele_valida;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_trichostachys;Arecoideae;Calyptrogyne;Geonomateae
816;Hydriastele_rostrata;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptrogyne_tutensis;Arecoideae;Calyptrogyne;Geonomateae
817;Hydriastele_flabellata;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptronoma_occidentalis;Arecoideae;Calyptronoma;Geonomateae
818;Hydriastele_montana;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptronoma_plumeriana;Arecoideae;Calyptronoma;Geonomateae
819;Hydriastele_costata;Arecoideae;Hydriastele;Areceae;;;;;;;;;;Calyptronoma_rivalis;Arecoideae;Calyptronoma;Geonomateae
820;Loxococcus_rupicola;Arecoideae;Loxococcus;Areceae;;;;;;;;;;Carpentaria_acuminata;Arecoideae;Carpentaria;Areceae
821;Calyptrocalyx_hollrungii;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Carpoxylon_macrospermum;Arecoideae;Carpoxylon;Areceae
822;Calyptrocalyx_julianettii;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_albertii;Coryphoideae;Caryota;Caryoteae
823;Calyptrocalyx_amoenus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_angustifolia;Coryphoideae;Caryota;Caryoteae
824;Calyptrocalyx_forbesii;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_cumingii;Coryphoideae;Caryota;Caryoteae
825;Calyptrocalyx_micholitzii;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_kiriwongensis;Coryphoideae;Caryota;Caryoteae
826;Calyptrocalyx_pusillus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_maxima;Coryphoideae;Caryota;Caryoteae
827;Calyptrocalyx_pauciflorus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_mitis;Coryphoideae;Caryota;Caryoteae
828;Calyptrocalyx_geonomiformis;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_monostachya;Coryphoideae;Caryota;Caryoteae
829;Calyptrocalyx_lepidotus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_no;Coryphoideae;Caryota;Caryoteae
830;Calyptrocalyx_pachystachys;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_obtusa;Coryphoideae;Caryota;Caryoteae
831;Calyptrocalyx_spicatus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_ophiopellis;Coryphoideae;Caryota;Caryoteae
832;Calyptrocalyx_yamutumene;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_rumphiana;Coryphoideae;Caryota;Caryoteae
833;Calyptrocalyx_multifidus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_sympetala;Coryphoideae;Caryota;Caryoteae
834;Calyptrocalyx_doxanthus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_urens;Coryphoideae;Caryota;Caryoteae
835;Calyptrocalyx_laxiflorus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Caryota_zebrina;Coryphoideae;Caryota;Caryoteae
836;Calyptrocalyx_albertisianus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Ceratolobus_concolor;Calamoideae;Ceratolobus;Calameae
837;Calyptrocalyx_leptostachys;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Ceratolobus_discolor;Calamoideae;Ceratolobus;Calameae
838;Calyptrocalyx_arfakianus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Ceratolobus_glaucescens;Calamoideae;Ceratolobus;Calameae
839;Calyptrocalyx_sessiliflorus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Ceratolobus_kingianus;Calamoideae;Ceratolobus;Calameae
840;Calyptrocalyx_lauterbachianus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Ceratolobus_pseudoconcolor;Calamoideae;Ceratolobus;Calameae
841;Calyptrocalyx_flabellatus;Arecoideae;Calyptrocalyx;Areceae;;;;;;;;;;Ceratolobus_subangulatus;Calamoideae;Ceratolobus;Calameae
