Column1;x;PalmSubfamily;accGenus;PalmTribe;;;;;;;;;;SpecName;PalmSubfamily;accGenus;PalmTribe
1280;Astrocaryum_chonta;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_corniculata;Arecoideae;Dypsis;Areceae
1281;Astrocaryum_ciliatum;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_coursii;Arecoideae;Dypsis;Areceae
1282;Astrocaryum_ulei;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_crinita;Arecoideae;Dypsis;Areceae
1283;Astrocaryum_carnosum;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_culminis;Arecoideae;Dypsis;Areceae
1284;Astrocaryum_perangustatum;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_curtisii;Arecoideae;Dypsis;Areceae
1285;Astrocaryum_ferrugineum;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_decaryi;Arecoideae;Dypsis;Areceae
1286;Astrocaryum_huicungo;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_decipiens;Arecoideae;Dypsis;Areceae
1287;Astrocaryum_murumuru;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_delicatula;Arecoideae;Dypsis;Areceae
1288;Astrocaryum_gratum;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_digitata;Arecoideae;Dypsis;Areceae
1289;Astrocaryum_faranae;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_dracaenoides;Arecoideae;Dypsis;Areceae
1290;Astrocaryum_javarense;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_dransfieldii;Arecoideae;Dypsis;Areceae
1291;Astrocaryum_urostachys;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_elegans;Arecoideae;Dypsis;Areceae
1292;Astrocaryum_macrocalyx;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_eriostachys;Arecoideae;Dypsis;Areceae
1293;Astrocaryum_giganteum;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_faneva;Arecoideae;Dypsis;Areceae
1294;Astrocaryum_acaule;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_fanjana;Arecoideae;Dypsis;Areceae
1295;Astrocaryum_jauari;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_fasciculata;Arecoideae;Dypsis;Areceae
1296;Astrocaryum_huaimi;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_fibrosa;Arecoideae;Dypsis;Areceae
1297;Astrocaryum_triandrum;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_forficifolia;Arecoideae;Dypsis;Areceae
1298;Astrocaryum_chambira;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_furcata;Arecoideae;Dypsis;Areceae
1299;Astrocaryum_campestre;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_gautieri;Arecoideae;Dypsis;Areceae
1300;Astrocaryum_aculeatum;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_glabrescens;Arecoideae;Dypsis;Areceae
1301;Astrocaryum_vulgare;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_gronophyllum;Arecoideae;Dypsis;Areceae
1302;Astrocaryum_paramaca;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_henrici;Arecoideae;Dypsis;Areceae
1303;Astrocaryum_minus;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_heteromorpha;Arecoideae;Dypsis;Areceae
1304;Astrocaryum_rodriguesii;Arecoideae;Astrocaryum;Cocoseae;;;;;;;;;;Dypsis_heterophylla;Arecoideae;Dypsis;Areceae
1305;Attalea_seabrensis;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_hiarakae;Arecoideae;Dypsis;Areceae
1306;Attalea_funifera;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_hildebrandtii;Arecoideae;Dypsis;Areceae
1307;Attalea_dubia;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_hovomantsina;Arecoideae;Dypsis;Areceae
1308;Attalea_apoda;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_humbertii;Arecoideae;Dypsis;Areceae
1309;Attalea_geraensis;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_humblotiana;Arecoideae;Dypsis;Areceae
1310;Attalea_exigua;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_humilis;Arecoideae;Dypsis;Areceae
1311;Attalea_compta;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_ifanadianae;Arecoideae;Dypsis;Areceae
1312;Attalea_oleifera;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_integra;Arecoideae;Dypsis;Areceae
1313;Attalea_burretiana;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_intermedia;Arecoideae;Dypsis;Areceae
1314;Attalea_amygdalina;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_interrupta;Arecoideae;Dypsis;Areceae
1315;Attalea_salvadorensis;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_jeremiei;Arecoideae;Dypsis;Areceae
1316;Attalea_tessmannii;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_jumelleana;Arecoideae;Dypsis;Areceae
1317;Attalea_pindobassu;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_laevis;Arecoideae;Dypsis;Areceae
1318;Attalea_brasiliensis;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_lanceolata;Arecoideae;Dypsis;Areceae
1319;Attalea_septuagenata;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_lantzeana;Arecoideae;Dypsis;Areceae
1320;Attalea_humilis;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_lanuginosa;Arecoideae;Dypsis;Areceae
1321;Attalea_barreirensis;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_lastelliana;Arecoideae;Dypsis;Areceae
1322;Attalea_nucifera;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_leptocheilos;Arecoideae;Dypsis;Areceae
1323;Attalea_allenii;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_ligulata;Arecoideae;Dypsis;Areceae
1324;Attalea_iguadummat;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_linearis;Arecoideae;Dypsis;Areceae
1325;Attalea_racemosa;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_lokohoensis;Arecoideae;Dypsis;Areceae
1326;Attalea_vitrivir;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_louvelii;Arecoideae;Dypsis;Areceae
1327;Attalea_phalerata;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_lucens;Arecoideae;Dypsis;Areceae
1328;Attalea_plowmanii;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_lutea;Arecoideae;Dypsis;Areceae
1329;Attalea_bassleriana;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_lutescens;Arecoideae;Dypsis;Areceae
1330;Attalea_insignis;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_madagascariensis;Arecoideae;Dypsis;Areceae
1331;Attalea_princeps;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_mahia;Arecoideae;Dypsis;Areceae
1332;Attalea_butyracea;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_makirae;Arecoideae;Dypsis;Areceae
1333;Attalea_colenda;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_malcomberi;Arecoideae;Dypsis;Areceae
1334;Attalea_cohune;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_mananjarensis;Arecoideae;Dypsis;Areceae
1335;Attalea_eichleri;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_mangorensis;Arecoideae;Dypsis;Areceae
1336;Attalea_spectabilis;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_marojejyi;Arecoideae;Dypsis;Areceae
1337;Attalea_speciosa;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_mcdonaldiana;Arecoideae;Dypsis;Areceae
1338;Attalea_brejinhoensis;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_metallica;Arecoideae;Dypsis;Areceae
1339;Attalea_cuatrecasana;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_minuta;Arecoideae;Dypsis;Areceae
1340;Attalea_luetzelburgii;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_mirabilis;Arecoideae;Dypsis;Areceae
1341;Attalea_crassispatha;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_mocquerysiana;Arecoideae;Dypsis;Areceae
1342;Attalea_microcarpa;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_monostachya;Arecoideae;Dypsis;Areceae
1343;Attalea_dahlgreniana;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_montana;Arecoideae;Dypsis;Areceae
1344;Attalea_attaleoides;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_moorei;Arecoideae;Dypsis;Areceae
1345;Attalea_maripa;Arecoideae;Attalea;Cocoseae;;;;;;;;;;Dypsis_nauseosa;Arecoideae;Dypsis;Areceae
1346;Jubaeopsis_caffra;Arecoideae;Jubaeopsis;Cocoseae;;;;;;;;;;Dypsis_nodifera;Arecoideae;Dypsis;Areceae
1347;Voanioala_gerardii;Arecoideae;Voanioala;Cocoseae;;;;;;;;;;Dypsis_nossibensis;Arecoideae;Dypsis;Areceae
1348;Syagrus_graminifolia;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_occidentalis;Arecoideae;Dypsis;Areceae
1349;Syagrus_gouveiana;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_onilahensis;Arecoideae;Dypsis;Areceae
1350;Syagrus_lilliputiana;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_oreophila;Arecoideae;Dypsis;Areceae
1351;Syagrus_coronata;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_oropedionis;Arecoideae;Dypsis;Areceae
1352;Syagrus_pleioclada;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_ovobontsira;Arecoideae;Dypsis;Areceae
1353;Syagrus_macrocarpa;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_pachyramea;Arecoideae;Dypsis;Areceae
1354;Syagrus_petraea;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_paludosa;Arecoideae;Dypsis;Areceae
1355;Syagrus_minor;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_pembana;Arecoideae;Dypsis;Areceae
1356;Syagrus_flexuosa;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_perrieri;Arecoideae;Dypsis;Areceae
1357;Syagrus_evansiana;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_pervillei;Arecoideae;Dypsis;Areceae
1358;Syagrus_rupicola;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_pilulifera;Arecoideae;Dypsis;Areceae
1359;Syagrus_campylospatha;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_pinnatifrons;Arecoideae;Dypsis;Areceae
1360;Syagrus_loefgrenii;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_plumosa;Arecoideae;Dypsis;Areceae
1361;Syagrus_longipedunculata;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_plurisecta;Arecoideae;Dypsis;Areceae
1362;Syagrus_cardenasii;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_poivreana;Arecoideae;Dypsis;Areceae
1363;Syagrus_yungasensis;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_prestoniana;Arecoideae;Dypsis;Areceae
1364;Syagrus_kellyana;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_procera;Arecoideae;Dypsis;Areceae
1365;Syagrus_mendanhensis;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_procumbens;Arecoideae;Dypsis;Areceae
1366;Syagrus_romanzoffiana;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_psammophila;Arecoideae;Dypsis;Areceae
1367;Syagrus_schizophylla;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_pulchella;Arecoideae;Dypsis;Areceae
1368;Syagrus_duartei;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_pumila;Arecoideae;Dypsis;Areceae
1369;Syagrus_itacambirana;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_pusilla;Arecoideae;Dypsis;Areceae
1370;Syagrus_glaucescens;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_rakotonasoloi;Arecoideae;Dypsis;Areceae
1371;Syagrus_glazioviana;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_ramentacea;Arecoideae;Dypsis;Areceae
1372;Syagrus_comosa;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_reflexa;Arecoideae;Dypsis;Areceae
1373;Syagrus_oleracea;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_remotiflora;Arecoideae;Dypsis;Areceae
1374;Syagrus_angustifolia;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_rivularis;Arecoideae;Dypsis;Areceae
1375;Syagrus_cerqueirana;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_robusta;Arecoideae;Dypsis;Areceae
1376;Syagrus_picrophylla;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_sahanofensis;Arecoideae;Dypsis;Areceae
1377;Syagrus_campestris;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_saintelucei;Arecoideae;Dypsis;Areceae
1378;Syagrus_cearensis;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_sancta;Arecoideae;Dypsis;Areceae
1379;Syagrus_sancona;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_sanctaemariae;Arecoideae;Dypsis;Areceae
1380;Syagrus_stratincola;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_scandens;Arecoideae;Dypsis;Areceae
1381;Syagrus_vermicularis;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_schatzii;Arecoideae;Dypsis;Areceae
1382;Syagrus_pseudococos;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_scottiana;Arecoideae;Dypsis;Areceae
1383;Syagrus_caerulescens;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_serpentina;Arecoideae;Dypsis;Areceae
1384;Syagrus_smithii;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_simianensis;Arecoideae;Dypsis;Areceae
1385;Syagrus_allagopteroides;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_singularis;Arecoideae;Dypsis;Areceae
1386;Syagrus_inajai;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_soanieranae;Arecoideae;Dypsis;Areceae
1387;Syagrus_cocoides;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_spicata;Arecoideae;Dypsis;Areceae
1388;Syagrus_botryophora;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_tanalensis;Arecoideae;Dypsis;Areceae
1389;Syagrus_lorenzoniorum;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_tenuissima;Arecoideae;Dypsis;Areceae
1390;Syagrus_stenopetala;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_thermarum;Arecoideae;Dypsis;Areceae
1391;Syagrus_orinocensis;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_thiryana;Arecoideae;Dypsis;Areceae
1392;Syagrus_amara;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_thouarsiana;Arecoideae;Dypsis;Areceae
1393;Syagrus_werdermannii;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_tokoravina;Arecoideae;Dypsis;Areceae
1394;Syagrus_microphylla;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_trapezoidea;Arecoideae;Dypsis;Areceae
1395;Syagrus_ruschiana;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_tsaratananensis;Arecoideae;Dypsis;Areceae
1396;Syagrus_pleiocladoides;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_tsaravoasira;Arecoideae;Dypsis;Areceae
1397;Syagrus_vagans;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_turkii;Arecoideae;Dypsis;Areceae
1398;Syagrus_harleyi;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_utilis;Arecoideae;Dypsis;Areceae
1399;Syagrus_deflexa;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_viridis;Arecoideae;Dypsis;Areceae
1400;Syagrus_procumbens;Arecoideae;Syagrus;Cocoseae;;;;;;;;;;Dypsis_vonitrandambo;Arecoideae;Dypsis;Areceae
1401;Allagoptera_caudescens;Arecoideae;Allagoptera;Cocoseae;;;;;;;;;;Elaeis_guineensis;Arecoideae;Elaeis;Cocoseae
1402;Allagoptera_leucocalyx;Arecoideae;Allagoptera;Cocoseae;;;;;;;;;;Elaeis_oleifera;Arecoideae;Elaeis;Cocoseae
1403;Allagoptera_arenaria;Arecoideae;Allagoptera;Cocoseae;;;;;;;;;;Eleiodoxa_conferta;Calamoideae;Eleiodoxa;Calameae
1404;Allagoptera_campestris;Arecoideae;Allagoptera;Cocoseae;;;;;;;;;;Eremospatha_barendii;Calamoideae;Eremospatha;Lepidocaryeae
1405;Allagoptera_brevicalyx;Arecoideae;Allagoptera;Cocoseae;;;;;;;;;;Eremospatha_cabrae;Calamoideae;Eremospatha;Lepidocaryeae
1406;Parajubaea_sunkha;Arecoideae;Parajubaea;Cocoseae;;;;;;;;;;Eremospatha_cuspidata;Calamoideae;Eremospatha;Lepidocaryeae
1407;Parajubaea_cocoides;Arecoideae;Parajubaea;Cocoseae;;;;;;;;;;Eremospatha_dransfieldii;Calamoideae;Eremospatha;Lepidocaryeae
1408;Parajubaea_torallyi;Arecoideae;Parajubaea;Cocoseae;;;;;;;;;;Eremospatha_haullevilleana;Calamoideae;Eremospatha;Lepidocaryeae
1409;Butia_yatay;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eremospatha_hookeri;Calamoideae;Eremospatha;Lepidocaryeae
1410;Butia_exospadix;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eremospatha_laurentii;Calamoideae;Eremospatha;Lepidocaryeae
1411;Butia_leptospatha;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eremospatha_macrocarpa;Calamoideae;Eremospatha;Lepidocaryeae
1412;Butia_campicola;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eremospatha_quinquecostulata;Calamoideae;Eremospatha;Lepidocaryeae
1413;Butia_paraguayensis;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eremospatha_tessmanniana;Calamoideae;Eremospatha;Lepidocaryeae
1414;Butia_marmorii;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eremospatha_wendlandiana;Calamoideae;Eremospatha;Lepidocaryeae
1415;Butia_capitata;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eugeissona_ambigua;Calamoideae;Eugeissona;Eugeissoneae
1416;Butia_eriospatha;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eugeissona_brachystachys;Calamoideae;Eugeissona;Eugeissoneae
1417;Butia_archeri;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eugeissona_insignis;Calamoideae;Eugeissona;Eugeissoneae
1418;Butia_catarinensis;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eugeissona_minor;Calamoideae;Eugeissona;Eugeissoneae
1419;Butia_microspadix;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eugeissona_tristis;Calamoideae;Eugeissona;Eugeissoneae
1420;Butia_odorata;Arecoideae;Butia;Cocoseae;;;;;;;;;;Eugeissona_utilis;Calamoideae;Eugeissona;Eugeissoneae
1421;Butia_exilata;Arecoideae;Butia;Cocoseae;;;;;;;;;;Euterpe_broadwayi;Arecoideae;Euterpe;Euterpeae
1422;Butia_lallemantii;Arecoideae;Butia;Cocoseae;;;;;;;;;;Euterpe_catinga;Arecoideae;Euterpe;Euterpeae
1423;Butia_purpurascens;Arecoideae;Butia;Cocoseae;;;;;;;;;;Euterpe_edulis;Arecoideae;Euterpe;Euterpeae
1424;Jubaea_chilensis;Arecoideae;Jubaea;Cocoseae;;;;;;;;;;Euterpe_longibracteata;Arecoideae;Euterpe;Euterpeae
1425;Lytocaryum_hoehnei;Arecoideae;Lytocaryum;Cocoseae;;;;;;;;;;Euterpe_luminosa;Arecoideae;Euterpe;Euterpeae
1426;Lytocaryum_weddellianum;Arecoideae;Lytocaryum;Cocoseae;;;;;;;;;;Euterpe_oleracea;Arecoideae;Euterpe;Euterpeae
1427;Lytocaryum_insigne;Arecoideae;Lytocaryum;Cocoseae;;;;;;;;;;Euterpe_precatoria;Arecoideae;Euterpe;Euterpeae
1428;Lytocaryum_itapebiense;Arecoideae;Lytocaryum;Cocoseae;;;;;;;;;;Gaussia_attenuata;Arecoideae;Gaussia;Chamaedoreeae
1429;Beccariophoenix_madagascariensis;Arecoideae;Beccariophoenix;Cocoseae;;;;;;;;;;Gaussia_gomez-pompae;Arecoideae;Gaussia;Chamaedoreeae
1430;Beccariophoenix_alfredii;Arecoideae;Beccariophoenix;Cocoseae;;;;;;;;;;Gaussia_maya;Arecoideae;Gaussia;Chamaedoreeae
1431;Reinhardtia_simplex;Arecoideae;Reinhardtia;Reinhardtieae;;;;;;;;;;Gaussia_princeps;Arecoideae;Gaussia;Chamaedoreeae
1432;Reinhardtia_koschnyana;Arecoideae;Reinhardtia;Reinhardtieae;;;;;;;;;;Gaussia_spirituana;Arecoideae;Gaussia;Chamaedoreeae
1433;Reinhardtia_latisecta;Arecoideae;Reinhardtia;Reinhardtieae;;;;;;;;;;Geonoma_aspidiifolia;Arecoideae;Geonoma;Geonomateae
1434;Reinhardtia_elegans;Arecoideae;Reinhardtia;Reinhardtieae;;;;;;;;;;Geonoma_baculifera;Arecoideae;Geonoma;Geonomateae
1435;Reinhardtia_gracilis;Arecoideae;Reinhardtia;Reinhardtieae;;;;;;;;;;Geonoma_bernalii;Arecoideae;Geonoma;Geonomateae
1436;Reinhardtia_paiewonskiana;Arecoideae;Reinhardtia;Reinhardtieae;;;;;;;;;;Geonoma_braunii;Arecoideae;Geonoma;Geonomateae
1437;Roystonea_maisiana;Arecoideae;Roystonea;Roystoneeae;;;;;;;;;;Geonoma_brenesii;Arecoideae;Geonoma;Geonomateae
1438;Roystonea_oleracea;Arecoideae;Roystonea;Roystoneeae;;;;;;;;;;Geonoma_brongniartii;Arecoideae;Geonoma;Geonomateae
1439;Roystonea_altissima;Arecoideae;Roystonea;Roystoneeae;;;;;;;;;;Geonoma_calyptrogynoidea;Arecoideae;Geonoma;Geonomateae
1440;Roystonea_violacea;Arecoideae;Roystonea;Roystoneeae;;;;;;;;;;Geonoma_camana;Arecoideae;Geonoma;Geonomateae
1441;Roystonea_princeps;Arecoideae;Roystonea;Roystoneeae;;;;;;;;;;Geonoma_chlamydostachys;Arecoideae;Geonoma;Geonomateae
1442;Roystonea_dunlapiana;Arecoideae;Roystonea;Roystoneeae;;;;;;;;;;Geonoma_chococola;Arecoideae;Geonoma;Geonomateae
1443;Roystonea_borinquena;Arecoideae;Roystonea;Roystoneeae;;;;;;;;;;Geonoma_concinna;Arecoideae;Geonoma;Geonomateae
1444;Roystonea_regia;Arecoideae;Roystonea;Roystoneeae;;;;;;;;;;Geonoma_concinnoidea;Arecoideae;Geonoma;Geonomateae
1445;Roystonea_lenis;Arecoideae;Roystonea;Roystoneeae;;;;;;;;;;Geonoma_congesta;Arecoideae;Geonoma;Geonomateae
1446;Roystonea_stellata;Arecoideae;Roystonea;Roystoneeae;;;;;;;;;;Geonoma_cuneata;Arecoideae;Geonoma;Geonomateae
1447;Wendlandiella_gracilis;Arecoideae;Wendlandiella;Chamaedoreeae;;;;;;;;;;Geonoma_deneversii;Arecoideae;Geonoma;Geonomateae
1448;Chamaedorea_metallica;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_deversa;Arecoideae;Geonoma;Geonomateae
1449;Chamaedorea_ernesti-augusti;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_dindoensis;Arecoideae;Geonoma;Geonomateae
1450;Chamaedorea_stolonifera;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_divisa;Arecoideae;Geonoma;Geonomateae
1451;Chamaedorea_sartorii;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_elegans;Arecoideae;Geonoma;Geonomateae
1452;Chamaedorea_liebmannii;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_epetiolata;Arecoideae;Geonoma;Geonomateae
1453;Chamaedorea_ponderosa;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_euspatha;Arecoideae;Geonoma;Geonomateae
1454;Chamaedorea_elegans;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_ferruginea;Arecoideae;Geonoma;Geonomateae
1455;Chamaedorea_brachyclada;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_fosteri;Arecoideae;Geonoma;Geonomateae
1456;Chamaedorea_rigida;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_frontinensis;Arecoideae;Geonoma;Geonomateae
1457;Chamaedorea_recurvata;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_galeanoae;Arecoideae;Geonoma;Geonomateae
1458;Chamaedorea_graminifolia;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_gentryi;Arecoideae;Geonoma;Geonomateae
1459;Chamaedorea_moliniana;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_hollinensis;Arecoideae;Geonoma;Geonomateae
1460;Chamaedorea_woodsoniana;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_hugonis;Arecoideae;Geonoma;Geonomateae
1461;Chamaedorea_stricta;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_interrupta;Arecoideae;Geonoma;Geonomateae
1462;Chamaedorea_macrospadix;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_lanata;Arecoideae;Geonoma;Geonomateae
1463;Chamaedorea_klotzschiana;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_laxiflora;Arecoideae;Geonoma;Geonomateae
1464;Chamaedorea_schiedeana;Arecoideae;Chamaedorea;Chamaedoreeae;;;;;;;;;;Geonoma_lehmannii;Arecoideae;Geonoma;Geonomateae
