"","SpecName","df","family","genus","continent","region","Area_code_L3","area","Americas","Asia","Africa","Madagascar","Pacific","accRealm","accAfrica","taxon_status","simulated","PalmTribe","PalmSubfamily","AverageFruitLength_cm","moist0_dry1","log_BBM_MCC","log_BBM_mean","md","AverageFruitLength_cm_filled","plant_name_id","species","taxon_name","accepted_plant_name_id","Fruit_width_mm_combi","Seed_length_mm_combi","Family","logFL","logSL","logFW"
"1","Acanthophoenix_crinita","Palms","Arecaceae","Acanthophoenix","AFRICA","Western Indian Ocean","REU","Réunion",0,0,1,0,0,"Africa",1,"Accepted",1,"Areceae","Arecoideae",0.65,0,2.49073806909858,0.764621158007559,"m",0.65,"1610-wcs","crinita","Acanthophoenix crinita","1610-wcs",NA,NA,NA,-0.430782916092454,NA,NA
"2","Acanthophoenix_rousselii","Palms","Arecaceae","Acanthophoenix","AFRICA","Western Indian Ocean","REU","Réunion",0,0,1,0,0,"Africa",1,"Accepted",1,"Areceae","Arecoideae",2,0,2.7438004576893,0.745084072370034,"m",2,"345632-wcs","rousselii","Acanthophoenix rousselii","345632-wcs",NA,NA,NA,0.693147180559945,NA,NA
"3","Acanthophoenix_rubra","Palms","Arecaceae","Acanthophoenix","AFRICA","Western Indian Ocean","MAU","Mauritius",0,0,1,0,0,"Africa",1,"Accepted",1,"Areceae","Arecoideae",1,0,3.75605001205218,0.861376248783875,"m",1,"1612-wcs","rubra","Acanthophoenix rubra","1612-wcs",NA,NA,NA,0,NA,NA
"4","Acanthophoenix_rubra","Palms","Arecaceae","Acanthophoenix","AFRICA","Western Indian Ocean","REU","Réunion",0,0,1,0,0,"Africa",1,"Accepted",1,"Areceae","Arecoideae",1,0,3.75605001205218,0.861376248783875,"m",1,"1612-wcs","rubra","Acanthophoenix rubra","1612-wcs",NA,NA,NA,0,NA,NA
"5","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","NORTHERN AMERICA","Mexico","MXG","Mexico Gulf",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"6","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","NORTHERN AMERICA","Mexico","MXS","Mexico Southwest",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"7","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","NORTHERN AMERICA","Mexico","MXT","Mexico Southeast",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"8","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Brazil","BZC","Brazil West-Central",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"9","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Brazil","BZE","Brazil Northeast",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"10","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Brazil","BZL","Brazil Southeast",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"11","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Brazil","BZN","Brazil North",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"12","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Caribbean","CUB","Cuba",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"13","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Caribbean","DOM","Dominican Republic",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"14","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Caribbean","HAI","Haiti",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"15","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Caribbean","JAM","Jamaica",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"16","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Caribbean","LEE","Leeward Is.",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"17","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Caribbean","TRT","Trinidad-Tobago",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"18","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Caribbean","VNA","Venezuelan Antilles",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"19","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Caribbean","WIN","Windward Is.",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"20","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Central America","BLZ","Belize",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"21","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Central America","COS","Costa Rica",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"22","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Central America","ELS","El Salvador",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"23","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Central America","GUA","Guatemala",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"24","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Central America","HON","Honduras",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"25","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Central America","NIC","Nicaragua",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"26","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Central America","PAN","Panamá",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"27","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Northern South America","FRG","French Guiana",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"28","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Northern South America","GUY","Guyana",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"29","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Northern South America","SUR","Suriname",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"30","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Northern South America","VEN","Venezuela",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
"31","Acrocomia_aculeata","Palms","Arecaceae","Acrocomia","SOUTHERN AMERICA","Western South America","CLM","Colombia",1,0,0,0,0,"Americas",0,"Accepted",1,"Cocoseae","Arecoideae",4.25,0,0.618076393527248,1.07628419079665,"am",4.25,"2570-wcs","aculeata","Acrocomia aculeata","2570-wcs",NA,NA,NA,1.44691898293633,NA,NA
