"","SpecName","Area_code_L3","accGenus","PalmTribe","PalmSubfamily","AverageFruitLength_cm","accAfrica","Americas","Asia","Africa","Madagascar","Pacific","accRealm","area","region","continent","log_BBM_MCC","log_BBM_mean"
"1026","Calamus_dianbaiensis","VIE","Calamus","Calameae","Calamoideae",2,"0","0","1","0","0","0","Asia","Vietnam","Indo-China","ASIA-TROPICAL",3.24992523487074,0.658097524412481
"1027","Calamus_didymocarpus","SUL","Calamus","Calameae","Calamoideae",1.02,"0","0","1","0","0","0","Asia","Sulawesi","Malesia","ASIA-TROPICAL",-1.0521353711715,0.814394209512683
"1028","Calamus_diepenhorstii","PHI","Calamus","Calameae","Calamoideae",2,"0","0","1","0","0","0","Asia","Philippines","Malesia","ASIA-TROPICAL",-0.343560683117488,0.856259393021666
"1029","Calamus_diepenhorstii","MLY","Calamus","Calameae","Calamoideae",2,"0","0","1","0","0","0","Asia","Malaya","Malesia","ASIA-TROPICAL",-0.343560683117488,0.856259393021666
"1030","Calamus_diepenhorstii","BOR","Calamus","Calameae","Calamoideae",2,"0","0","1","0","0","0","Asia","Borneo","Malesia","ASIA-TROPICAL",-0.343560683117488,0.856259393021666
"1031","Calamus_diepenhorstii","THA","Calamus","Calameae","Calamoideae",2,"0","0","1","0","0","0","Asia","Thailand","Indo-China","ASIA-TROPICAL",-0.343560683117488,0.856259393021666
"1032","Calamus_diepenhorstii","SUM","Calamus","Calameae","Calamoideae",2,"0","0","1","0","0","0","Asia","Sumatera","Malesia","ASIA-TROPICAL",-0.343560683117488,0.856259393021666
"1033","Calamus_digitatus","SRL","Calamus","Calameae","Calamoideae",1,"0","0","1","0","0","0","Asia","Sri Lanka","Indian Subcontinent","ASIA-TROPICAL",0.668688871245392,0.921848180519072
"1034","Calamus_dilaceratus","NCB","Calamus","Calameae","Calamoideae",1,"0","0","1","0","0","0","Asia","Nicobar Is.","Indo-China","ASIA-TROPICAL",1.73155090332642,1.00976506588794
"1035","Calamus_dimorphacanthus","PHI","Calamus","Calameae","Calamoideae",0.6,"0","0","1","0","0","0","Asia","Philippines","Malesia","ASIA-TROPICAL",1.32665108158126,0.786018918467706
