"SpecName","Area_code_L3","accGenus","PalmTribe","PalmSubfamily","AverageFruitLength_cm","Americas","Asia","Africa","Madagascar","Pacific","accRealm","area","region","continent","log_BBM_MCC","log_BBM_mean","regimes_to_check"
"Acanthophoenix_crinita","REU","Acanthophoenix","Areceae","Arecoideae",0.65,0,0,1,0,0,"Africa","Réunion","Western Indian Ocean","AFRICA",2.49073806909858,0.764621158007559,NA
"Acanthophoenix_rousselii","REU","Acanthophoenix","Areceae","Arecoideae",2,0,0,1,0,0,"Africa","Réunion","Western Indian Ocean","AFRICA",2.7438004576893,0.745084072370034,NA
"Acanthophoenix_rubra","MAU","Acanthophoenix","Areceae","Arecoideae",1,0,0,1,0,0,"Africa","Mauritius","Western Indian Ocean","AFRICA",3.75605001205218,0.861376248783875,NA
"Acanthophoenix_rubra","REU","Acanthophoenix","Areceae","Arecoideae",1,0,0,1,0,0,"Africa","Réunion","Western Indian Ocean","AFRICA",3.75605001205218,0.861376248783875,NA
"Acoelorrhaphe_wrightii","SWC","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Southwest Caribbean","Caribbean","SOUTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","MXT","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Mexico Southeast","Mexico","NORTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","BAH","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Bahamas","Caribbean","SOUTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","COS","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Costa Rica","Central America","SOUTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","CLM","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Colombia","Western South America","SOUTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","CUB","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Cuba","Caribbean","SOUTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","FLA","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Florida","Southeastern U.S.A.","NORTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","GUA","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Guatemala","Central America","SOUTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","NIC","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Nicaragua","Central America","SOUTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","HON","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Honduras","Central America","SOUTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","MXG","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Mexico Gulf","Mexico","NORTHERN AMERICA",3.60421257889774,0.868818948074361,NA
"Acoelorrhaphe_wrightii","BLZ","Acoelorrhaphe","Trachycarpeae","Coryphoideae",0.7,1,0,0,0,0,"Americas","Belize","Central America","SOUTHERN AMERICA",3.60421257889774,0.868818948074361,NA
