"LEVEL_3_CO","ID","LEVEL_NAME","REGION_NAM","CONTINENT","THREEREALM","REALM_LONG","NEOPALEO","AREA_M2","AREA_KM2","PERIMETER","LAT","LONG","X_COORD","Y_COORD","ISISLAND","PALMSR","PalmPresAbs","srtm_alt_mean","srtm_alt_median","srtm_alt_min","srtm_alt_max","alt_min0","alt_range","soilcount","GPP_mean","GPP_median","GPP_min","GPP_max","GPP_range","GPP_SD","NPP_mean","NPP_median","NPP_min","NPP_max","NPP_range","NPP_SD","GeologicalOrigin","Geology_3categ","DistToCont_m","DistToCont_km","NearestMainland","ccAnoTmean","ccAnoTmedian","miAnoTmean","miAnoTmedian","ccAnoPmean","ccAnoPmedian","miAnoPmean","miAnoPmedian","PLIO_PREC_30s","PLIO_TEMP_30s","PLIO_P_ANOM","PLIO_T_ANOM","Plio_Wmm_mean","Plio_Cmm_mean","Mio_Prec_Mean","Mio_Temp_Mean","VelocityMean","VelocityMedian","VelocityMeanLog","CH_Extent","CH_Mean","CH_Range","CH_CV","CH_Min","CH_Max","CH_Median","CH_SD","CH_Majority","CH_Sum","CH_Variety","CH_PercCover","CH_PercQuart4","bio1_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean","bio1_sd","bio2_sd","bio3_sd","bio4_sd","bio5_sd","bio6_sd","bio7_sd","bio8_sd","bio9_sd","bio10_sd","bio11_sd","bio12_sd","bio13_sd","bio14_sd","bio15_sd","bio16_sd","bio17_sd","bio18_sd","bio19_sd","ccB1_mean","cnB1_mean","fgB1_mean","ipB1_mean","mrB1_mean","miB1_mean","lgm_ens_Tmean","ccB12_mean","cnB12_mean","fgB12_mean","ipB12_mean","mrB12_mean","miB12_mean","lgm_ens_Pmean"
"MAS",180,"Massachusetts","Northeastern U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",21052771774,21052.77177,1249395.433,42.25862899,-71.80907678,-6928395.584,4925133.192,0,0,0,171.1718,103,-11,981,0,981,2,10974.6,12592,0,27404,27404,5358.7,6351.06,5832,1016,17428,16412,1715.43,"mainland","mainland",NA,NA,"",246.1896,243,279.4801,283,537.2293,535,179.2,180,3364.61,118.22,-2198.88,-33.7626,23.095,-1.63,3.598,13.511,1.435165882,1.435165882,0.156902101,1,17.3878,58,0.262078009,5,63,17,4.55696,17,1385830,41,0.813424915,0.075697577,95.9589037757241,68.9658093875613,213.190804036087,8435.62666884334,255.214715279195,-63.4952467530277,318.709961972096,89.8457295705723,67.227788206582,211.433646182842,-19.5181714794054,1174.05892900559,111.137734014102,80.8465232190615,8.72858314762839,324.844669341114,249.324580598104,292.94796985169,263.654115001216,8.08443548898277,15.3207312142912,28.6813647637753,657.963093823159,17.1656439896963,21.8356626254803,35.9900281663613,71.2468510407651,113.977883723127,8.14724611198806,15.2347657393673,121.054740529798,11.9088107026405,9.47180760263715,2.07523818471099,34.657463459285,28.8402130010751,39.0646773837636,32.8511368806023,2596.18441731141,2695.66933631528,2582.16051136364,2672.25139023211,2661.63820720503,2561.09867625725,2628.16708978079,13043.365872824,11098.9008099613,17714.3574709865,7350.87886847195,13413.0089458414,17292.246131528,13318.7930166022
"MAU",181,"Mauritius","Western Indian Ocean","AFRICA","OWWest","Afrotropics","Old World",2055703412,2055.703412,198036.8754,-20.19561777,57.55522668,5553251.863,-2523960.561,1,7,1,215.6543,160,-1,714,0,714,3,23459.7,24001,0,39880,39880,11326.8,14932.6,14154,1608,21309,19701,3821.83,"volcanic","volcanic",1534447.555,1534.447555,"MOZ",13.3808,14,15.2329,15,-638.1956,-661,-525.5507,-547,2186.58,271.137,-348.222,-47.8166,28.81,23.92,0,0,47.42650366,45.76140022,1.615417526,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.403915335627,9.38487746923296,155.386513693402,1818.73624242252,264.774365791542,204.364100558332,60.4102649609578,258.227951543658,218.814929876684,258.227951543658,209.940956242352,1798.58838174274,276.423651452282,61.2809128630705,50.8196589078151,815.9377593361,187.84356846473,815.9377593361,287.514937759336,10.550488676863,0.010506628944786,2.32995628491001,33.6788256618089,10.7957917048186,9.93898706399877,0.888200442288354,10.8047683902762,10.4127027370254,10.8047683902762,9.95050777505399,339.190317129353,44.331720385183,12.9722145131103,4.14790296857741,131.272584958873,39.0416525381446,131.272584958873,63.6756562270895,2936.01602814699,2931.09069585614,2917.92650508209,2911.51837372948,2930.81196247068,2917.80961688819,2924.19553036226,19474.8866301798,20869.5465207193,27190.262314308,17942.0992963253,20032.7560594214,17875.4026583268,20564.1589132134
"MCI",182,"Mozambique Channel Is.","Western Indian Ocean","AFRICA","OWWest","Afrotropics","Old World",14984971.95,14.98497195,21127.78605,-14.52151781,44.84486968,4329523.213,-1827231.446,1,0,0,3.5833,0,-1,14,0,14,1,2034.88,0,0,13923,13923,4340.19,6779,6449,5627,8261,2634,1100.35,"atoll","atoll",279711.2191,279.7112191,"MOZ",15.75,14,24,24,-131.5833,-258,-378,-378,3185.76,293.647,-2199,-28.6667,0,0,0,0,0.538912733,0.567662597,-0.295954481,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.020776922053,9.85335497422652,218.183382901278,1253.53166060014,286.886108398438,241.411837491122,45.4742674394087,277.203463467685,253.939394864169,279.606928045099,246.360171231357,1018.81818181818,251.909090909091,8,99.5659921819513,705.181818181818,27.9090909090909,481.363636363636,83.8181818181818,0.793132190587267,0.105973313896219,19.1582176308996,146.053793544531,1.18507633066641,2.44314709058037,3.5696117510073,0.906706530622957,5.45370804753698,0.708241316555763,2.66016511396071,80.1088102995127,29.8433928897764,5.47722557505166,28.7915029926979,129.587329755103,18.1781814544727,86.9997625151124,61.0109054064304,2965.4375,2966.3125,2954.8125,2935.5625,2961.875,2951.1875,2955.86458333333,13451.25,12470.625,22169.375,12005.625,15003.75,12551.25,14608.6458333333
"MCS",183,"Marcus I.","Northwestern Pacific","PACIFIC","OWEast","Oceania","Old World",6701059.21,6.70105921,9507.464158,24.30723325,153.9526794,14854321.36,3011046.038,1,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"atoll","atoll",2648667.726,2648.667726,"KOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.460167011,8.764508247,0.923103497,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2950,2956,2928,2915,2932.22222222222,2936,2936.2037037037,10812.2222222222,11397.7777777778,10496.6666666667,12843.3333333333,11311.1111111111,12306.6666666667,11527.962962963
"MDG",184,"Madagascar","Western Indian Ocean","AFRICA","OWWest","Afrotropics","Old World",5.92995e+11,592995.3351,5171104.352,-19.37352133,46.70599248,4508285.791,-2414750.741,1,175,1,540.9985,426,-8,2744,0,2744,16,14619.9,11780,0,41078,41078,7809.26,7974.92,6641,0,21796,21796,4038.56,"continental","continental",380785.6161,380.7856161,"MOZ",31.693,32,26.9865,26,-1207.3342,-382,-296.0589,-239,2134.04,269.379,-752.261,-40.6572,29.2763,22.1815,3.50068,27.4106,NA,NA,NA,1,17.111,46,0.417776284,1,47,19,7.14857,18,7785870,41,0.208859859,0.045896199,225.047347497499,72.8662780068207,524.985539247883,2012.11100387695,286.803350870486,149.269859667738,137.533491210387,243.907177425062,199.737353330097,246.555689197354,192.717531016305,1485.68737534821,332.587737128295,23.4023002774739,94.3765860173139,922.956471798342,76.6759244354348,606.059607771451,114.89543982473,29.0410506786906,18.1723663184037,53.0931758355566,489.453954845926,28.63908902124,34.6970187412472,27.736468216174,25.0928312334403,31.5665120869404,26.5280051992539,32.8299931997809,680.112028668124,117.475594028833,31.5592453538192,28.2906520447269,312.543050647601,101.174090322469,303.543091171939,171.403075806246,2922.46413477438,2909.64702770767,2900.66711767329,2906.84592978983,2918.13496883295,2928.10009355555,2914.30987872228,15205.3633422719,16008.6193730691,15624.463994713,13341.2943029024,17052.0832766742,12278.1889386885,14918.3355380532
"MDR",185,"Madeira","Macaronesia","AFRICA","OWWest","Palearctic","Old World",825117262,825.117262,155920.7782,32.76736726,-16.94699093,-1635162.152,3961233.908,1,0,0,714.3363,695,-19,1755,0,1755,1,24169.8,25144,0,36152,36152,10855,16717,16455,3140,22045,18905,4512.91,"volcanic","volcanic",640737.1671,640.7371671,"MOR",22.6929,23,23.3572,22,-520.1434,-520,141.9425,139,456.326,212.787,217.721,-59.8462,0,0,0,0,3.783703928,3.170273542,0.487613232,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.046972544259,10.4520917831211,137.32314415328,2345.89201368979,193.464383256545,117.306589077591,76.1577941894531,137.618689426807,185.127531923067,187.585251078474,124.772031535577,2045.82110091743,316.822018348624,14.6422018348624,62.1274555661263,911.329357798165,69.7064220183486,252.809174311927,814.603669724771,25.1792286068612,0.022055526107446,3.35915261525258,55.1555288803652,24.2472174319768,26.0783380315915,1.83456367736748,29.4004431920682,24.0803471869394,24.8304802450078,26.0453916581387,565.159277796553,79.1861207348055,4.8343627337873,3.38257176552536,232.82630207149,23.0744716767546,78.5862367916908,218.212687228005,2845.03680981595,2846.84574934268,2824.03943908852,2796.72567922875,2840.77125328659,2835.97458369851,2831.5655857435,18851.2094653812,13669.7808939527,16812.3926380368,14367.0376862401,12827.3269062226,18431.0078878177,15826.4592462752
"MDV",186,"Maldives","Indian Subcontinent","ASIA-TROPICAL","OWEast","IndoMalay","Old World",140653344,140.653344,427775.4722,3.374819314,73.25178478,7067801.892,429020.0069,1,0,0,2.7308,3,0,7,0,7,1,673.619,0,0,21859,21859,3268.51,8230.29,7358,6135,12382,6247,2178.83,"atoll","atoll",404008.8241,404.0088241,"IND",13.8462,14,18.875,19,412.8077,498,55.4583,168,8864.24,310.106,-6933.9,-35.25,0,0,0,0,0.288619321,0.297421984,-0.559827497,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.481784753632,12.6058786626448,469.440853185821,421.123307612904,292.733345433285,265.863028543037,26.8703186302854,276.210195976391,278.745362398917,284.704427083333,273.073680141516,1996.26315789474,241.59649122807,65.5614035087719,33.4949321746826,694.701754385965,252.59649122807,475.140350877193,598.929824561404,1.14405064870589,0.080881376331807,11.394076822295,33.2675596767693,1.94102154617135,1.3163762278789,0.730209442501531,3.34107759727392,1.87287487981782,1.96471209579382,0.975935870108635,219.802824424791,21.5722853787087,25.0984150921015,6.67241226143873,48.0094891615575,86.7516842748925,114.704110358828,112.245010774773,2978.7037037037,2981.97530864198,2958.84567901235,2950.37037037037,2968.02469135802,2970.91358024691,2968.13888888889,21604.1358024691,21037.037037037,26231.1111111111,31655.2654320988,22283.5802469136,25447.7777777778,24709.8179012346
"MIC",187,"Michigan","Northeastern U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",2.50766e+11,250766.2599,2599650.642,44.88051006,-85.7362084,-8269169.2,5162071.488,0,0,0,235.0849,204,155,596,155,441,8,6095.21,8217,0,17609,17609,5527.69,5959.05,5888,362,10315,9953,956.555,"mainland","mainland",NA,NA,"",208.4903,207,283.9977,287,564.5043,574,472.9622,483,2221.8,112.447,-1410.06,-49.1257,22.115,-1.355,2.20112,14.5479,NA,NA,NA,1,12.6269,62,0.351912979,1,63,13,4.44357,13,3849900,63,0.250162866,0.004456879,67.8696613006563,59.6771821232604,185.829737506658,8790.92542094437,227.584590376819,-87.7762032989196,315.360793688994,161.472333231911,-44.9844394650962,189.791776556566,-53.1409389091626,811.438832243077,89.93383131968,39.4748568734752,22.6642293832305,262.108654659267,127.727077886101,241.149259824457,132.34033738008,18.3981909811478,16.8986866250668,36.3140732313045,616.949134072618,30.4836695742122,19.4334725176926,30.8735987715763,37.317012258336,21.3116609030872,21.6796693510607,17.6248567319728,58.7956875716648,7.11872959493322,6.45919156062561,4.70462707870429,19.8871478093514,18.8941096936183,22.1319566350743,25.4434004872802,2538.08699128119,2607.17009700528,2490.28557508189,2530.9143962442,2592.85339615673,2481.84032037014,2540.19179602324,8374.16575946968,8224.15268611308,15745.3545358229,11105.3699419718,10033.8073356597,14390.4151884216,11312.2109079098
"MIN",188,"Minnesota","North-Central U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",2.24992e+11,224991.5128,2680486.431,46.34787407,-94.1991062,-9088955.044,5295132.897,0,0,0,364.8428,364,175,669,175,494,8,8109.8,8173,0,14490,14490,2917.34,4916.53,4862,466,8956,8490,1003.67,"mainland","mainland",NA,NA,"",210.4305,211,275.9026,276,457.0663,457,410.9324,404,2348.42,95.9937,-1674.18,-48.5813,24.511,-5.28931,1.61244,15.7937,74.27598696,74.68824005,1.858113293,1,11.6738,62,0.406314996,1,63,11,4.74324,12,3408890,61,0.260189253,0.003062434,56.6630714152637,90.255668949629,213.241859239009,11372.5280410964,262.854967394077,-160.145797123543,423.000764517519,193.756479285866,-97.6361553019703,202.412907423139,-106.42094153103,689.781896590426,105.577573025518,16.8705809031106,53.8583996102754,302.214102553946,55.3466774412482,287.427518492404,64.9602159141625,14.5522712679452,5.29120650793763,7.67367536158495,449.873576173716,17.4864107995295,19.2658884785422,16.6875526653225,18.8451545749397,16.6891454779945,14.2610342205822,17.6663120343112,82.6639617438158,8.88364522935774,3.73636464124775,5.72334134911794,26.9362776446858,12.0700599681222,34.0975976903638,15.3424189665233,2536.14178873898,2644.75152441842,2492.73349283939,2516.19199617608,2602.43642072628,2487.724212967,2546.66323931103,7399.50223017992,9144.84156347628,20012.6163483148,11052.9968389279,9467.03199892254,12426.1541082053,11583.8571813378
"MLI",189,"Mali","West Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",1.25227e+12,1252274.733,7047646.967,17.35036933,-3.524336718,-342278.1856,2168979.32,0,4,1,319.6264,304,20,1047,20,1027,18,1516.45,0,0,16446,16446,2567.21,774.717,242,0,6322,6322,1091.08,"mainland","mainland",NA,NA,"",24.8768,25,28.455,30,-3.9856,6,-312.5316,-88,854.7,339.295,-544.787,-56.7027,37.3124,23.5328,3.46365,28.7404,74.46551533,76.08338165,1.856236511,1,2.83576,11,0.276391161,1,12,3,0.783779,3,91164,10,0.007066582,NA,288.745646049441,120.494964585302,437.750521802604,4744.27650295199,419.296143292311,140.825105611613,278.47103766659,315.136297674048,269.24895750192,349.536997078132,214.668450827536,310.327877317456,100.260040137107,0.047934019909672,133.103222793088,276.598783254413,0.398968312262003,37.8387646053749,15.6046358228237,9.35785836636788,12.3181784456916,30.5506802475795,1662.54945662818,20.8652651433131,28.518060376361,47.3216789811345,34.356677777761,42.6460260940359,17.0927834581913,28.2848795385728,336.935314752861,95.2434740884963,0.272463423871452,27.9009617269317,268.700204455596,1.09498640239915,32.4474385412135,106.493269817799,2954.81246581444,2970.10521990759,2953.36441810311,2916.64331955492,2962.54387407732,2958.94164556929,2952.73515717111,3197.05878484323,1843.03419988852,2384.32112029672,1819.00254991743,1862.58814014909,3420.6539535441,2421.10979143985
"MLW",190,"Malawi","South Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",1.18524e+11,118524.433,2661936.888,-13.21510424,34.30698504,3309841.723,-1668702.999,0,4,1,855.5102,773,32,2834,32,2802,17,10995,12463,0,32850,32850,6374.68,7752.35,7384,778,17303,16525,1948.45,"mainland","mainland",NA,NA,"",44.0187,42,33.4751,33,-230.8873,-158,129.1669,100,2272.44,251.037,-1181.93,-30.5225,29.461,20.142,2.90243,23.415,9.435055362,9.485846519,0.954529724,1,17.6757,48,0.429176214,1,49,19,7.58599,19,224252,38,0.030076454,0.007742547,215.465178529129,80.3692027273125,474.565977012474,2257.28599775341,297.492418628921,128.845689297961,168.646729320727,224.987505326218,198.14452740798,247.351141015409,177.403910497196,1109.12143810126,257.341865037568,5.40472579172811,102.499907424227,722.80168527491,18.3690260515413,164.645677972053,32.9423635980619,22.024280542877,11.3227551991126,25.1316292372283,219.531658251607,24.389570928653,23.5378056593649,17.5018447026995,23.4808205510564,26.1793013374605,23.2070021326884,20.6112154920222,263.788108384204,54.6793348160703,6.10561138722297,11.7568200640077,139.384666499647,19.8556640625522,51.2119074432485,30.4390422304406,2897.05631626992,2917.45828242399,2896.65490485219,2908.88504318517,2914.84729302718,2921.51245699038,2909.40238279147,11633.8532406432,11108.5198370901,13845.2657116775,12890.2737167334,11934.6503756759,8079.35243311565,11581.9858858226
"MLY",191,"Malaya","Malesia","ASIA-TROPICAL","OWEast","IndoMalay","Old World",1.32152e+11,132152.0606,2505149.831,4.028255407,102.1784344,9858902.193,513119.6319,0,230,1,210.9929,76,-15,2058,0,2058,8,26661.5,28768,0,40896,40896,6867.36,11393,11527,113,20241,20128,2626.1,"mainland","mainland",NA,NA,"",6.4399,8,24.3595,25,780.7969,772,809.8512,813,7431.86,289.456,-4875.32,-31.8214,29.739,26.987,3.56467,29.6183,5.775090007,5.114658833,0.659366537,1,25.4881,51,0.32877382,1,52,26,8.37982,29,9434880,52,0.806114983,0.540087108,258.664968339659,50.4890322455084,673.833477002936,587.996085468191,295.727645756266,220.855560054118,74.8720856783933,252.287219071443,259.326564160949,266.39583938028,249.447278038913,2531.35050250442,382.134266848964,116.65438322523,36.4057527960273,1076.17411081664,373.153382104233,576.237722498331,790.430106203062,17.5377534473706,9.2162023652957,34.3314502892715,169.899955622813,16.0863974063765,21.3964250601959,12.9612838610711,17.6041507227022,18.9152949507041,17.3294080293142,18.2290826976749,437.090369163775,141.042875711813,28.8491201149115,13.5885338219826,373.931210630733,86.0689349798531,129.285225066951,275.343119571517,2944.1063902546,2957.65430425974,2931.21377414734,2959.29702037603,2949.38617036377,2951.73220807041,2948.89831124532,25656.3004529441,23297.6663247003,25938.779412334,24446.1843392306,31274.7535777425,31705.6294955673,27053.2189337532
"MNT",192,"Montana","Northwestern U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",3.81001e+11,381000.516,3101294.135,47.03479245,-109.6239835,-10576617.37,5358205.566,0,0,0,1251.6274,1087,559,3755,559,3196,7,4336.22,3646,0,13629,13629,2049.08,2590.67,2249,178,8248,8070,1049.21,"mainland","mainland",NA,NA,"",149.4835,147,192.3594,195,231.3895,218,180.4761,162,2477.88,84.1046,-2060.83,-32.7281,21.6851,-4.18222,1.90235,9.64038,2.835085996,2.358744144,0.282569916,1,26.5686,57,0.305521556,1,58,28,8.11728,28,9933760,54,0.194354285,0.151642097,61.9639419589416,107.529670511569,285.851150289714,9199.06446068217,270.411311221847,-108.030247582582,378.441558817592,128.015547388883,-26.5426405607057,195.05619503492,-61.1741347318184,390.572147392667,67.9813264847354,14.6898761463087,54.0747357997321,193.508355966964,47.5390253065548,105.534861950249,65.7150256514482,21.7534367860936,3.98308067326092,22.56892943431,1085.37824381832,30.0112956295661,21.7470970408126,31.6391942800903,54.2554948813835,65.6174626603291,30.5751223933671,20.378897224534,122.926495323276,13.7929491542402,9.29743183787875,15.5279235806146,39.6085792100439,29.0426970156175,22.5686419516419,59.6580411075066,2573.68480590507,2701.55510134324,2528.73058896711,2575.1922549871,2638.32855563562,2528.47026372029,2590.99359509307,4133.31407165161,8368.96667467312,10480.0929210625,5485.05205735085,5923.7783998177,7025.74273722201,6902.82447696297
"MOL",193,"Maluku","Malesia","ASIA-TROPICAL","OWEast","Australasia","Old World",59736034647,59736.03465,5196642.199,-1.420611904,127.990452,12349296.25,-180975.4479,1,41,1,337.3495,234,-29,2854,0,2854,8,29394.5,29948,0,39193,39193,7736.13,13565.6,13727,948,19503,18555,3396.57,"mixed","volcanic",794110.6528,794.1106528,"NTA",19.2825,20,18.0808,18,594.294,559,287.4585,345,12103.4,318.214,-9879.19,-67.8586,30.8,30.1943,5.92567,29.6487,23.02039418,20.87118435,1.177602371,1,23.4708,51,0.36606379,1,52,24,8.59181,24,2518200,52,0.517783719,0.288665714,250.490376395676,20.1281300584964,581.368665134143,411.171683193676,267.508277478888,232.829117963003,34.6791595802743,248.218100694117,252.352578955557,254.861509171027,243.472754079102,2384.66037735849,306.693800539084,123.034938442486,28.5134523331142,886.076054491149,386.00187950754,515.296860202521,644.884199023822,20.3258119987147,6.06225226141318,87.0559863668319,160.97525259274,19.4757401973445,22.2634216276061,9.15245429250918,21.8836445032552,19.904471661374,20.1793398993244,20.9974485303466,411.078509938289,107.172102255619,32.4900680180369,13.2771682989023,288.303283722027,97.9593843456955,168.708071305785,234.915418738337,2957.20004289084,2959.04050325256,2939.05275573665,2934.79482450497,2956.00408892701,2950.72389734792,2949.46935210999,24796.8552005147,28257.872042319,32212.9822860819,30434.9343055258,32766.9992279648,22231.8396025449,28450.2471108252
"MON",194,"Mongolia","Mongolia","ASIA-TEMPERATE","OWEast","Palearctic","Old World",1.56296e+12,1562957.081,8052739.051,46.83520872,103.0830311,9949605.31,5332204.705,0,0,0,1486.4136,1374,529,4202,529,3673,18,1819.55,1573,0,11799,11799,1763.26,1572.92,1392,47,7217,7170,881.813,"mainland","mainland",NA,NA,"",36.5507,37,43.1696,43,40.2458,31,51.25,44,1203.06,34.5296,-1006.38,-35.5966,20.8174,-14.5235,1.5288,4.83834,0.940078037,0.719132721,-0.110511107,1,14.4057,58,0.378745219,1,59,14,5.45609,16,4252330,48,0.037519097,0.002361475,7.08502299059209,111.159505861039,222.544666851763,13402.86453345,244.735877855946,-255.867818662925,500.603696549347,176.153550465576,-167.43086552922,180.492376185631,-185.887134106072,193.02059860083,56.2971508287334,1.58732237392031,111.379298056494,151.327553786721,5.17223197005866,144.639251315958,6.21398115864541,37.3531330809105,7.71779464232587,18.3553946701691,875.016051632966,45.6771957333355,35.010561701013,24.4077795375526,41.290723457168,40.589698826433,42.6791635735144,34.2415897709075,98.8166960552752,29.7371363417798,0.965660024267465,10.9229707590385,78.2308150398443,2.9443906418038,77.9308895122384,3.99200833398779,2661.02870821504,2697.38807241346,2650.38483165528,2646.74761621471,2690.25420880619,2629.23425933596,2662.50628277344,1915.12674613873,1378.09923715859,3148.51299014255,1871.3204686994,1696.52596898933,2179.25446747946,2031.47331310134
"MOR",195,"Morocco","Northern Africa","AFRICA","OWWest","Palearctic","Old World",4.03297e+11,403296.5381,3692060.184,31.88412866,-6.317518311,-613201.1962,3858859.387,0,1,1,876.2711,776,-64,4016,0,4016,13,2579.9,1828,0,37149,37149,3067.24,2587.74,2302,156,22977,22821,1724.94,"mainland","mainland",NA,NA,"",6.9728,7,24.8689,25,-382.9642,-286,-398.249,-360,492.534,215.841,-173.826,-45.055,29.4608,11.8022,0.86416,23.1168,4.625137608,3.770710707,0.567426854,1,26.1342,20,0.159629145,14,34,26,4.17178,26,32720,6,0.000763015,0.000684397,181.551492675791,109.701571433261,371.074740453345,5961.08237182384,341.867707120059,43.6288395497718,298.238867521524,136.231121829528,266.54691770353,271.558301173488,101.736695314756,292.319633828919,48.6574533841744,1.98707238345366,63.5295847972348,135.6745896561,8.47339786604916,9.76932233423226,120.042200350059,34.4203332870671,18.8577592151886,38.6345333429335,1421.091261852,46.8516344688532,40.9319407951579,57.6380739539342,38.2050158891297,38.9201386437789,40.2574112080863,37.556128530545,198.320231528488,35.4276610882681,1.76828025325643,15.6244187608197,97.6481162615375,6.58919566086693,6.16557111637613,95.7927171945379,2874.75230363165,2870.94173581172,2832.85902893621,2827.4001458726,2852.77344432649,2868.50508026604,2854.53862314079,2996.26307978942,3150.21714797403,4184.53448948201,1582.65273294482,2019.03090404905,4967.57939946706,3150.0462922844
"MOZ",196,"Mozambique","South Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",7.86425e+11,786425.3638,7462798.208,-17.26019707,35.55225318,3433578.679,-2153416.234,0,7,1,353.2,291,-16,2277,0,2277,17,14103.6,13850,0,40669,40669,3593.39,7058.38,6862,315,21585,21270,1598.06,"mainland","mainland",NA,NA,"",44.6265,45,35.3347,34,-356.698,-343,14.9883,1,2364.48,265.056,-1372.74,-25.5665,30.2625,20.9084,3.31671,25.2846,1.627613794,1.178175986,0.090207988,1,14.2031,48,0.441486718,1,49,14,6.27048,18,563453,41,0.013883503,0.0010275,235.332848031401,81.536845570924,497.672106701314,2330.35013921843,311.798566953608,148.147311018644,163.651255924602,254.411866791153,211.932141869319,264.037420518568,196.761813351598,1019.63658917721,224.047345560647,7.77574335093137,94.8149447608494,638.460755138294,26.7734284208255,310.866143913736,45.3561464455291,13.3075855503891,14.1260749344423,27.4901839649246,517.514583599181,14.5691109913621,23.2698457566916,26.942724036697,17.4472994375966,22.7121290162599,12.876816013846,17.0912571218344,337.751323441035,79.0140814980861,6.68146167587439,16.2612475803294,219.33100530632,22.0596824999203,171.606533345546,45.0785465682697,2927.96977199399,2935.95863088573,2918.1401399222,2932.67254410411,2939.33494861778,2945.88226670648,2933.32638370505,10400.2712081249,10281.9174193602,11249.6327560609,10781.373624209,11553.0291145172,8077.86361525127,10390.6812895873
"MPE",197,"Marion-Prince Edward Is.","Subantarctic Islands","ANTARCTIC","OWEast","Antarctica","Old World",338057347.6,338.0573476,99887.7844,-46.85955871,37.76015675,3643348.147,-5346219.129,1,0,0,391.8896,334,-2,1161,0,1161,1,6402.04,5860,0,19122,19122,6083.58,7205.12,7052,1287,13319,12032,3362.84,"volcanic","volcanic",1644536.209,1644.536209,"CPP",44.9845,46,22.0071,23,513.0397,504,43.8153,41,3514.36,77.1476,-1022.8,-36.2385,0,0,0,0,8.338013078,7.952076435,0.869461144,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2222511795957,23.5622018712966,364.003754833717,1326.37790513954,72.6952797333545,7.93996797248694,64.7553116277105,42.4235918700586,32.0670671014207,58.5724905700963,22.3068860977943,2734.9268738574,258.557586837294,199.115173674589,7.92816263753274,759.180987202925,606.714808043876,691.63436928702,629.782449725777,16.3544098534565,0.029455164433694,7.09495551590338,52.6359996044161,15.4816564114579,16.7359594290728,1.26786938751193,16.6483440115352,16.3904144250006,15.5673732340374,16.8528445899386,590.488468007639,56.1566908145796,43.3641893061975,0.816074505027533,164.607610997469,132.927957492389,147.553224517639,137.125885341032,2732.36805555556,2746.66840277778,2722.265625,2706.87847222222,2733.10590277778,2734.70833333333,2729.33246527778,29792.9131944444,29462.7291666667,31715.6215277778,31187.8090277778,30451.8211805556,29922.0208333333,30422.1524884259
