"LEVEL_3_CO","ID","LEVEL_NAME","REGION_NAM","CONTINENT","THREEREALM","REALM_LONG","NEOPALEO","AREA_M2","AREA_KM2","PERIMETER","LAT","LONG","X_COORD","Y_COORD","ISISLAND","PALMSR","PalmPresAbs","srtm_alt_mean","srtm_alt_median","srtm_alt_min","srtm_alt_max","alt_min0","alt_range","soilcount","GPP_mean","GPP_median","GPP_min","GPP_max","GPP_range","GPP_SD","NPP_mean","NPP_median","NPP_min","NPP_max","NPP_range","NPP_SD","GeologicalOrigin","Geology_3categ","DistToCont_m","DistToCont_km","NearestMainland","ccAnoTmean","ccAnoTmedian","miAnoTmean","miAnoTmedian","ccAnoPmean","ccAnoPmedian","miAnoPmean","miAnoPmedian","PLIO_PREC_30s","PLIO_TEMP_30s","PLIO_P_ANOM","PLIO_T_ANOM","Plio_Wmm_mean","Plio_Cmm_mean","Mio_Prec_Mean","Mio_Temp_Mean","VelocityMean","VelocityMedian","VelocityMeanLog","CH_Extent","CH_Mean","CH_Range","CH_CV","CH_Min","CH_Max","CH_Median","CH_SD","CH_Majority","CH_Sum","CH_Variety","CH_PercCover","CH_PercQuart4","bio1_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean","bio1_sd","bio2_sd","bio3_sd","bio4_sd","bio5_sd","bio6_sd","bio7_sd","bio8_sd","bio9_sd","bio10_sd","bio11_sd","bio12_sd","bio13_sd","bio14_sd","bio15_sd","bio16_sd","bio17_sd","bio18_sd","bio19_sd","ccB1_mean","cnB1_mean","fgB1_mean","ipB1_mean","mrB1_mean","miB1_mean","lgm_ens_Tmean","ccB12_mean","cnB12_mean","fgB12_mean","ipB12_mean","mrB12_mean","miB12_mean","lgm_ens_Pmean"
"BUR",44,"Burundi","West-Central Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",27182250273,27182.25027,890548.0514,-3.356297118,29.88682139,2883672.738,-427886.1684,0,5,1,1501.7727,1549,546,2638,546,2092,8,15242.6,15779,0,32090,32090,5605.25,9834.47,9567,1227,17358,16131,1838.9,"mainland","mainland",NA,NA,"",24.2704,25,17.3319,18,502.1855,496,308.5094,304,5067.78,216.722,-3875.49,-19.3604,21.32,19.7133,5.137,21.7,1.747352579,1.652285457,0.178601462,1,15.2743,35,0.498529556,1,36,16,7.61469,15,73851,30,0.051225817,0.010785498,200.521962473827,75.0568867308011,618.532956647331,1010.86470870296,272.865411123997,151.436332822123,121.429078362934,193.782130624935,200.30609506702,220.930840490153,190.499328909243,1225.50856820036,191.738277572029,5.30004393948905,61.7650375707429,547.143431046387,23.076266398845,123.991117946143,446.879040863725,20.3903804438169,5.02677061098735,36.5038685073462,114.512428475804,20.4310968216852,21.5618474304217,6.27428238268946,20.1078715980569,20.5054122390187,21.2726305013174,19.9932868265354,215.38292324815,37.6911105363933,1.92689813206357,5.06765505937149,108.816320490312,8.44362807582661,37.2052357566794,93.734794272223,2866.31284916201,2899.51239721298,2862.48873265959,2880.6428661101,2897.35547046639,2887.9355972632,2882.37465214571,12606.291820978,10805.2225221267,11753.5258301425,20471.1911995481,12131.3131630155,17779.9193396522,14257.9106459105
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","NewWorld","Neotropics","New World",1.60804e+12,1608041.743,7442106.673,-15.29798685,-54.29443591,-5239575.512,-1917581.624,0,50,1,398.0959,354,69,1617,69,1548,15,15131.6,12594,0,38433,38433,6107.76,5186.43,4805,0,20188,20188,2140.67,"mainland","mainland",NA,NA,"",30.4026,31,27.478,27,150.0954,139,256.474,267,3666.94,294.28,-2012.22,-49.5672,33.207,24.9395,3.89658,28.7938,6.819059622,6.138509274,0.791270333,1,16.0749,51,0.279833156,1,52,16,4.49829,15,19514000,48,0.209899662,0.013299201,246.211415777283,74.1312463525826,539.398307298289,1247.87514949075,313.710254740406,176.157880501563,137.552374241833,248.501615171967,230.535798335556,263.154091399225,226.682051498588,1660.23383308064,286.510863997705,10.4184672594657,71.1477816573725,834.803090169644,39.8295658498607,289.957497746271,294.193107175053,11.2413952929854,7.15532786029235,20.1373438473306,553.650948261619,13.4233063546804,20.1677303675524,13.4911074952536,12.5173439222066,19.5235177025393,12.3321586440016,17.7523287129943,334.759585566067,61.8561999545309,9.51428054387984,11.7322838787415,182.73639998306,34.5409250112815,141.316404242535,405.81831495101,2945.60391073185,2943.66810102852,2934.81906961973,2925.8189067366,2931.10515079495,2942.12507273398,2937.19003527427,16415.6876536633,16896.7866015817,13542.0867788067,15555.3367808556,19100.3414132929,14395.7212752008,15984.3267505668
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","NewWorld","Neotropics","New World",1.54435e+12,1544347.476,8718664.416,-8.635173197,-41.72952595,-4026549.239,-1090987.589,0,77,1,375.1384,358,-17,1876,0,1876,17,13389.8,11942,0,43629,43629,5695.18,5329.13,4626,0,23077,23077,3145.17,"mainland","mainland",NA,NA,"",35.529,34,28.9788,29,-65.4336,30,170.981,140,966.091,301.449,43.0822,-53.0349,31.4057,26.1457,1.82474,29.6207,5.717717937,5.124738216,0.703009699,1,14.0524,51,0.392550739,1,52,13,5.51628,12,6785270,47,0.089053627,0.006971323,258.283205385107,71.9185929502694,609.128159342988,1147.39409797981,322.307614681443,204.29558902902,118.012025637421,255.238943228333,255.825263824731,274.83001402996,242.385691118068,1019.5779549055,200.270144436658,11.6208174211754,79.1875610696953,567.152242862625,38.5888600863493,146.818148770523,349.092945224275,17.2352851152947,13.6268601614264,44.49007494519,277.857713285233,22.6401141697949,23.4923213563256,20.476085361217,13.5961070122337,25.3790208266782,18.6090763876088,20.642578769994,399.787169988369,83.2902710683484,17.9954095380461,21.4054552975924,233.022607188718,57.2656851450464,101.339104442067,340.388129288661,2946.25328801618,2943.40269204019,2935.16525555915,2919.04544354414,2941.43722023931,2960.64256028462,2940.99107661393,10404.938053136,11877.2058765521,11964.1698705008,13691.1102674393,12891.8457969174,10839.9045433164,11944.8624013103
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","NewWorld","Neotropics","New World",9.24178e+11,924177.7258,5700959.836,-19.72534419,-45.48097446,-4386520.132,-2461682.954,0,65,1,646.4495,650,-155,2703,0,2703,12,14143.4,13012,0,39359,39359,5608.95,7104.79,6844,0,21124,21124,2929.43,"mainland","mainland",NA,NA,"",41.76,38,29.5753,30,7.2525,89,-67.1759,-54,3369.94,235.435,-2085.38,-20.1008,26.7428,18.4911,4.66351,23.8802,4.846601088,4.456301451,0.624692885,1,20.0023,51,0.298831634,1,52,19,5.97732,18,4668690,41,0.068642144,0.024585926,223.305148352007,76.6947353250673,540.564433108052,1820.47777640259,287.248742740811,145.782272589272,141.466470153085,237.168439936026,198.283005484298,243.884388929774,193.061001514281,1304.30602815487,244.496978425294,20.2470769359524,72.7001495835786,703.380433342284,64.8697889605295,472.10391828323,71.4596629366289,17.7029500554924,9.01251844396467,34.1289379813839,316.701120012603,18.4541799989439,22.0177832592278,11.3474720233008,15.1314006522429,20.3805591999038,16.3458714795227,20.0857417805839,283.921714722766,50.493436237408,16.4134465004399,15.6391125422996,144.336578489994,51.154781757827,185.830461682298,58.2414578560238,2914.92214173393,2914.12967927134,2902.86457000231,2898.29710721302,2916.2689425058,2916.2324675155,2910.45248470698,12919.8124850264,13632.0905227577,10953.3363883069,10078.1416555227,16550.7594600363,12423.8799848413,12759.6700827485
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","NewWorld","Neotropics","New World",3.83265e+12,3832654.093,20483318.77,-4.63062382,-59.25073898,-5716995.352,-585822.5237,0,142,1,169.0724,139,-9,2521,0,2521,15,23706,25523,0,39145,39145,5486.71,8662.3,9168,0,19146,19146,1951.19,"mainland","mainland",NA,NA,"",21.5858,21,18.5361,21,666.4205,560,947.3301,1028,3127.31,318.624,-881.415,-58.5936,34.921,29.059,4.19649,30.2378,6.469457184,6.596806526,0.774203275,1,17.3043,51,0.26277457,1,52,17,4.54713,18,188750000,52,0.816585191,0.086845789,253.975265084362,51.2549865945089,609.759891771857,613.972677792161,301.843712112144,216.6086898646,85.2350222420162,249.522479141913,256.500200481891,263.765374867853,245.832945784132,2251.14443088801,332.00943086804,59.4694778337541,53.4209461760472,960.615762806723,190.53389280615,334.169205945676,666.991435703085,7.99186899682904,8.03573792088279,47.0602436905344,258.692316868646,15.9527707438683,12.3403191068421,18.559028627894,7.31535983387739,12.3121386555387,10.8108362723303,8.2041821391437,469.774881123551,56.2903163517352,52.6458121550628,17.3914308498536,157.875961327608,159.931945367518,209.708304599592,354.88618978198,2952.01762779961,2970.00485975936,2949.26016800357,2967.49442823145,2945.52114836959,2967.97475666274,2958.71216480438,22498.2881498207,24709.9050139153,21459.1836105486,30894.3704772003,25955.8726145585,25988.0637550396,25250.9472701805
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","NewWorld","Neotropics","New World",5.6466e+11,564660.1188,5334597.795,-27.56813717,-52.26178711,-5040983.085,-3376062.25,0,23,1,472.1819,427,-9,1768,0,1768,15,17830.9,16559,0,36274,36274,6509.25,9760.28,9170,126,21393,21267,3285.86,"mainland","mainland",NA,NA,"",29.2249,29,26.0118,26,263.3349,251,244.1818,317,3371.6,210.202,-1794.82,-25.1843,25.971,13.8283,2.37233,25.9874,4.519638553,3.926886916,0.601783539,1,23.4013,51,0.250127984,1,52,24,5.85332,27,12206300,41,0.236725923,0.147131972,190.665739157734,78.2749665578463,446.752799525969,3434.67351129792,271.719557292322,95.9210992434804,175.79845804328,198.287510375499,178.927072261399,233.714617741504,140.350200414783,1648.49378046188,183.826689919289,95.742870137874,18.8660160219018,527.46819854079,304.412561798418,484.059056008138,371.23425267311,18.1074320484755,8.73673640121435,45.2240679853973,540.308256046313,19.3530926428601,20.4473947309487,19.2087575905592,37.7294854203694,31.8547087407583,17.8732101037403,20.0812435127987,278.784604822246,35.6018548072517,23.6870112233944,7.89299711956124,101.141030607733,75.2525242712367,111.045787650467,91.0287458817446,2889.96995208467,2892.44418078762,2884.76677439998,2878.42636311326,2894.08815130705,2898.994840094,2889.78171029776,16822.680341269,16679.3556839631,15875.844877469,15983.8891413422,18166.6785518384,15974.2715632445,16583.7866931877
"CAB",50,"Cabinda","West-Central Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",6981700877,6981.700877,478004.5135,-5.041229577,12.46228731,1202446.623,-642282.6399,0,11,1,147.9074,103,-8,838,0,838,5,19990.3,21819,0,28550,28550,5366.18,9717.6,10491,1192,13021,11829,2058.97,"mainland","mainland",NA,NA,"",24.3098,24,19.2091,19,154.2441,147,152.5245,151,5284.31,309.895,-4208.98,-62.746,30.97,27.04,0,0,3.436947986,3.860444069,0.490943058,1,17.7889,48,0.445082608,1,49,19,7.91753,20,340516,41,0.788158274,0.189360563,245.219664484008,41.8234019797655,437.950648608458,1438.64580419445,282.079247905279,187.417830889915,94.6614169324565,260.2645037771,222.805143258976,260.400703653748,219.300219866295,1177.60073260073,204.336507936508,1.26385836385836,78.0129771166232,562.667277167277,5.02417582417582,552.64590964591,10.4443223443223,6.66233153461162,8.17221752073225,56.1595693626453,167.04198541351,6.3969786370783,10.4645038731545,6.58096132814636,8.12531292978556,5.61699604581289,8.15246889559049,5.1377829856496,272.382190907852,46.1519952410356,0.809045479560871,3.67133824933066,112.727287336157,3.724866333808,117.010949435977,7.47382988901144,2947.7987804878,2962.76,2943.08914634146,2926.97,2960.43841463415,2955.63048780488,2949.44780487805,11668.7719512195,11490.462195122,12788.5926829268,11870.0707317073,20197.9881707317,11030.0158536585,13174.3169308943
"CAF",51,"Central African Republic","West-Central Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",6.18575e+11,618575.288,4669582.404,6.571453422,20.48278081,1975999.955,835549.46,0,20,1,599.0963,588,327,1360,327,1033,11,16428.2,15594,0,31592,31592,5382.62,6444.24,6276,0,13991,13991,2521.61,"mainland","mainland",NA,NA,"",29.9949,29,15.0951,16,832.5366,908,-361.3461,-404,5277.28,282.112,-3909.4,-33.1141,29.1951,25.9649,6.09558,26.4623,5.387122248,5.10672164,0.700220741,1,18.2812,35,0.197721156,1,36,18,3.61458,18,4165090,35,0.105557872,0.007855892,248.802501209612,77.5664609462078,516.263132019177,1414.88447624558,333.512356675031,182.720885564161,150.791471076963,233.948437936016,248.429272677469,272.847908290291,233.04064261716,1366.95275192841,241.660347525323,6.59784512339071,77.3803831526867,702.821868566252,22.7440267369403,147.334036070164,666.491079908864,10.8456310004083,9.09223908235516,19.820200465469,378.618477246216,20.3267996623285,8.54442513014564,21.1883458965793,8.37575389138984,10.5597769871504,16.5529321582838,8.57811849286492,242.082781684899,32.2934710137298,7.39444759960365,16.0879774755984,90.4993881483192,24.4333968560891,64.1618693527617,130.931465970671,2934.65825166763,2951.40980262977,2929.27567048231,2928.81644019874,2953.05795657306,2975.3690315408,2945.43119218205,13624.6527491833,11080.8016827253,11073.8414861786,13692.9283675094,15009.0729322792,17219.0418210766,13616.7231731587
"CAL",52,"California","Southwestern U.S.A.","NORTHERN AMERICA","NewWorld","Nearctic","New World",4.07748e+11,407748.2326,4249765.684,37.23999046,-119.5874549,-11531954.2,4417285.154,0,1,1,865.8137,715,-105,4239,0,4239,10,6621.47,6393,0,34886,34886,5194.1,3978.64,3903,45,23173,23128,2550.8,"mainland","mainland",NA,NA,"",38.7392,36,31.4143,31,-245.7051,-204,-646.8975,-545,1777.01,162.879,-1234.22,-26.5743,28.8827,4.97275,1.33346,18.8881,2.915531256,1.866845429,0.27662143,1,31.7747,57,0.22791655,1,58,33,7.24198,37,11797600,55,0.210031791,0.185575128,145.457711004944,118.984606862877,392.256817155795,6429.37710845291,317.271612354622,10.0829279412938,307.188684438869,74.8506531041158,222.807618443482,238.33625189082,61.4645387964414,538.268711508353,103.876632280516,3.00799922220471,74.5467967471087,298.404614471686,12.864244549566,20.9370052869964,293.13545707207,51.5785465050462,13.8253098806319,38.7327390262827,1399.33658495283,58.8084760189926,50.2338915643895,50.1433699678491,72.7234199135569,46.6853615891432,56.1783998382714,51.5317982145184,438.910621371277,87.6594704494939,3.22481333698189,16.142589745961,253.132309577669,12.1159205127566,17.3872959090815,255.404504936893,2801.20115064812,2833.19913182024,2774.88162464545,2797.38259887649,2813.22439313699,2763.78426855604,2797.27886128056,5837.6418415061,6749.99438749097,5886.88822395084,4695.98311891315,7942.00602800223,6113.67605938202,6204.36494320755
"CAY",53,"Cayman Is.","Caribbean","SOUTHERN AMERICA","NewWorld","Neotropics","New World",306409074.8,306.4090748,145045.0381,19.431525,-80.82909683,-7798966.286,2432859.226,1,3,1,8.7019,7,2,44,2,42,1,22528.3,25156,0,40726,40726,15943.1,15877.7,19129,1373,20524,19151,5094.62,"atoll","atoll",501995.0554,501.9950554,"HON",16.7236,17,32.0043,32,-61.9752,-120,257.6766,255,2777.18,298.523,-1454.34,-34.3028,0,0,0,0,9.54741478,9.54741478,0.968914101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.036620646278,13.3669491429483,270.793447276364,1240.27688553886,294.933538710966,245.6730095648,49.2605292132873,279.269626114026,254.991231879181,285.785783515997,252.487501172376,1381.54838709677,224.296187683284,22.3372434017595,58.2539352238003,639.736070381232,82.058651026393,436.483870967742,115.8357771261,0.466908359152557,1.24185118440812,11.3745891364676,36.8633945885067,0.971184155984052,1.62568086925528,2.43358285122125,0.446358796602902,0.655059955167363,0.536723189916164,0.777718101004498,111.905653229277,11.6050708205809,5.57492737845674,3.23245302695397,40.5227659967855,15.5528450197897,50.7620855491294,17.7794242935026,2960.29521276596,2969.63563829787,2946.41223404255,2925.98404255319,2961.35904255319,2942.28457446808,2950.99512411347,15652.7127659575,12882.7127659575,15611.835106383,18178.2712765957,9589.04255319149,16609.7074468085,14754.0469858156
"CBD",54,"Cambodia","Indo-China","ASIA-TROPICAL","OWEast","IndoMalay","Old World",1.82008e+11,182007.9944,2605632.108,12.71402994,104.9212396,10123379.77,1608336.662,0,31,1,125.7682,73,-9,1740,0,1740,8,19711,18528,0,36708,36708,8188.01,8671.31,8093,266,17033,16767,2668.84,"mainland","mainland",NA,NA,"",14.2224,15,16.8943,16,19.3808,31,642.1767,618,4225.19,289.231,-2445.12,-21.9477,33.2635,24.2247,3.47245,28.6859,4.322091422,4.849034309,0.535692897,1,18.1,34,0.354244199,1,35,17,6.41182,16,4872550,35,0.416536693,0.118427812,268.595690464552,55.8179033658033,480.15650021315,1020.16430959248,323.599425352955,206.930139587845,116.6692857691,266.457633071585,255.748708916649,284.073047434744,252.663592061323,1872.27202007183,354.353077970984,5.87307870487164,80.7674816141408,1025.65711848159,22.303471747616,262.879582784829,45.2354678763583,11.4473339249514,6.27709319315141,18.5175177536311,188.390510303414,16.3064075703545,11.7807679569908,15.4365362491653,10.4537056951784,13.4677137109401,12.7427864245882,11.5318499590091,636.482853937331,137.224722401177,5.86377717248992,7.23814115796597,393.241507074677,18.9973926731598,196.616901592095,34.7059841646472,2943.28752675654,2970.38621998341,2937.94854494869,2947.66327788753,2955.85771252825,2954.98866485463,2951.68865782651,20102.2410448685,20310.9258838251,20395.8680759588,18241.3722584578,23918.4124608679,17974.3909089659,20157.2017721573
"CGS",55,"Chagos Archipelago","Western Indian Ocean","AFRICA","OWEast","IndoMalay","Old World",104451174.7,104.4511747,157412.0013,-7.081251358,72.28982913,6974947.887,-901014.7046,1,0,0,2.2941,2,-2,10,0,10,1,3999.99,0,0,38163,38163,8265.58,9137,9283,1245,17700,16455,3780.68,"atoll","atoll",1777956.518,1777.956518,"IND",18.0196,18,18.9259,19,-329.5686,-340,-300.8148,-304,6210.18,297.75,-3608.07,-24.2791,0,0,0,0,8.809523582,8.809523582,0.944952422,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.983693440755,11.7771840818001,388.424376979019,550.391667683919,285.558496648615,255.21550542658,30.3429912798332,269.421213785807,264.402885668205,277.71789412065,260.972004283558,2645.72727272727,342.712121212121,140.984848484848,27.2241262956099,948.984848484848,431.363636363636,589.681818181818,454.954545454545,0.524749379450589,0.160855801076775,14.3475297996427,24.6584303181707,0.352632603711673,0.908050961799676,0.612202147574028,0.169167351769644,2.92059019580902,0.291155569456232,1.10948152658297,26.1363241106421,6.54301652125599,7.86725554596569,1.62317513741988,12.904653170926,22.1137804037789,7.38991755993933,70.8841205062523,2976.14049586777,2974.98347107438,2953.38842975207,2943.59504132231,2964.84297520661,2965.15702479339,2963.01790633609,29983.5537190083,30446.3305785124,32767,32767,24979.173553719,30287.7685950413,30205.1377410468
"CHA",56,"Chad","Northeast Tropical Africa","AFRICA","OWWest","Afrotropics","Old World",1.27186e+12,1271861.399,5726794.898,15.3611457,18.66460339,1800414.64,1924041.121,0,5,1,520.4478,422,161,3402,161,3241,18,2142.34,0,0,19836,19836,3083.84,1252.7,1010,0,5891,5891,1002.57,"mainland","mainland",NA,NA,"",36.7734,38,14.477,18,-4.6687,-20,-133.2652,-56,1406.38,318.677,-1091.06,-49.4071,34.3037,22.9213,4.11922,26.67,8.239687104,9.203670502,0.85024335,1,2.82206,16,0.377617769,1,17,3,1.06566,3,201825,8,0.015624481,NA,267.577533293769,118.975218129513,452.115707614031,4154.49110308508,392.113666807215,127.720326885684,264.393339927711,285.159867822499,218.808834363561,319.849960404329,204.181365779746,313.178029766123,103.828032193237,0,173.000524973391,284.735116452919,0.003085994259067,27.2688394189166,66.7042189709685,22.5019658156922,15.7569298170363,16.9634309516343,1520.3019625043,20.2073988834951,42.6247529725939,42.1334996017554,29.7155523848738,41.7495936895132,20.085396964486,40.8589861344882,356.764805471547,98.9845318807899,0,47.8421987163036,280.283463490048,0.055942325535721,27.6655377934128,212.437857220066,2938.85463077127,2958.57471271063,2949.96180111259,2912.54667987017,2959.33387635959,2949.64820636292,2944.81998453119,3422.99719425648,1759.86129853823,2351.83796588449,1993.80366267649,2116.244154701,4728.21425913161,2728.82642253138
"CHC",57,"China South-Central","China","ASIA-TEMPERATE","OWEast","IndoMalay","Old World",1.30794e+12,1307944.882,9106165.862,28.51736916,104.6408898,10092822.29,3479508.38,0,54,1,1756.6777,1405,-46,6243,0,6243,25,10722.8,10183,0,26880,26880,4998.92,6052.79,5565,18,17051,17033,2753.98,"mainland","mainland",NA,NA,"",42.6506,43,27.3167,29,-138.9188,-107,-168.6457,-173,4091.08,140.427,-3025.52,-12.7867,23.1972,3.43644,3.34794,14.8318,2.767715359,1.20973897,0.167099643,1,28.9272,65,0.199333499,1,66,28,5.76616,27,57859000,61,0.388385862,0.351647498,127.09690789638,76.4471419001384,301.536467062399,6189.89963236594,242.885725550313,-16.0628722023953,258.948597758278,199.379685877166,39.3416681295791,206.242043241533,36.1561345057876,1060.72638370717,208.178066267008,14.0143843882192,78.5094860966299,593.383219383347,46.0845105097436,527.52820909276,47.3161171642847,61.2951146309527,9.85267478755816,53.9537528195551,1424.02829722307,61.4976946226653,68.5749839158813,41.0649892248611,59.8145361592874,64.6757608003342,62.3973246503353,63.5779307144091,339.075475597959,69.5363572019119,9.65624955157768,16.6281569060804,197.410250987057,32.0133713895905,194.268472484453,33.0927585034274,2793.84623079215,2813.95904415461,2788.46571204073,2819.08693331309,2802.89958308455,2811.42390257708,2804.9469009937,10734.3533899114,10341.8267833662,18310.7665342523,12777.6757009851,11354.052168501,13304.8920495007,12803.9277710861
"CHH",58,"Hainan","China","ASIA-TEMPERATE","OWEast","IndoMalay","Old World",34026083153,34026.08315,892128.1447,19.20103623,109.7420098,10588533.69,2404879.611,1,28,1,190.0989,103,-7,1724,0,1724,16,18521.2,17129,0,35851,35851,6985.8,8924.54,8530,742,17306,16564,2396.85,"continental","continental",21434.94768,21.43494768,"CHS",28.4089,29,10.9584,11,-41.029,-57,29.8562,22,4191.02,283.815,-2703.28,-43.5681,31.2867,22.0667,4.647,25.914,3.626315171,3.66541338,0.412485283,1,24.293,25,0.11960359,8,33,25,2.90553,26,896242,21,0.295861167,0.211119754,239.698806011743,41.529276230472,291.958219212933,3337.34151342399,296.928671605255,156.041439527882,140.887232177755,265.614922283247,189.88763213653,277.678643867401,187.444671764398,1738.73914704618,320.68241081236,20.535889966092,72.9127790288089,912.781961889297,71.263312479106,621.697621662926,75.1077176560485,12.2570007900857,9.54206751160985,48.8337488841655,284.043323935429,13.3232501163079,15.7839370967159,13.73763609676,15.3314546725351,11.7675372768692,13.6482303457465,11.7439120472546,373.832900888834,59.6182316226108,9.24704781766119,6.81070192582099,177.6529890253,30.8515637364965,110.978706809402,35.0940666176507,2933.10106648298,2955.66045937151,2927.05783710601,2924.79154889432,2935.80879314031,2953.44512006841,2938.31080417726,19277.3135317451,19730.2014203938,18996.3414170685,22223.6077765374,17426.8665827415,17569.6365882046,19203.9945527818
"CHI",59,"Inner Mongolia","China","ASIA-TEMPERATE","OWEast","Palearctic","Old World",1.20287e+12,1202873.079,11120119.17,43.7969744,113.5548368,10919664.59,5034495.918,0,0,0,1022.3569,1048,93,3454,93,3361,21,3284.97,2731,0,13275,13275,2806.41,2446.59,2180,269,7687,7418,1284.39,"mainland","mainland",NA,NA,"",42.9856,41,46.9348,48,34.3722,28,56.8153,41,1537.09,71.1409,-1238.4,-37.839,24.933,-11.5998,2.06924,8.12064,7.193552146,5.914075851,0.777556087,1,13.0589,36,0.240940661,1,37,13,3.14642,13,6416610,34,0.085423483,0.000961047,44.2502332459055,106.061777535634,219.216792122325,13222.6886335143,275.252217379296,-212.325897418476,487.578114798047,208.920899304737,-132.706961989285,213.91133089565,-148.595949623057,297.104711311164,87.3734337259426,1.64798141844045,111.895449815251,234.144185794995,5.55661298546127,215.850289693106,6.25020008137157,38.9821952851358,12.1619098030211,33.3182477652205,1475.36071233659,33.0735107157298,54.3300478893785,34.2402649065422,27.0081552971869,56.2564036505875,27.748805995974,57.1340550763246,147.918976833812,45.3162905156366,1.1971181839521,8.55431301738569,115.410557136911,3.56797591901564,119.381556069694,4.38691563196642,2694.05481972076,2725.18664218653,2686.14067754711,2694.33586683902,2718.75015579051,2672.38402696592,2698.47536484164,2988.76486705018,2091.54652857533,3764.82155419707,3072.45528940985,2595.09823300081,3217.55752403809,2955.04066604522
"CHM",60,"Manchuria","China","ASIA-TEMPERATE","OWEast","Palearctic","Old World",7.90258e+11,790257.6036,7894405.899,45.75175311,126.4988398,12202168.9,5221847.546,0,0,0,322.273,258,-263,2576,0,2576,20,7739.87,7286,0,23716,23716,2582.86,4275.91,4012,167,15092,14925,1200.21,"mainland","mainland",NA,NA,"",62.9151,59,53.5785,55,137.7336,138,208.8556,209,2321.72,52.4141,-1726.02,-25.0911,23.8749,-15.6954,2.61959,6.2508,10.20028487,8.461825848,0.915125993,1,17.4258,65,0.372104581,1,66,17,6.48422,13,20923300,60,0.30750614,0.053922867,37.8887635727463,86.65283307427,179.311796439032,13860.7281711369,258.838133211569,-226.500528791879,485.338661998853,210.238841885751,-147.798118904817,212.064158718461,-168.032894807901,588.217134142963,154.937169849847,4.68043249053244,102.119533143416,422.623957315698,15.0644120623079,414.408323104799,17.2386235542469,31.7252264795962,5.73599362432443,15.1355193693677,1385.62744135976,18.8868040702892,47.5166176470124,39.7984750034205,21.044957071612,44.2965885639725,19.417583408145,48.8343610005157,143.071502398807,38.3976201011937,2.51904598295596,10.3627299066449,104.998420494018,7.92402514005852,107.285567334945,8.54989911251408,2682.10238598679,2713.36182648734,2668.92861006729,2689.28723566485,2701.53384301756,2645.38730842269,2683.43353494109,6067.30410577275,4764.13583941988,6441.71897416755,5479.92726491972,5395.51832943749,6586.08652341186,5789.11517285488
"CHN",61,"China North-Central","China","ASIA-TEMPERATE","OWEast","Palearctic","Old World",1.11031e+12,1110307.039,11723201.11,37.42761095,109.4548755,10563003.99,4437836.657,0,0,0,1182.2389,1190,-12,5514,0,5514,23,5474.3,5851,0,23278,23278,3775.96,3725.44,3839,46,14680,14634,1527.15,"mainland","mainland",NA,NA,"",41.9922,40,36.8736,36,-8.9594,-8,71.3099,54,2564.46,108.743,-2076.75,-22.1395,24.8268,-3.16115,3.43411,12.7952,5.810675611,2.726136923,0.501059195,1,26.7686,58,0.173253364,1,59,27,4.63775,26,14433200,45,0.111728345,0.097090449,90.697985504097,101.048839983572,262.205666514092,9869.2147199917,271.572403129795,-113.929236664374,385.501639785658,214.797436424459,-49.0215387752413,218.282950704962,-53.4443145800225,503.302661398516,126.882151836945,3.60984309138522,97.2789546078083,343.917057326444,11.9409089094989,318.771195864072,12.0236299277625,41.9465277615389,15.3533069337621,28.5790518070471,1239.68239034091,40.9330736515056,52.9244945541567,46.0005727166854,43.3999195908705,42.5956189727069,44.0696088423472,45.7420789274581,243.994922300825,62.7419780539219,2.75517305654654,15.3850165200482,163.484165859018,8.66220882714131,158.865181939305,8.64933439679844,2758.64000640863,2784.53280799777,2752.13042354643,2756.86653603871,2772.40234762015,2755.12763726678,2763.28329314641,5180.923953411,3765.77381105844,6911.59689979583,5972.10428874672,4585.78157630134,5064.70225050858,5246.81379663698
