"LEVEL_3_CO","area","accRealm","sp_richness_palms","meanFL_palms","medianFL_palms","max95FL_palms","meanFL_palms_filled","medianFL_palms_filled","max95FL_palms_filled","log_meanFL_palms_BBMmean","log_medianFL_palms_BBMmean","log_max95FL_palms_BBMmean","log_meanFL_palms_BBM_MCC","log_medianFL_palms_BBM_MCC","log_max95FL_palms_BBM_MCC","sp_richness_angios","meanFW_angios","medianFW_angios","max95FW_angios","meanSL_angios","medianSL_angios","max95SL_angios","curr_meanBodySize","curr_medianBodySize","curr_max95BodySize","curr_sdBodySize","sp_richness_curr","sp_richness_curr_meso","sp_richness_curr_mega","presNat_meanBodySize","presNat_medianBodySize","presNat_max95BodySize","presNat_sdBodySize","sp_richness_PresNat","sp_richness_presNat_meso","sp_richness_presNat_mega","mean_perc_BSchange","median_perc_BSchange","max95_perc_BSchange","mean_abs_BSchange","median_abs_BSchange","max95_abs_BSchange","LEVEL_NAME","LAT","LONG","REALM_LONG","CONTINENT","X_COORD","Y_COORD","ISISLAND","PalmPresAbs","CH_Mean","CH_PercCover","bio1_mean","bio4_mean","bio15_mean","bio12_mean"
"NWC","New Caledonia","Pacific",39,1.67512820512821,1.6,3.77428021159708,1.67512820512821,1.6,3.77428021159708,0.767913121155274,0.765086326713215,0.865748834617035,3.14999803527337,3.19931275715259,3.75605001205218,NA,NA,NA,NA,NA,NA,NA,175.1,148,304.571117957602,0.976203476870059,3,0,0,175.1,148,304.571117957602,0.976203476870059,3,0,0,0,0,0,0,0,0,"New Caledonia",-21.29461419,165.6718498,"Oceania","PACIFIC",15984779.16,-2655664.69,1,1,22.3575,0.33668581,222.446179203112,2056.61032332774,46.5886290229637,1682.05562406974
"NWG","New Guinea","Asia",177,1.99762711864407,1.35,5.46825270922065,1.99762711864407,1.35,5.46825270922065,0.821235080364779,0.802299823165644,1.03237226498278,2.70205231222687,2.94625036856187,3.75605001205218,391,19.8057813670337,13.55,55,12.0919491525424,9,40,1623.29173553719,267.7,8666.7,1.77203581911077,121,4,0,3410.43769230769,341.7,9732.6337705448,1.94242218878782,130,8,3,52.4,21.66,10.95,1787.1459567705,74,1065.93377054479,"New Guinea",-5.345954432,140.8323421,"Australasia","ASIA-TROPICAL",13587216.28,-679375.3791,1,1,22.0357,0.870742582,233.052607736673,419.942123676812,26.8683085565275,3193.16233227453
"NWG",NA,NA,177,1.99762711864407,1.35,5.46825270922065,1.99762711864407,1.35,5.46825270922065,0.821235080364779,0.802299823165644,1.03237226498278,2.70205231222687,2.94625036856187,3.75605001205218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZN","New Zealand North","Pacific",1,1.3,1.3,1.3,1.3,1.3,1.3,0.741827891430446,0.741827891430446,0.741827891430446,3.30053771258888,3.30053771258888,3.30053771258888,45,10.602682926878,8,30.6,4.38333333333333,3,10.5621996843926,29.95,29.95,44.2727614130628,0.935370383042242,2,0,0,25.4333333333333,16.4,42.546066196573,0.700152161760348,3,0,0,-17.76,-82.62,-4.06,-4.51666666666667,-13.55,-1.72669521648983,"New Zealand North",-38.57754677,175.7272133,"Oceania","AUSTRALASIA",16954527.69,-4561183.816,1,1,25.1747,0.468261879,128.055690854712,3088.22906601287,18.2327599573896,1493.92938798561
"NZS","New Zealand South","Pacific",1,1.3,1.3,1.3,1.3,1.3,1.3,0.741827891430446,0.741827891430446,0.741827891430446,3.30053771258888,3.30053771258888,3.30053771258888,28,9.58040000008,7.8,18.8384457694289,3.89181818181818,3,10.9544511501033,29.95,29.95,44.2727614130628,0.935370383042242,2,0,0,25.4333333333333,16.4,42.546066196573,0.700152161760348,3,0,0,-17.76,-82.62,-4.06,-4.51666666666667,-13.55,-1.72669521648983,"New Zealand South",-44.02210795,170.4795984,"Oceania","AUSTRALASIA",16452989.35,-5084847.047,1,1,22.5622,0.279745311,81.6853780762626,3271.44404507873,13.6131133769219,1573.95402374157
"OGA","Ogasawara-shoto","Asia",2,1.975,1.975,2.39062987855688,1.975,1.975,2.39062987855688,0.864865014076289,0.864865014076289,0.951316618022339,3.50298762346146,3.50298762346146,3.54853885340779,23,25.1299206350952,10.3,57.72666667,13.7792307692308,9,42.8463112811585,397.2,397.2,397.2,NA,1,0,0,397.2,397.2,397.2,NA,1,0,0,0,0,0,0,0,0,"Ogasawara-shoto",27.00805056,142.1177575,"Oceania","ASIA-TEMPERATE",13712423.61,3322237.204,1,1,NA,NA,230.146701858704,3478.59937700019,26.5423415999815,1431.38554216868
"OKL","Oklahoma","Americas",1,0.8,0.8,0.8,0.8,0.8,0.8,1.11628869948301,1.11628869948301,1.11628869948301,3.19931275715259,3.19931275715259,3.19931275715259,38,15.7104521593889,7.95,42.2948505291636,7.91500000222222,4,20.000000012,5642.94230769231,121.8,16157.1456288842,2.42604320889992,26,2,1,611784.883333333,2375,6074760.48534284,3.93189501908193,60,33,29,99.08,94.87,99.73,606141.941025641,2253.2,6058603.33971395,"Oklahoma",35.58437196,-97.50981445,"Nearctic","NORTHERN AMERICA",-9407670.437,4258194.504,0,1,18.5569,0.022016314,159.24298020462,8698.67424236036,38.7345725908376,874.050227430422
"OMA","Oman","Asia",3,3.2,1.3,5.91537894576606,3.2,1.3,5.91537894576606,1.10915611266296,1.15210668981848,1.18224962194494,2.45699641728648,2.84502541312558,3.71049878210585,36,29.3878494622581,13,107.238052947636,10.8410526315789,8,28.2985757632922,15874.2272727273,3500,60477.5765883521,2.45149712934276,11,4,1,81218.0416666667,3500,60477.5765883521,2.86697417258021,12,5,2,80.45,0,0,65343.8143939394,0,0,"Oman",20.60235703,56.11008942,"Palearctic","ASIA-TEMPERATE",5412476.436,2568597.697,0,1,NA,NA,281.329124509412,4965.26221568161,111.352128881292,64.0927896672254
"PAK","Pakistan","Asia",4,3.2375,2.325,5.99824685967549,3.2375,2.325,5.99824685967549,1.09628644513983,1.12140555524523,1.15250208321828,2.16175696393064,2.54135054681672,2.82984166981014,93,24.7655063291139,9.8,102.256518256357,10.5797058823529,7,31.6543835826888,15047.0738095238,762.1,96677.9725926017,2.76800856077661,42,9,3,203671.853061224,936.9,832309.45857582,3.46073098302858,49,15,9,92.61,18.66,88.38,188624.779251701,174.8,735631.485983218,"Pakistan",29.35662305,68.78919169,"IndoMalay","ASIA-TROPICAL",6631716.504,3573550.431,0,1,33.9932,0.005876648,229.350620704193,7176.29514789662,96.4306676447625,285.382628986697
"PAN","Panamá","Americas",122,1.69662871377869,1.2175,4.95953489891069,1.69662871377869,1.2175,4.95953489891069,0.963496031108199,0.964411117086538,1.20176344914719,2.05306459374905,2.41481935252136,3.75351938816627,301,20.5658421362324,12,68.3846660808608,10.8746562499562,8,27.5247866088308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAN",NA,NA,122,1.69662871377869,1.2175,4.95953489891069,1.69662871377869,1.2175,4.95953489891069,0.963496031108199,0.964411117086538,1.20176344914719,2.05306459374905,2.41481935252136,3.75351938816627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAR","Paraguay","Americas",23,2.1952012026087,1.75,5.17652774434069,2.1952012026087,1.75,5.17652774434069,0.951780775491677,0.934407735571767,1.06953924456465,1.81297097617734,1.73155090332642,3.34608894253521,226,20.8574128087083,12.175,69.3540043583624,10.0086645963354,8,24.83333333,6842.74769230769,100.3,23159.0747016241,2.61745145593876,65,7,2,411547.176146789,1000,2571453.16265032,4.21656032058542,109,50,42,98.34,89.97,99.1,404704.428454481,899.7,2548294.08794869,"Paraguay",-23.23612887,-58.39095178,"Neotropics","SOUTHERN AMERICA",-5635963.682,-2880147.332,0,1,6.93726,0.233903033,236.623347919395,3324.68701067381,44.3258440956846,1192.26286691466
"PAR",NA,NA,23,2.1952012026087,1.75,5.17652774434069,2.1952012026087,1.75,5.17652774434069,0.951780775491677,0.934407735571767,1.06953924456465,1.81297097617734,1.73155090332642,3.34608894253521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PER","Peru","Americas",130,2.90655577567692,2,8,2.90655577567692,2,8,1.02052477587182,1.0372100195216,1.20960154183748,2.10608323844068,2.33890063594414,3.68266191936087,403,26.6713232719554,15,75,12.9363508063065,10,35.4534216663175,4101.7880952381,64.35,9727.13180788254,2.38972431242553,210,10,4,150669.730416667,112,204467.359771733,3.44593022160149,240,40,31,97.28,42.54,95.24,146567.942321429,47.65,194740.22796385,"Peru",-9.163771326,-74.37540668,"Neotropics","SOUTHERN AMERICA",-7178030.232,-1153965.985,0,1,18.7303,0.57637744,185.715991727816,757.599140001391,58.8024752499109,1619.38585388049
"PER",NA,NA,130,2.90655577567692,2,8,2.90655577567692,2,8,1.02052477587182,1.0372100195216,1.20960154183748,2.10608323844068,2.33890063594414,3.68266191936087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHI","Philippines","Asia",115,1.84613043478261,1.4,5,1.84613043478261,1.4,5,0.823349718332865,0.819976233980547,1.00539248005477,2.0462284821827,2.38951311366229,3.75605001205218,321,22.5644809601987,14.575,67.9815504634378,12.0773952094551,9,38.4292941146287,3395.76825396825,225,28850.1938301473,1.86735639556741,63,4,3,3395.76825396825,225,28850.1938301473,1.86735639556741,63,4,3,0,0,0,0,0,0,"Philippines",11.74740203,122.8736074,"IndoMalay","ASIA-TROPICAL",11857234.83,1478916.819,1,1,24.1241,0.168692872,256.402123161991,785.55423539704,51.8218333422403,2397.03574914907
"PHI",NA,NA,115,1.84613043478261,1.4,5,1.84613043478261,1.4,5,0.823349718332865,0.819976233980547,1.00539248005477,2.0462284821827,2.38951311366229,3.75605001205218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POR","Portugal","Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,9.42104769648,7.75,21.6192267405679,4.35342105263158,4,10.1839937614702,15522.5125,1670.4,49298.6068307261,2.42848948476373,8,2,1,1203280.625,13000,5323481.04063252,3.75786092016487,20,13,11,98.71,87.15,99.07,1187758.1125,11329.6,5274182.4338018,"Portugal",39.69200391,-7.962368958,"Palearctic","EUROPE",-768603.4159,4672744.836,0,1,22.8782,0.117064397,152.028329984374,4801.65025100538,55.4940771135253,866.527440686447
"POR","Portugal","Asia",1,1.3,1.3,1.3,1.3,1.3,1.3,0.91998750569645,0.91998750569645,0.91998750569645,3.45237514574331,3.45237514574331,3.45237514574331,NA,NA,NA,NA,NA,NA,NA,15522.5125,1670.4,49298.6068307261,2.42848948476373,8,2,1,1203280.625,13000,5323481.04063252,3.75786092016487,20,13,11,98.71,87.15,99.07,1187758.1125,11329.6,5274182.4338018,"Portugal",39.69200391,-7.962368958,"Palearctic","EUROPE",-768603.4159,4672744.836,0,1,22.8782,0.117064397,152.028329984374,4801.65025100538,55.4940771135253,866.527440686447
"PUE","Puerto Rico","Americas",8,1.14625,1.345,1.46421257000205,1.14625,1.345,1.46421257000205,1.00174090571538,1.01139315635772,1.12759229903044,2.17441008336018,2.84502541312558,3.75351938816627,173,29.3375098039346,14,100,11.6715264797196,8.5,37.1447124293782,30.85,31.45,45.5766653849576,0.565925969360319,4,0,0,3439.64285714286,42.2,8782.58101133281,2.67729721980968,7,1,0,99.1,25.47,99.48,3408.79285714286,10.75,8737.00434594785,"Puerto Rico",18.22093074,-66.46612748,"Neotropics","SOUTHERN AMERICA",-6413068.737,2286496.023,1,1,17.6349,0.481325337,255.450478530011,1096.44959982315,36.2901511167535,1612.83034594013
"QLD","Queensland","Pacific",42,1.625,1.3,3.38158231191632,1.625,1.3,3.38158231191632,0.836622628375786,0.813231287748544,0.980040785596558,2.56304160869592,3.0980878017163,3.70290691044812,322,26.3611506300137,15.8,71.2390342438751,14.8337797619048,9,42.5,1134.45263157895,276.55,5325.03035981058,1.87784109402626,38,1,0,93103.3234375,775.7,150000,3.40429321395275,64,22,20,98.78,64.35,96.45,91968.8708059211,499.15,144674.969640189,"Queensland",-22.57373668,144.5481795,"Australasia","AUSTRALASIA",13942878.19,-2787804.733,0,1,16.8357,0.029530962,234.895256805734,4521.380570397,73.9636573051293,625.035250884799
"QLD",NA,NA,42,1.625,1.3,3.38158231191632,1.625,1.3,3.38158231191632,0.836622628375786,0.813231287748544,0.980040785596558,2.56304160869592,3.0980878017163,3.70290691044812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REU","Réunion","Africa",6,1.95,1.625,3.80488332908262,1.95,1.625,3.80488332908262,0.879052659598779,0.849747031142491,1.06302688268547,2.21236944164878,2.38951311366229,3.50298762346146,78,32.9625952380714,11.166666665,110.547693389615,11.8740697674884,8.5,39.0246479929378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROD","Rodrigues","Africa",3,2.5,2,3.94142290966827,2.5,2,3.94142290966827,0.972086400729853,0.966039207556331,1.09749588377454,1.22542612614498,1.98461329191714,2.34902313148777,27,37.841597222,16.2875,120.29700491239,14.8450000001176,10,30.9790866626998,253.8,253.8,253.8,NA,1,0,0,253.8,253.8,253.8,NA,1,0,0,0,0,0,0,0,0,"Rodrigues",-19.71779025,63.41351669,"Afrotropics","AFRICA",6118534.618,-2467357.527,1,1,NA,NA,238.913570484081,1741.32016652781,41.8704095053506,1237.34965034965
"RWA","Rwanda","Africa",4,6.0375,5.375,10.5567483198076,6.0375,5.375,10.5567483198076,1.01348641553318,1.00371787271442,1.12282431979747,0.76991382668168,1.17481364842683,1.77204088550093,179,22.716472868186,11.916666665,78.6151831478983,9.50372340453191,8.000000003,19.3777232239453,74370.1207792208,371.5,85302.9561888859,2.99995069896371,77,18,7,77931.2536585366,600,131152.885968783,3.14643339755654,82,24,11,4.57,38.08,34.96,3561.1328793158,228.5,45849.9297798972,"Rwanda",-1.997967978,29.91720553,"Afrotropics","AFRICA",2886604.389,-254820.1425,0,1,16.9865,0.149519953,190.515821360984,715.76285481009,50.0812993829335,1184.9953445698
"RWA",NA,NA,4,6.0375,5.375,10.5567483198076,6.0375,5.375,10.5567483198076,1.01348641553318,1.00371787271442,1.12282431979747,0.76991382668168,1.17481364842683,1.77204088550093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM","Samoa","Pacific",8,3.73125,2.775,8.42901184096999,3.73125,2.775,8.42901184096999,0.748049522868587,0.779971725294186,0.79957858623756,2.5856364648201,3.30053771258888,3.75351938816627,NA,NA,NA,NA,NA,NA,NA,178.65,178.65,282.186781486304,1.32940459065214,2,0,0,293.8,290.6,502.100861904108,1.05693262244995,4,0,0,39.19,38.52,43.8,115.15,111.95,219.914080417804,"Samoa",-13.79663559,-172.031904,"Oceania","PACIFIC",-16598763.33,-1743529.645,1,1,NA,NA,248.794965051658,381.381046768915,42.4186659399069,3553.29315685722
"SAM","Samoa","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,21.2999174919802,14,56,12.9718965517241,10,40,178.65,178.65,282.186781486304,1.32940459065214,2,0,0,293.8,290.6,502.100861904108,1.05693262244995,4,0,0,39.19,38.52,43.8,115.15,111.95,219.914080417804,"Samoa",-13.79663559,-172.031904,"Oceania","PACIFIC",-16598763.33,-1743529.645,1,1,NA,NA,248.794965051658,381.381046768915,42.4186659399069,3553.29315685722
"SAM",NA,NA,8,3.73125,2.775,8.42901184096999,3.73125,2.775,8.42901184096999,0.748049522868587,0.779971725294186,0.79957858623756,2.5856364648201,3.30053771258888,3.75351938816627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAR","Sardegna","Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,9.07333753855172,7.85,19.6150528062548,3.918,3.5,8.51714651122792,20693.3833333333,3309.1,63991.5085891501,2.70608667425205,6,2,1,35952.7625,125,70114.3557103666,3.67873253157041,8,4,3,42.44,-2547.28,8.73,15259.3791666667,-3184.1,6122.84712121652,"Sardegna",42.15818981,9.105312296,"Palearctic","EUROPE",878516.2782,4915534.51,1,1,26.4717,0.509088682,133.470158729148,5176.37236664254,46.8201873092065,833.239838886855
"SAR","Sardegna","Asia",1,1.3,1.3,1.3,1.3,1.3,1.3,0.91998750569645,0.91998750569645,0.91998750569645,3.45237514574331,3.45237514574331,3.45237514574331,NA,NA,NA,NA,NA,NA,NA,20693.3833333333,3309.1,63991.5085891501,2.70608667425205,6,2,1,35952.7625,125,70114.3557103666,3.67873253157041,8,4,3,42.44,-2547.28,8.73,15259.3791666667,-3184.1,6122.84712121652,"Sardegna",42.15818981,9.105312296,"Palearctic","EUROPE",878516.2782,4915534.51,1,1,26.4717,0.509088682,133.470158729148,5176.37236664254,46.8201873092065,833.239838886855
"SAU","Saudi Arabia","Asia",3,3.4,1.9,6.14417527190659,3.4,1.9,6.14417527190659,1.15846399546243,1.15210668981848,1.18224962194494,2.82815458721954,2.84502541312558,3.71049878210585,55,23.3101333332,9.575,76.1846981028737,8.22263157894737,6,16.7862636169779,9718.79411764706,370,48389.5130954071,2.34312476816269,17,4,1,205424.285,1800,238646.620781179,3.25953248597698,20,8,4,95.27,79.44,79.72,195705.490882353,1430,190257.107685772,"Saudi Arabia",24.0233803,44.58510578,"Palearctic","ASIA-TEMPERATE",4308007.396,2959712.924,0,1,NA,NA,260.290969553523,7059.66470252904,108.319510922141,86.0963531717423
"SCA","South Carolina","Americas",4,1.4875,1.55,2.04242106606891,1.4875,1.55,2.04242106606891,1.05453755380726,1.09675161384548,1.11461409214265,2.90829101027326,3.22461899601166,3.33596644699158,46,15.0810991154091,8,38.424586853391,8.57291666833333,7.9125,20.000000009,8035.28571428571,156.55,17001.2131375937,2.64522545492809,14,1,1,782889.834285714,2297.8,7199545.97028133,4.12587423116233,35,20,20,98.97,93.19,99.76,774854.548571429,2141.25,7182544.75714373,"South Carolina",33.91755375,-80.90042082,"Nearctic","NORTHERN AMERICA",-7805498.635,4083381.937,0,1,20.2366,0.375116069,173.205576830722,6837.85112665404,21.2029480290382,1232.24811950231
"SCZ","Santa Cruz Is.","Pacific",4,5.3125,5.25,9.4232657906894,5.3125,5.25,9.4232657906894,0.784507120174326,0.74345598190024,0.934151892783656,2.1111444862125,2.1111444862125,3.67760067158905,NA,NA,NA,NA,NA,NA,NA,140.766666666667,110,242.694846862469,0.861669952578566,3,0,0,172.35,187.5,266.783942312837,0.828587494135773,4,0,0,18.33,41.33,9.03,31.5833333333333,77.5,24.0890954503683,"Santa Cruz Is.",-10.99211357,166.2240525,"Oceania","PACIFIC",16038299.15,-1393841.087,1,1,NA,NA,262.452370880656,384.296630197867,12.2798838980625,5007.14161849711
"SCZ","Santa Cruz Is.","Pacific",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,27.1456746032619,18.75,95.4169278160384,18.996875,9.15,53.1621721923824,140.766666666667,110,242.694846862469,0.861669952578566,3,0,0,172.35,187.5,266.783942312837,0.828587494135773,4,0,0,18.33,41.33,9.03,31.5833333333333,77.5,24.0890954503683,"Santa Cruz Is.",-10.99211357,166.2240525,"Oceania","PACIFIC",16038299.15,-1393841.087,1,1,NA,NA,262.452370880656,384.296630197867,12.2798838980625,5007.14161849711
"SEN","Senegal","Africa",9,6.76666666666667,7.5,13.7191515578198,6.76666666666667,7.5,13.7191515578198,1.01591562988493,1.00883472847662,1.13545365015602,1.0342234325431,0.972363737554256,3.01710783736727,142,41.5638974358462,21.225,165.821540084422,14.7377702704459,11,46.6904043963408,128826.572093023,3180,81440.894312427,2.88602530563664,43,14,5,148621.915909091,3300,183051.120207383,3.03938396205548,44,16,7,13.32,3.64,55.51,19795.3438160677,120,101610.225894956,"Senegal",14.36697954,-14.46817708,"Afrotropics","AFRICA",-1395786.365,1813184.952,0,1,4.93134,0.028197347,284.9850555849,2156.99324703465,138.025996212084,654.659119268073
"SEY","Seychelles","Africa",5,1.41,1.2,2.15867994188328,1.41,1.2,2.15867994188328,0.890774910981294,0.891612214651473,0.970132692166098,2.9563728641055,2.69318797997115,3.75605001205218,54,40.4932701565306,25,109.596214885214,15.6546551724828,9.290000002,40,457,457,457,NA,1,0,0,457,457,457,NA,1,0,0,0,0,0,0,0,0,"Seychelles",-4.702082011,55.52213886,"Afrotropics","AFRICA",5357112.431,-599117.3115,1,1,NA,NA,261.961548916129,684.235848765833,43.2705842331794,2457.99667774086
"SEY",NA,NA,5,1.41,1.2,2.15867994188328,1.41,1.2,2.15867994188328,0.890774910981294,0.891612214651473,0.970132692166098,2.9563728641055,2.69318797997115,3.75605001205218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIC","Sicilia","Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,9.20309531448684,8,17.6252956250328,3.40441176470588,3,7.51758646650045,13821.6666666667,178.3,48648.398961326,2.91141424140799,9,2,1,1267231.07368421,16250,5323481.04063252,4.29907469019646,19,12,10,98.91,98.9,99.09,1253409.40701754,16071.7,5274832.6416712,"Sicilia",37.56597162,14.14648274,"Palearctic","EUROPE",1365035.034,4463429.834,1,1,23.5801,0.075899319,159.204094291466,5371.61471867302,57.2660210896462,532.470700921091
"SIC","Sicilia","Asia",1,1.3,1.3,1.3,1.3,1.3,1.3,0.91998750569645,0.91998750569645,0.91998750569645,3.45237514574331,3.45237514574331,3.45237514574331,NA,NA,NA,NA,NA,NA,NA,13821.6666666667,178.3,48648.398961326,2.91141424140799,9,2,1,1267231.07368421,16250,5323481.04063252,4.29907469019646,19,12,10,98.91,98.9,99.09,1253409.40701754,16071.7,5274832.6416712,"Sicilia",37.56597162,14.14648274,"Palearctic","EUROPE",1365035.034,4463429.834,1,1,23.5801,0.075899319,159.204094291466,5371.61471867302,57.2660210896462,532.470700921091
"SIE","Sierra Leone","Africa",11,4.49090909090909,2.85,8.87411967464942,4.49090909090909,2.85,8.87411967464942,0.991496622174926,0.988367305427789,1.13489544770923,1.52449985811583,1.8327758587627,3.07278156285723,170,39.1779874214465,28,115.490478554379,18.1867894738211,15,41.4386642801901,74735.8985714286,875,71364.4375952385,2.7319575192011,70,18,6,75816.4434782609,1100,71489.7605941803,2.74257584364619,69,18,6,1.43,20.45,0.18,1080.54490683231,225,125.32299894176,"Sierra Leone",8.560340924,-11.7921029,"Afrotropics","AFRICA",-1137772.452,1087865.645,0,1,15.3288,0.552921447,254.384977902579,1320.78020337273,81.9630288684841,2688.35151628298
"SIN","Sinai","Asia",1,7,7,7,7,7,7,1.15210668981848,1.15210668981848,1.15210668981848,2.84502541312558,2.84502541312558,2.84502541312558,9,18.702083333375,12.1333333335,42.1049350817929,2.12666666666667,2,2.88079350237665,21030.5846153846,5318.2,92814.9410750841,2.64670986363288,13,6,2,248994.929411765,12717.9,362742.792639622,3.08117505658728,17,11,5,91.55,58.18,74.41,227964.34479638,7399.7,269927.851564538,"Sinai",29.70447218,33.76803901,"Palearctic","ASIA-TEMPERATE",3258259.469,3624807.819,0,1,NA,NA,202.220281998012,5690.27543572372,105.290891046212,37.7331174046425
"SOL","Solomon Is.","Asia",27,2.30444444444444,1.4,7.54502629924318,2.30444444444444,1.4,7.54502629924318,0.810483346691062,0.794857123875158,0.995577420365445,2.61258292286448,2.84502541312558,3.6953150387904,159,23.903638322,14.275,58.6748880277435,14.543095238127,10,40,324.644,232.9,713.298969414375,1.15420652372987,25,0,0,364.382142857143,283.35,893.333121718641,1.16562517359136,28,0,0,10.91,17.8,20.15,39.7381428571429,50.45,180.034152304266,"Solomon Is.",-8.147972776,158.3400507,"Oceania","ASIA-TROPICAL",15276858.78,-1034940.432,1,1,21.9363,0.213637807,256.160468810087,378.391053585047,21.5273280049412,3377.60069650091
"SOM","Somalia","Africa",6,3.86666666666667,3.25,7.44400567196335,3.86666666666667,3.25,7.44400567196335,1.04418755010643,1.01930102435387,1.17362074245503,1.75685714218549,1.2001198872859,3.79400937034078,104,31.722,15,121.478627400445,12.9072972972973,9,40.9534502215844,138336.102857143,3975,86739.9462500459,2.82363289122081,35,11,4,323567.361538462,4062.5,534236.919266008,3.23013519214392,39,16,9,57.25,2.15,83.76,185231.258681319,87.5,447496.973015962,"Somalia",6.063713497,45.86255927,"Afrotropics","AFRICA",4424060.471,768056.7507,0,1,14.3646,4.32242e-05,266.043699709343,1536.02497657359,104.217218201891,289.925328203472
"SPA","Spain","Asia",1,1.3,1.3,1.3,1.3,1.3,1.3,0.91998750569645,0.91998750569645,0.91998750569645,3.45237514574331,3.45237514574331,3.45237514574331,NA,NA,NA,NA,NA,NA,NA,26433.65,1670.4,131200.886039033,2.66894227442375,12,4,2,1145987.5,12600,4994585.49567409,3.86063115996385,21,13,11,97.69,86.74,97.37,1119553.85,10929.6,4863384.60963505,"Spain",40.39417332,-3.551694381,"Palearctic","EUROPE",-343136.3533,4737686.214,0,1,22.1551,0.143478863,135.158880140139,5908.58286653296,39.0891991957936,670.911323860338
"SPA","Spain","Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,9.24586427611811,7.8,19.7873752412726,3.71338709677419,3.05,8.36660026534076,26433.65,1670.4,131200.886039033,2.66894227442375,12,4,2,1145987.5,12600,4994585.49567409,3.86063115996385,21,13,11,97.69,86.74,97.37,1119553.85,10929.6,4863384.60963505,"Spain",40.39417332,-3.551694381,"Palearctic","EUROPE",-343136.3533,4737686.214,0,1,22.1551,0.143478863,135.158880140139,5908.58286653296,39.0891991957936,670.911323860338
