"LEVEL_3_CO","ID","LEVEL_NAME","REGION_NAM","CONTINENT","id","SpecName","falsePos"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Platyrrhinus_nigellus","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Platyrrhinus_nigellus","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Platyrrhinus_nigellus","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Platyrrhinus_nigellus","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Platyrrhinus_recifinus","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Platyrrhinus_recifinus","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Platyrrhinus_recifinus","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Platyrrhinus_recifinus","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Platyrrhinus_umbratus","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Platyrrhinus_umbratus","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Platyrrhinus_vittatus","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Platyrrhinus_vittatus","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Platyrrhinus_vittatus","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Platyrrhinus_vittatus","No"
"AGE",3,"Argentina Northeast","Southern South America","SOUTHERN AMERICA","2","Pygoderma_bilabiatum","No"
"AGW",5,"Argentina Northwest","Southern South America","SOUTHERN AMERICA","4","Pygoderma_bilabiatum","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Pygoderma_bilabiatum","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Pygoderma_bilabiatum","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Pygoderma_bilabiatum","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Pygoderma_bilabiatum","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Pygoderma_bilabiatum","No"
"PAR",257,"Paraguay","Southern South America","SOUTHERN AMERICA","257","Pygoderma_bilabiatum","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Rhinophylla_alethina","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Rhinophylla_alethina","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Rhinophylla_fischerae","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Rhinophylla_fischerae","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Rhinophylla_fischerae","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Rhinophylla_fischerae","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Rhinophylla_fischerae","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Rhinophylla_fischerae","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Rhinophylla_fischerae","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Rhinophylla_pumilio","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Rhinophylla_pumilio","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Rhinophylla_pumilio","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Rhinophylla_pumilio","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Rhinophylla_pumilio","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Rhinophylla_pumilio","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Rhinophylla_pumilio","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Rhinophylla_pumilio","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Rhinophylla_pumilio","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Rhinophylla_pumilio","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Rhinophylla_pumilio","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Rhinophylla_pumilio","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Scleronycteris_ega","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Scleronycteris_ega","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Scleronycteris_ega","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Sphaeronycteris_toxophyllum","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Sphaeronycteris_toxophyllum","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Sphaeronycteris_toxophyllum","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Sphaeronycteris_toxophyllum","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Sphaeronycteris_toxophyllum","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Sphaeronycteris_toxophyllum","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Sphaeronycteris_toxophyllum","No"
"LEE",171,"Leeward Is. AB Ant","Caribbean","SOUTHERN AMERICA","171","Stenoderma_rufum","No"
"PUE",267,"Puerto Rico","Caribbean","SOUTHERN AMERICA","267","Stenoderma_rufum","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Sturnira_aratathomasi","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Sturnira_bidens","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Sturnira_bidens","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Sturnira_bidens","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Sturnira_bidens","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Sturnira_bogotensis","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Sturnira_bogotensis","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Sturnira_bogotensis","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Sturnira_bogotensis","No"
"AGW",5,"Argentina Northwest","Southern South America","SOUTHERN AMERICA","4","Sturnira_erythromos","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Sturnira_erythromos","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Sturnira_erythromos","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Sturnira_erythromos","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Sturnira_erythromos","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Sturnira_erythromos","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Sturnira_erythromos","No"
"AGE",3,"Argentina Northeast","Southern South America","SOUTHERN AMERICA","2","Sturnira_lilium","No"
"AGW",5,"Argentina Northwest","Southern South America","SOUTHERN AMERICA","4","Sturnira_lilium","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Sturnira_lilium","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Sturnira_lilium","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Sturnira_lilium","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Sturnira_lilium","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Sturnira_lilium","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Sturnira_lilium","No"
"PAR",257,"Paraguay","Southern South America","SOUTHERN AMERICA","257","Sturnira_lilium","No"
"URU",NA,NA,"Southern South America","SOUTHERN AMERICA","339","Sturnira_lilium","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Sturnira_ludovici","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Sturnira_ludovici","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Sturnira_ludovici","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Sturnira_luisi","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Sturnira_luisi","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Sturnira_luisi","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Sturnira_luisi","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Sturnira_luisi","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Sturnira_luisi","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Sturnira_magna","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Sturnira_magna","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Sturnira_magna","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Sturnira_magna","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Sturnira_magna","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Sturnira_mistratensis","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Sturnira_mordax","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Sturnira_mordax","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Sturnira_nana","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Sturnira_nana","No"
"AGW",5,"Argentina Northwest","Southern South America","SOUTHERN AMERICA","4","Sturnira_oporaphilum","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Sturnira_oporaphilum","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Sturnira_oporaphilum","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Sturnira_oporaphilum","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Sturnira_oporaphilum","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Sturnira_sorianoi","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Sturnira_sorianoi","No"
"TRT",327,"Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","327","Sturnira_tildae","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Sturnira_tildae","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Sturnira_tildae","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Sturnira_tildae","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Sturnira_tildae","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Sturnira_tildae","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Sturnira_tildae","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Sturnira_tildae","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Sturnira_tildae","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Sturnira_tildae","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Sturnira_tildae","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Sturnira_tildae","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Sturnira_tildae","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Sturnira_tildae","No"
"BLZ",36,"Belize","Central America","SOUTHERN AMERICA","35","Tonatia_saurophila","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Tonatia_saurophila","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Tonatia_saurophila","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Tonatia_saurophila","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Tonatia_saurophila","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Tonatia_saurophila","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Tonatia_saurophila","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Tonatia_saurophila","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Tonatia_saurophila","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Tonatia_saurophila","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Tonatia_saurophila","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Tonatia_saurophila","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Tonatia_saurophila","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Tonatia_saurophila","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Tonatia_saurophila","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Tonatia_saurophila","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Tonatia_saurophila","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Tonatia_saurophila","No"
"TRT",327,"Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","327","Tonatia_saurophila","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Tonatia_saurophila","No"
"BLZ",36,"Belize","Central America","SOUTHERN AMERICA","35","Trinycteris_nicefori","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Trinycteris_nicefori","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Trinycteris_nicefori","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Trinycteris_nicefori","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Trinycteris_nicefori","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Trinycteris_nicefori","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Trinycteris_nicefori","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Trinycteris_nicefori","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Trinycteris_nicefori","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Trinycteris_nicefori","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Trinycteris_nicefori","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Trinycteris_nicefori","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Trinycteris_nicefori","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Trinycteris_nicefori","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Trinycteris_nicefori","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Trinycteris_nicefori","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Trinycteris_nicefori","No"
"TRT",327,"Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","327","Trinycteris_nicefori","No"
"TRT",327,"Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","327","Uroderma_bilobatum","No"
"BLZ",36,"Belize","Central America","SOUTHERN AMERICA","35","Uroderma_bilobatum","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Uroderma_bilobatum","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Uroderma_bilobatum","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Uroderma_bilobatum","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Uroderma_bilobatum","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Uroderma_bilobatum","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Uroderma_bilobatum","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Uroderma_bilobatum","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Uroderma_bilobatum","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Uroderma_bilobatum","No"
"ELS",100,"El Salvador","Central America","SOUTHERN AMERICA","100","Uroderma_bilobatum","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Uroderma_bilobatum","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Uroderma_bilobatum","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Uroderma_bilobatum","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Uroderma_bilobatum","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Uroderma_bilobatum","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Uroderma_bilobatum","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Uroderma_bilobatum","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Uroderma_bilobatum","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Uroderma_bilobatum","No"
"PAR",257,"Paraguay","Southern South America","SOUTHERN AMERICA","257","Uroderma_bilobatum","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Uroderma_bilobatum","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Uroderma_bilobatum","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Uroderma_bilobatum","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Uroderma_magnirostrum","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Uroderma_magnirostrum","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Uroderma_magnirostrum","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Uroderma_magnirostrum","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Uroderma_magnirostrum","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Uroderma_magnirostrum","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Uroderma_magnirostrum","No"
"ELS",100,"El Salvador","Central America","SOUTHERN AMERICA","100","Uroderma_magnirostrum","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Uroderma_magnirostrum","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Uroderma_magnirostrum","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Uroderma_magnirostrum","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Uroderma_magnirostrum","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Uroderma_magnirostrum","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Uroderma_magnirostrum","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Uroderma_magnirostrum","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Uroderma_magnirostrum","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Uroderma_magnirostrum","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Uroderma_magnirostrum","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Uroderma_magnirostrum","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Vampyriscus_bidens","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Vampyriscus_bidens","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Vampyriscus_bidens","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Vampyriscus_bidens","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Vampyriscus_bidens","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Vampyriscus_bidens","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Vampyriscus_bidens","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Vampyriscus_bidens","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Vampyriscus_bidens","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Vampyriscus_bidens","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Vampyriscus_brocki","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Vampyriscus_brocki","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Vampyriscus_brocki","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Vampyriscus_brocki","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Vampyriscus_brocki","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Vampyriscus_nymphaea","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Vampyriscus_nymphaea","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Vampyriscus_nymphaea","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Vampyriscus_nymphaea","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Vampyriscus_nymphaea","No"
"AGE",3,"Argentina Northeast","Southern South America","SOUTHERN AMERICA","2","Vampyressa_pusilla","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Vampyressa_pusilla","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Vampyressa_pusilla","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Vampyressa_pusilla","No"
"PAR",257,"Paraguay","Southern South America","SOUTHERN AMERICA","257","Vampyressa_pusilla","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Vampyressa_thyone","No"
"GUA",124,"Guatemala","Central America","SOUTHERN AMERICA","124","Vampyressa_thyone","No"
"MXT",211,"Mexico Southeast","Mexico","NORTHERN AMERICA","211","Vampyressa_thyone","No"
"BLZ",36,"Belize","Central America","SOUTHERN AMERICA","35","Vampyressa_thyone","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Vampyressa_thyone","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Vampyressa_thyone","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Vampyressa_thyone","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Vampyressa_thyone","No"
"COS",78,"Costa Rica","Central America","SOUTHERN AMERICA","78","Vampyressa_thyone","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Vampyressa_thyone","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Vampyressa_thyone","No"
"HON",131,"Honduras","Central America","SOUTHERN AMERICA","131","Vampyressa_thyone","No"
"MXG",207,"Mexico Gulf","Mexico","NORTHERN AMERICA","207","Vampyressa_thyone","No"
"MXS",210,"Mexico Southwest","Mexico","NORTHERN AMERICA","210","Vampyressa_thyone","No"
"NIC",228,"Nicaragua","Central America","SOUTHERN AMERICA","228","Vampyressa_thyone","No"
"PAN",256,"Panama","Central America","SOUTHERN AMERICA","256","Vampyressa_thyone","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Vampyressa_thyone","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Vampyressa_thyone","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Vampyressa_thyone","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Vampyrodes_caraccioli","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Vampyrodes_caraccioli","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Vampyrodes_caraccioli","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Vampyrodes_caraccioli","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Vampyrodes_caraccioli","No"
"ECU",97,"Ecuador","Western South America","SOUTHERN AMERICA","97","Vampyrodes_caraccioli","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Vampyrodes_caraccioli","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Vampyrodes_caraccioli","No"
"PER",260,"Peru","Western South America","SOUTHERN AMERICA","260","Vampyrodes_caraccioli","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Vampyrodes_caraccioli","No"
"TRT",327,"Trinidad-Tobago","Caribbean","SOUTHERN AMERICA","327","Vampyrodes_caraccioli","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Vampyrodes_caraccioli","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Cacajao_hosomi","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Cacajao_hosomi","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Cacajao_hosomi","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Callicebus_barbarabrownae","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Callicebus_coimbrai","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Callicebus_melanochir","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Callicebus_melanochir","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Callicebus_nigrifrons","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Callicebus_nigrifrons","No"
"BZS",49,"Brazil South","Brazil","SOUTHERN AMERICA","48","Callicebus_nigrifrons","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Callicebus_personatus","No"
"BZL",47,"Brazil Southeast","Brazil","SOUTHERN AMERICA","46","Callicebus_personatus","No"
"BOL",37,"Bolivia","Western South America","SOUTHERN AMERICA","36","Chiropotes_albinasus","No"
"BZC",45,"Brazil West-Central","Brazil","SOUTHERN AMERICA","44","Chiropotes_albinasus","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Chiropotes_albinasus","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Chiropotes_chiropotes","No"
"CLM",68,"Colombia","Western South America","SOUTHERN AMERICA","67","Chiropotes_chiropotes","No"
"FRG",110,"French Guiana","Northern South America","SOUTHERN AMERICA","110","Chiropotes_chiropotes","No"
"GUY",126,"Guyana","Northern South America","SOUTHERN AMERICA","126","Chiropotes_chiropotes","No"
"SUR",308,"Surinam","Northern South America","SOUTHERN AMERICA","308","Chiropotes_chiropotes","No"
"VEN",343,"Venezuela","Northern South America","SOUTHERN AMERICA","343","Chiropotes_chiropotes","No"
"BZE",46,"Brazil Northeast","Brazil","SOUTHERN AMERICA","45","Chiropotes_satanas","No"
"BZN",48,"Brazil North","Brazil","SOUTHERN AMERICA","47","Chiropotes_satanas","No"
