"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"0_alpha"	"1_alpha"	"sigma0"	"1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"
13	"OUMA"	88812.7438298449	-177615.48765969	-177615.457853431	-177587.435871598	5	4.1e+09	7.3e+08	-6e+05	0.339997105249939	0.547006074404285	1e-09	1e-09	-70006815.8021168	1156517.50555708	1.56225474826576	0.0300703270622048
14	"OUMVA"	16451.2731822275	-32890.546364455	-32890.504614952	-32856.8842187451	6	1500	200	26	1.19284574237047e-08	0.170150124327486	1e-09	3.26978550068278e-08	0.485131422036473	0.000216567721833956	1.15417991810317	0.0706909517969095
14	"OUMA"	24088.1482220421	-48166.2964440842	-48166.2666378249	-48138.2446559927	5	5.9e+09	2.9e+07	570	3.37267845043948	1.13811333354965	1e-09	1e-09	1.31994335362359	1.03648017724244e+24	5.9401737949624e-120	4.66449743540226e-96
15	"OUMVA"	17718.3811388078	-35424.7622776156	-35424.7205281126	-35391.1001319057	6	1700	130	24	0.24277330060143	0.338951174368309	1e-09	0.00010515139746107	1.48484140740535	0.0191985259692889	0.873623103071335	0.07010204344126
15	"OUMA"	2009665.70882697	-4019321.41765394	-4019321.38784768	-4019293.36586585	5	9.5e+10	2.1e+10	-2.6e+07	0.328509391203909	0.524957504467377	1e-09	1e-09	124866020.945433	86633.592675791	-0.452353773496288	0.00757195656493905
16	"OUMVA"	32423.8378404357	-64835.6756808714	-64835.6339313684	-64802.0135351615	6	1500	200	27	0.112592385868735	0.859974022437292	1.02487963157687e-09	1.03722379830749e-09	-8435.30031898529	0	0.124639408026376	7.80768436088918e+22
16	"OUMA"	47022.5929123634	-94035.1858247269	-94035.1560184675	-94007.1340366353	5	6.9e+08	1e+08	43000	2.49983275612474e-05	0.624686343801158	1e-09	1e-09	24552529.3056273	3.5246670687585e+25	0.394280904760651	2404256411631013376
17	"OUMVA"	20720.9564750995	-41429.912950199	-41429.871200696	-41396.2508044891	6	5.7e+09	980	32	6.2233088374499e-09	0.169738924958781	1.00517812327654e-09	1.71353871771378	-2945.56975278724	31714252.0734194	1.67622837052955	396.127012900343
17	"OUMA"	24156.6539769804	-48303.3079539608	-48303.2781477015	-48275.2561658693	5	5.9e+09	2900000	1500	3.35930840811343	1.7268379993044	1.00411548903827e-09	1.00411548903827e-09	0.616190415473279	2382209792509038	1.63230204779333e-99	6.31052646218671e-84
18	"OUMVA"	16978.3447616328	-33944.6895232656	-33944.6477737626	-33911.0273775558	6	1500	220	24	0.0800855230156109	0.195472344939109	1e-09	1.57651280789176e-05	0.446447538794711	3.51194520393447e-05	1.01204077713207	0.0868412190151913
18	"OUMA"	126392.856126724	-252775.712253448	-252775.682447189	-252747.660465357	5	2e+09	4e+08	-570000	0.162065618361028	0.37098765772065	1e-09	1e-09	9732032.29503245	39803.2960124516	0.25906319375721	0.0161706667062563
19	"OUMV"	-1924.59337099245	3859.1867419849	3859.21654824422	3887.23853007647	5	1700	50	-0.054	0.42255613391347	0.42255613391347	0.380945796284504	0.260469419674655	0.523257737850555	0.0175211141616674	0.942200953053165	0.0745046934863896
