"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"X0_alpha"	"X1_alpha"	"sigma0"	"X1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"	"fit"	"delta"	"w"	"threshold"
24	"OUM"	-1950.48371893757	3908.96743787513	3908.98721049006	3931.42665933398	4	6e+09	1000	0	3.29313978016472	3.29313978016472	2.66725689580858	2.66725689580858	0.497041773160162	0.0145452940834028	1.02158570425466	0.0766543982856656	3908.98721049006	0	0.993174972877076	"75"
24	"OUM"	-1935.98455751747	3879.96911503494	3879.98897600813	3902.41054550819	4	6e+09	1000	0	3.2931191168998	3.2931191168998	2.65153007130501	2.65153007130501	0.497153903783967	0.0144983112744248	0.897451948579427	0.0823532429879304	3879.98897600813	0	0.997152238745369	"50"
24	"OUM"	-1927.72531773435	3863.4506354687	3863.47055578743	3885.88016117126	4	6e+09	1000	0	3.29313853725787	3.29313853725787	2.64541531884204	2.64541531884204	0.497254972285497	0.0144867587514593	0.79467848318064	0.0856755337605414	3863.47055578743	0	0.95265223148561	"25"
25	"OUM"	-1951.57391193957	3911.14782387915	3911.16759649407	3933.60704533799	4	5.7e+09	1000	0	3.38490487453424	3.38490487453424	2.75655847396029	2.75655847396029	0.495066836350867	0.0146091281271265	1.00681172994023	0.07537267567797	3911.16759649407	0	0.999999999212347	"75"
25	"OUM"	-1936.50369518433	3881.00739036866	3881.02725134185	3903.44882084192	4	5.7e+09	1000	0	3.38491106263065	3.38491106263065	2.73910853530616	2.73910853530616	0.495091925849355	0.0145640614228205	0.872651351446521	0.0801207729911338	3881.02725134185	0	0.999562867294675	"50"
25	"OUMV"	-1926.03668657272	3862.07337314544	3862.10326851166	3890.11028027364	5	5.7e+09	980	29	3.38479325502654	3.38479325502654	2.75605292886975	1.91015941998219	0.495102183553999	0.0146101494148318	0.78077556889905	0.0700352848616697	3862.10326851166	0	0.668842047754135	"25"
26	"OUMV"	-1910.36389940414	3830.72779880828	3830.75747239878	3858.80182563183	5	1700	120	33	0.259814167223405	0.259814167223405	0.240506094996207	0.324984152429583	0.534576281585969	0.019950181393028	1.07857713098366	0.10555812068862	3830.75747239878	0	0.664309577908072	"75"
26	"OUMV"	-1899.14681842595	3808.29363685189	3808.32344311121	3836.34542494346	5	1700	110	29	0.263548083637472	0.263548083637472	0.243143284850465	0.324102028747115	0.533609826512915	0.019823428396224	0.959307742008003	0.111237332682384	3808.32344311121	0	0.578831392717216	"50"
26	"OUMV"	-1892.33502937974	3794.67005875948	3794.69995412569	3822.70696588767	5	1700	110	27	0.264212925548855	0.264212925548855	0.243724876988312	0.32670252852701	0.533387670593287	0.0198074002634452	0.874110238089996	0.118316841835514	3794.69995412569	0	0.555775338607993	"25"
27	"OUM"	-1959.51519366996	3927.03038733992	3927.05015995484	3949.48960879876	4	5.6e+09	1000	0	3.43468860639835	3.43468860639835	2.81305655654508	2.81305655654508	0.498365508868186	0.0146642633579177	1.02338624625179	0.077031209145133	3927.05015995484	0	0.728473865367946	"75"
27	"OUM"	-1945.04981191541	3898.09962383083	3898.11948480401	3920.54105430408	4	5.6e+09	1000	0	3.43468082842206	3.43468082842206	2.79733335776736	2.79733335776736	0.498511100497501	0.0146258054000103	0.879846130177122	0.081412342662045	3898.11948480401	0	0.918766454335699	"50"
27	"OUM"	-1936.27396813281	3880.54793626562	3880.56785658435	3902.97746196818	4	5.6e+09	1000	0	3.43468512243119	3.43468512243119	2.78909098271112	2.78909098271112	0.498447135414914	0.0146058328326414	0.790810071696891	0.0856505695463545	3880.56785658435	0	0.990385357554778	"25"
28	"OUMV"	-1644.46712280773	3298.93424561546	3298.96391920596	3327.00827243901	5	1400	270	23	0.110080868069916	0.110080868069916	0.103551050325387	0.0694824325020217	0.671730584628252	0.0301575801799131	1.14914245012756	0.086295548442253	3298.96391920596	0	0.692378990131801	"75"
28	"OUMV"	-1634.34566872691	3278.69133745383	3278.72114371314	3306.74312554539	5	1400	260	19	0.11001300144739	0.11001300144739	0.103505637622136	0.0571237042834098	0.673373482851196	0.0301784887860984	1.02116420322959	0.0844938248145706	3278.72114371314	0	0.890119480145318	"50"
28	"OUMV"	-1627.81537491621	3265.63074983243	3265.66064519864	3293.66765696062	5	1400	250	15	0.111464302126917	0.111464302126917	0.104510974261617	0.0542633547907913	0.671216917651859	0.0298633255742737	0.90058411140703	0.0875700618620388	3265.66064519864	0	0.85216997657965	"25"
29	"OUMV"	-1927.01417912172	3864.02835824345	3864.05803183395	3892.102385067	5	1700	80	35	0.237459475631581	0.237459475631581	0.217842238146508	0.726847463645089	0.536873197858255	0.020020069384107	1.07306136137582	0.161813981494876	3864.05803183395	0	0.999999999866139	"75"
29	"OUMV"	-1914.64855494538	3839.29710989076	3839.32691615008	3867.34889798233	5	1700	81	32	0.235966290014924	0.235966290014924	0.216679576018308	0.770230345700036	0.537406144488273	0.0200700627698572	0.945771455730954	0.177377882092005	3839.32691615008	0	0.999999998066397	"50"
29	"OUMV"	-1908.52708815921	3827.05417631843	3827.08407168465	3855.09108344663	5	1700	80	27	0.235300948124361	0.235300948124361	0.216410547338747	0.858748340949882	0.537566184455605	0.0201076090801141	0.849364797087482	0.199808293195297	3827.08407168465	0	0.999999999840457	"25"
30	"OUM"	-1997.28309396819	4002.56618793637	4002.5859605513	4025.02540939522	4	5.8e+09	1000	0	3.36143792281147	3.36143792281147	2.86681149696076	2.86681149696076	0.497683962980653	0.0150044163302936	1.00365610183309	0.076988045738677	4002.5859605513	0	0.719326600739921	"75"
30	"OUMV"	-1981.26589558631	3972.53179117261	3972.56159743193	4000.58357926418	5	5.8e+09	980	33	3.36135291551038	3.36135291551038	2.87406956052627	2.13476571151948	0.49772512125497	0.0150279660267727	0.86297486992924	0.0703353469832851	3972.56159743193	0	0.566642066089092	"50"
30	"OUMV"	-1971.0343899241	3952.06877984819	3952.09867521441	3980.10568697639	5	5.8e+09	980	29	3.36143832247193	3.36143832247193	2.87299847265053	1.811208543784	0.497731236007702	0.0150232531723819	0.776298544602689	0.0683100909852428	3952.09867521441	0	0.835591257151127	"25"
31	"OUM"	-1913.41089935894	3834.82179871788	3834.8415713328	3857.28102017672	4	1700	93	0	0.270887897765642	0.270887897765642	0.25098498168012	0.25098498168012	0.540440934408055	0.0195738964792861	1.0908425774422	0.0889206006930348	3834.8415713328	0	0.592392157938231	"75"
31	"OUMV"	-1898.0439056475	3806.08781129499	3806.11761755431	3834.13959938656	5	1700	120	25	0.27011474639046	0.27011474639046	0.252588909691677	0.158097274070695	0.5402371137375	0.0196875703452919	0.952665966654262	0.074645498007144	3806.11761755431	0	0.869876889474958	"50"
31	"OUMV"	-1891.21997247657	3792.43994495313	3792.46984031935	3820.47685208133	5	1700	110	22	0.272916437693404	0.272916437693404	0.254394002834176	0.149775779600782	0.541437063752966	0.0195683904045017	0.838482678988199	0.0778437413424717	3792.46984031935	0	0.886252518174571	"25"
32	"OUM"	-1959.11227391554	3926.22454783109	3926.24432044602	3948.68376928993	4	5.6e+09	1000	0	3.41114216237518	3.41114216237518	2.80272816164555	2.80272816164555	0.498794359897132	0.0146986239505317	1.01425901889986	0.0768827411649739	3926.24432044602	0	0.729098867005494	"75"
