SpecName;accSpecies;PalmTribe;PalmSubfamily;Climbing;Acaulescent;Erect;StemSolitary;StemArmed;LeavesArmed;MaxStemHeight_m;MaxStemDia_cm;UnderstoreyCanopy;MaxLeafNumber;Max_Blade_Length_m;Max_Rachis_Length_m;Max_Petiole_length_m;AverageFruitLength_cm;MinFruitLength_cm;MaxFruitLength_cm;AverageFruitWidth_cm;MinFruitWidth_cm;MaxFruitWidth_cm;FruitSizeCategorical;FruitShape;FruitColorDescription;MainFruitColors;Conspicuousness;MDG;Africa;Asia;America;Pacific;accRealm;accAfrica;moist0_dry1
Acanthophoenix_crinita;crinita;Areceae;Arecoideae;0;0;1;1;1;1;10;20;canopy;15;2.3;NA;NA;0.65;0.6;0.7;0.5;NA;NA;small;NA;black;black;cryptic;0;1;0;0;0;AFRICA;1;0
Acanthophoenix_rousselii;rousselii;Areceae;Arecoideae;0;0;1;1;1;1;25;30;canopy;NA;3;NA;NA;2;NA;NA;0.8;NA;NA;small;ovoid;black;black;cryptic;0;1;0;0;0;AFRICA;1;0
Acanthophoenix_rubra;rubra;Areceae;Arecoideae;0;0;1;1;1;1;15;18;canopy;20;3.1;3;NA;1;NA;NA;0.7;NA;NA;small;ovoid;black;black;cryptic;0;1;0;0;0;AFRICA;1;0
Acoelorrhaphe_wrightii;wrightii;Trachycarpeae;Coryphoideae;0;0;1;0;0;1;9.1;15;canopy;25;1.3;0.7;0.65;0.7;NA;NA;0.7;0.5;0.9;small;ovoid;"orange-brown;_becomming_black";"brown;_black";cryptic;0;0;0;1;0;AMERICAS;0;1
Acrocomia_aculeata;aculeata;Cocoseae;Arecoideae;0;0;1;1;1;1;12;50;canopy;30;3.5;2.5;NA;4.25;3.5;5;4.6;3.8;5.4;large;ovoid;yellowish_green;green;cryptic;0;0;0;1;0;AMERICAS;0;0
Acrocomia_crispa;crispa;Cocoseae;Arecoideae;0;0;1;1;1;1;18;35;canopy;15;3;NA;0.65;2.5;NA;NA;1.8;NA;NA;small;globose;yellow_to_orange;"yellow;_orange";conspicuous;0;0;0;1;0;AMERICAS;0;0
Acrocomia_emensis;emensis;Cocoseae;Arecoideae;0;1;0;1;1;1;0;NA;understorey;NA;NA;NA;NA;2;NA;NA;2;NA;NA;small;NA;NA;NA;NA;0;0;0;1;0;AMERICAS;0;1
Acrocomia_glaucescens;glaucescens;Cocoseae;Arecoideae;0;0;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Acrocomia_hassleri;hassleri;Cocoseae;Arecoideae;0;1;0;1;1;1;0;NA;understorey;6;0.9;0.54;0.51;2.25;1.5;3;2.25;1.5;3;small;NA;brown;brown;cryptic;0;0;0;1;0;AMERICAS;0;1
Acrocomia_intumescens;intumescens;Cocoseae;Arecoideae;0;0;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;4.6;3.8;5.4;4.6;3.8;5.4;large;NA;dull_yellowish;yellow;cryptic;0;0;0;1;0;AMERICAS;0;0
Acrocomia_media;media;Cocoseae;Arecoideae;0;0;1;1;1;1;15;30;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;dull_yellowish;yellow;cryptic;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Acrocomia_totai;totai;Cocoseae;Arecoideae;0;0;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;3;2.5;3.5;3;2.5;3.5;small;NA;yellow_to_orange;"yellow;_orange";conspicuous;0;0;0;1;0;AMERICAS;0;0
Actinokentia_divaricata;divaricata;Areceae;Arecoideae;0;0;1;1;0;0;9;9;canopy;7;2.35;2.1;1.3;2.6;1.8;3.4;1.1;0.8;1.4;small;globose;red_to_dark_purple;"red;_purple";conspicuous;0;0;0;0;1;PACIFIC;0;0
Actinokentia_huerlimannii;huerlimannii;Areceae;Arecoideae;0;0;1;1;0;0;9;36;canopy;10;1.2;NA;0.22;3;NA;NA;1.3;NA;NA;small;globose;NA;NA;NA;0;0;0;0;1;PACIFIC;0;0
Actinorhytis_calapparia;calapparia;Areceae;Arecoideae;0;0;1;1;0;0;40;30;canopy;13;4.76;4.3;0.51;10;NA;NA;5.5;5;6;large;ovoid;reddish;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Adonidia_maturbongsii;maturbongsii;Areceae;Arecoideae;0;0;1;1;0;0;NA;NA;NA;NA;NA;NA;NA;2.3;NA;NA;1;NA;NA;small;NA;bright_orange_to_red;"orange;_red";conspicuous;0;0;0;0;1;PACIFIC;0;0
Adonidia_merrillii;merrillii;Areceae;Arecoideae;0;0;1;1;0;0;7;30;canopy;17;2.2;2;0.22;2.5;NA;NA;1.3;NA;NA;small;elongate;red;red;conspicuous;0;0;1;0;0;ASIA;0;0
Aiphanes_acanthophylla;acanthophylla;Cocoseae;Arecoideae;0;0;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1.4;NA;NA;1.4;NA;NA;small;NA;bright_red;red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_acaulis;acaulis;Cocoseae;Arecoideae;0;1;0;1;0;1;0;NA;understorey;10;1.83;1.33;0.33;1;NA;NA;1;NA;NA;small;NA;from_purple_to_vine_red;"purple;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_bicornis;bicornis;Cocoseae;Arecoideae;0;0;1;1;1;1;0.5;2.5;understorey;13;0.54;0.54;NA;0.6;NA;NA;0.8;NA;NA;small;ovoid;red-orange;"red;_orange";conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_buenaventurae;buenaventurae;Cocoseae;Arecoideae;0;0;1;2;NA;1;4;NA;understorey;8;0.22;0.78;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Aiphanes_chiribogensis;chiribogensis;Cocoseae;Arecoideae;0;0;1;1;1;1;3;6;understorey;9;1.45;1;0.5;1.1;NA;NA;1.1;1;1.2;small;globose;red;red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_deltoidea;deltoidea;Cocoseae;Arecoideae;0;0;1;2;1;1;2;6;understorey;12;2.95;1.9;1.1;1.3;NA;NA;0.7;NA;NA;small;globose;yellow;yellow;conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_duquei;duquei;Cocoseae;Arecoideae;0;0;1;1;1;1;5;5;understorey;9;1.35;1.1;0.28;1.05;0.9;1.2;NA;NA;NA;small;globose;red;red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_eggersii;eggersii;Cocoseae;Arecoideae;0;0;1;0;1;1;10;8;canopy;10;2.2;2.05;0.17;1.75;NA;NA;1.75;1.5;2;small;ovoid;bright_red;red;conspicuous;0;0;0;1;0;AMERICAS;0;1
Aiphanes_erinacea;erinacea;Cocoseae;Arecoideae;0;0;1;0;1;1;5;5;understorey;8;2.2;1.65;0.6;0.75;NA;NA;0.75;0.7;0.8;small;globose;dark_red_soon_turning_brown_or_black;"red;_brown;_black";conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_gelatinosa;gelatinosa;Cocoseae;Arecoideae;0;0;1;2;1;1;9;10;canopy;11;5.6;4;1.7;1.5;NA;NA;1.5;1;1.5;small;globose;"red_with_black_apex;_becomming_brown_or_shiny_black_at_maturity";"brown;_black";cryptic;0;0;0;1;0;AMERICAS;0;0
Aiphanes_graminifolia;graminifolia;Cocoseae;Arecoideae;0;0;1;0;1;1;5;2;understorey;6;0.89;0.89;NA;0.5;NA;NA;0.5;NA;NA;small;NA;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Aiphanes_grandis;grandis;Cocoseae;Arecoideae;0;0;1;1;1;1;21;20;canopy;10;5.5;2.5;2.75;2.15;NA;NA;2.15;2;3;small;elongate;dull_green;green;cryptic;0;0;0;1;0;AMERICAS;0;0
Aiphanes_hirsuta;hirsuta;Cocoseae;Arecoideae;0;0;1;0;1;1;10;10;canopy;8;2.94;1.94;NA;1.35;NA;NA;1.35;0.7;2;small;globose;"red_or_less_often_purple_or_white;_pinkish_red";"red;_purple;_white";conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_horrida;horrida;Cocoseae;Arecoideae;0;0;1;1;1;1;10;15;canopy;15;2;NA;NA;1.95;1.6;2.3;1.95;1.6;2.3;small;ovoid;"bright_red;_rarely_orange_or_white;_with_orange_mesocarp";red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_leiostachys;leiostachys;Cocoseae;Arecoideae;0;0;1;0;1;1;5;3;understorey;11;2.08;1.08;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Aiphanes_lindeniana;lindeniana;Cocoseae;Arecoideae;0;0;1;2;1;1;7;10;canopy;10;1.31;0.75;0.61;1.5;NA;NA;1.5;1.4;1.6;small;NA;red_to_orange;"red;_orange";conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_linearis;linearis;Cocoseae;Arecoideae;0;0;1;0;1;1;12;12;canopy;9;2.73;2.39;0.49;4.5;NA;NA;2.65;1.8;3.5;large;globose;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Aiphanes_macroloba;macroloba;Cocoseae;Arecoideae;0;0;1;0;1;1;3;3;understorey;8;1.86;1.5;0.41;1;NA;NA;0.7;NA;NA;small;ovoid;red_to_orange;"red;_orange";conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_minima;minima;Cocoseae;Arecoideae;0;0;1;1;1;1;18;50;canopy;9;4.2;3;1.25;1.4;1.2;1.6;1.55;1.4;1.7;small;globose;red;red;conspicuous;0;0;0;1;0;AMERICAS;0;1
Aiphanes_multiplex;multiplex;Cocoseae;Arecoideae;0;0;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1.6;NA;NA;1.45;NA;NA;small;NA;red;red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_parvifolia;parvifolia;Cocoseae;Arecoideae;0;0;1;1;0;1;2;3;understorey;10;0.95;0.7;0.28;0.85;0.7;1;NA;NA;NA;small;NA;orange_to_red;"orange;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_pilaris;pilaris;Cocoseae;Arecoideae;0;0;1;1;1;1;7;15;canopy;10;NA;NA;NA;4.7;NA;NA;4.7;NA;NA;large;ovoid;brown;brown;cryptic;0;0;0;1;0;AMERICAS;0;0
Aiphanes_simplex;simplex;Cocoseae;Arecoideae;0;0;1;0;1;1;4;2;understorey;9;0.96;0.7;0.29;0.9;NA;NA;0.9;0.8;1;small;ovoid;red;red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_spicata;spicata;Cocoseae;Arecoideae;0;1;0;1;0;1;0.3;2;understorey;12;1.05;0.8;0.25;1;NA;NA;0.9;NA;NA;small;NA;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Aiphanes_stergiosii;stergiosii;Cocoseae;Arecoideae;0;0;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;red-orange;"red;_orange";conspicuous;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Aiphanes_tricuspidata;tricuspidata;Cocoseae;Arecoideae;0;0;1;1;1;1;4.5;6;understorey;10;1.38;1.2;0.2;0.75;NA;NA;0.75;0.6;1;small;NA;"reddish-brown;_speckled_brown_and_red";brown;cryptic;0;0;0;1;0;AMERICAS;0;0
Aiphanes_ulei;ulei;Cocoseae;Arecoideae;0;0;1;1;1;1;6;5;canopy;15;2.5;1.8;0.75;0.7;NA;NA;0.7;NA;1;small;NA;red;red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Aiphanes_verrucosa;verrucosa;Cocoseae;Arecoideae;0;0;1;0;1;1;8;5;canopy;5;1.3;1.15;0.17;2.25;NA;NA;2.25;2;2.5;small;globose;greenish_white;white;cryptic;0;0;0;1;0;AMERICAS;0;0
Aiphanes_weberbaueri;weberbaueri;Cocoseae;Arecoideae;0;0;1;2;0;1;1.5;6;understorey;13;2;1.2;NA;0.85;NA;NA;0.85;0.7;1;small;ovoid;red_to_purple;"red;_purple";conspicuous;0;0;0;1;0;AMERICAS;0;0
Allagoptera_arenaria;arenaria;Cocoseae;Arecoideae;0;1;0;2;0;0;0.2;15;understorey;15;1.8;NA;1;1.6;1.2;2;1.15;1;1.3;small;NA;yellowish_green;green;cryptic;0;0;0;1;0;AMERICAS;0;0
Allagoptera_brevicalyx;brevicalyx;Cocoseae;Arecoideae;0;1;0;2;0;0;2;NA;understorey;8;1.2;NA;0.34;1.75;1.5;2;1.25;1;1.5;small;ovoid;yellowish_green;green;cryptic;0;0;0;1;0;AMERICAS;0;1
Allagoptera_campestris;campestris;Cocoseae;Arecoideae;0;1;0;1;0;0;0.2;NA;understorey;10;0.97;0.66;0.34;1.35;1.2;1.5;0.6;0.5;0.7;small;globose;yellowish_green;green;cryptic;0;0;0;1;0;AMERICAS;0;1
Allagoptera_caudescens;caudescens;Cocoseae;Arecoideae;0;0;1;1;0;0;8;25;canopy;16;4;NA;0.61;4.25;4;4.5;3.25;3;3.5;large;ovoid;greenish_brown;brown;cryptic;0;0;0;1;0;AMERICAS;0;0
Allagoptera_leucocalyx;leucocalyx;Cocoseae;Arecoideae;0;1;0;1;0;0;2;NA;understorey;30;2;1.3;0.75;2.65;2.3;3;1.75;1.5;2;small;ovoid;yellowish_green;green;cryptic;0;0;0;1;0;AMERICAS;0;1
Ammandra_decasperma;decasperma;Phytelepheae;Ceroxyloideae;0;1;0;1;0;0;1.5;15;understorey;10;4.5;4;3.25;10;NA;NA;10;8;12;large;globose;dark_brown;brown;cryptic;0;0;0;1;0;AMERICAS;0;0
Aphandra_natalia;natalia;Phytelepheae;Ceroxyloideae;0;0;1;1;0;0;11;30;canopy;36;6;5.4;1.6;4.75;NA;3.2;3.2;NA;NA;large;rounded;brown;brown;cryptic;0;0;0;1;0;AMERICAS;0;0
Archontophoenix_alexandrae;alexandrae;Areceae;Arecoideae;0;0;1;1;0;0;30;30;canopy;12;4.5;4;0.55;1.1;0.8;1.4;0.85;0.6;1.1;small;ovoid;bright_red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Archontophoenix_cunninghamiana;cunninghamiana;Areceae;Arecoideae;0;0;1;1;0;0;30;30;canopy;12;4.5;4;0.55;1.25;1;1.5;1.1;NA;1.5;small;ovoid;bright_red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Archontophoenix_maxima;maxima;Areceae;Arecoideae;0;0;1;1;0;0;22;30;canopy;11;5;3.4;1.7;1.25;1.1;1.4;0.9;0.7;1.1;small;globose;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Archontophoenix_myolensis;myolensis;Areceae;Arecoideae;0;0;1;1;0;0;20;30;canopy;12;4;3.8;0.22;1.7;1.3;2.1;1.1;1;1.2;small;globose;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Archontophoenix_purpurea;purpurea;Areceae;Arecoideae;0;0;1;1;0;0;25;45;canopy;15;6;4;2.1;2.3;2;2.6;2;1.8;2.2;small;globose;"red-crimson;_dark_red";red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Archontophoenix_tuckeri;tuckeri;Areceae;Arecoideae;0;0;1;1;0;0;20;26;canopy;12;3.15;1.75;1.45;2;1.5;2.5;1.25;1;1.5;small;ovoid;bright_red_to_dark_brick_red_at_maturity_(drying_dark_ocre);red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Areca_abdulrahmanii;abdulrahmanii;Areceae;Arecoideae;0;1;0;1;0;0;2.5;1.3;understorey;NA;1;NA;NA;4;NA;NA;1.2;NA;NA;large;NA;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Areca_ahmadii;ahmadii;Areceae;Arecoideae;0;1;0;1;0;0;0.08;2.5;understorey;NA;1;0.58;0.47;4.3;NA;NA;2;NA;NA;large;globose;black;black;cryptic;0;0;1;0;0;ASIA;0;0
Areca_andersonii;andersonii;Areceae;Arecoideae;0;1;0;1;0;0;2.5;1.3;understorey;NA;0.8;0.8;NA;2.1;NA;NA;0.7;NA;NA;small;ovoid;deep_green;green;cryptic;0;0;1;0;0;ASIA;0;0
Areca_arundinacea;arundinacea;Areceae;Arecoideae;0;1;0;0;0;0;2.5;0.8;understorey;8;0.5;NA;NA;1.9;NA;NA;1.1;NA;NA;small;elongate;bright_red;red;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_bakeri;bakeri;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;6.26;6;6.5;1.4;1.3;1.45;large;NA;young_fruit_dark_green;NA;NA;0;0;1;0;0;ASIA;0;0
Areca_brachypoda;brachypoda;Areceae;Arecoideae;0;1;0;1;0;0;0.06;0.3;understorey;NA;1.15;NA;0.45;2.2;NA;NA;0.5;NA;NA;small;globose;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Areca_caliso;caliso;Areceae;Arecoideae;0;0;1;1;0;0;6;12;canopy;6;2.15;NA;NA;3;NA;NA;1.6;NA;NA;small;globose;Bright_orange;orange;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_camarinensis;camarinensis;Areceae;Arecoideae;0;0;1;1;0;0;3;9;understorey;NA;1.5;NA;NA;5;3.5;5.5;1.7;1.5;2.5;large;globose;green_to_orange_to_red;"green;_orange;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_catechu;catechu;Areceae;Arecoideae;0;0;1;1;0;0;25;30;canopy;10;3.15;2.05;1.25;6.5;5;8;4.75;3.5;6;large;ovoid;"ripening_yellow;_orange;_red;_to_scarlet";"yellow;_orange;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_chaiana;chaiana;Areceae;Arecoideae;0;0;1;1;0;0;3;8;understorey;NA;1.15;NA;0.7;3;NA;NA;0.8;NA;NA;small;elongate;red_to_black;"red;_black";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_churchii;churchii;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;dull_green;green;cryptic;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Areca_concinna;concinna;Areceae;Arecoideae;0;0;1;0;0;0;5;6;understorey;8;2;1.5;0.18;3;NA;NA;1.2;NA;NA;small;ovoid;"red;_scarlet;_from_green_to_orange_to_red";"red;_green;_orange;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_congesta;congesta;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Areca_costulata;costulata;Areceae;Arecoideae;0;0;1;1;0;0;5;NA;understorey;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Areca_dayung;dayung;Areceae;Arecoideae;0;0;1;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Areca_dransfieldii;dransfieldii;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;3.8;NA;NA;1;NA;NA;small;NA;dark_green_in_immature_fruit;NA;NA;0;0;1;0;0;ASIA;0;0
Areca_furcata;furcata;Areceae;Arecoideae;0;0;1;0;0;0;2;2;understorey;NA;NA;NA;NA;1;NA;NA;0.4;NA;NA;small;ovoid;"pale_yellow_to_red;_bright_red";"yellow;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_gurita;gurita;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;NA;NA;small;NA;white_with_green_in_immature_fruit;NA;NA;0;0;1;0;0;ASIA;0;0
Areca_hutchinsoniana;hutchinsoniana;Areceae;Arecoideae;0;0;1;1;0;0;3;3;understorey;NA;2;NA;NA;3;NA;NA;1.7;NA;NA;small;globose;white_to_yellow_to_red;"white;_yellow;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_insignis;insignis;Areceae;Arecoideae;0;1;0;1;0;0;3.5;2.5;understorey;10;1.2;1.2;0;2.2;NA;NA;1;NA;NA;small;globose;moroon_with_green_tip;red;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_ipot;ipot;Areceae;Arecoideae;0;0;1;1;0;0;4;12.7;understorey;NA;2.4;2.4;NA;5;NA;NA;3;NA;NA;large;NA;red;red;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_jugahpunya;jugahpunya;Areceae;Arecoideae;0;1;0;2;0;0;1.5;15;understorey;NA;2.5;1.5;NA;5.5;NA;NA;1;NA;NA;large;NA;immature_dark_green;NA;NA;0;0;1;0;0;ASIA;0;0
Areca_kinabaluensis;kinabaluensis;Areceae;Arecoideae;0;0;1;1;0;0;5;2.5;understorey;6;1.5;NA;1.85;2;NA;NA;0.8;NA;NA;small;globose;whitish_green_to_reddish;green;cryptic;0;0;1;0;0;ASIA;0;0
Areca_klingkangensis;klingkangensis;Areceae;Arecoideae;0;0;1;1;0;0;4;10;understorey;NA;1.5;1.15;0.4;2.6;NA;NA;0.5;NA;NA;small;globose;yellow;yellow;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_laosensis;laosensis;Areceae;Arecoideae;0;0;1;2;0;0;6;4;canopy;12;1.26;1.19;0.09;7.5;7;8;5.5;5;6;large;ovoid;"orange;_infrequently_yellow";orange;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_ledermanniana;ledermanniana;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Areca_macrocalyx;macrocalyx;Areceae;Arecoideae;0;0;1;1;0;0;10;10;canopy;12;4;4;NA;3.75;3.5;4;2.5;NA;NA;small;ovoid;yellow_to_orange;"yellow;_orange";conspicuous;0;0;0;0;1;PACIFIC;0;0
Areca_mandacanii;mandacanii;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;4.49;NA;NA;2.29;NA;NA;large;NA;NA;NA;NA;0;0;0;0;1;PACIFIC;0;0
Areca_minuta;minuta;Areceae;Arecoideae;0;0;1;2;0;0;2;1.5;understorey;NA;0.3;0.3;NA;1.2;NA;NA;0.4;NA;NA;small;ovoid;orange_to_cherry_red;"orange;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_mogeana;mogeana;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;1.5;NA;NA;0.3;NA;NA;small;NA;light_orange_to_red_and_darker_red_at_tip_in_immature_fruits;NA;NA;0;0;1;0;0;ASIA;0;0
Areca_montana;montana;Areceae;Arecoideae;0;0;1;1;0;0;4;8;understorey;8;1.75;1.35;0.45;2.5;NA;NA;1.35;1.2;1.5;small;ovoid;deep_red;red;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_novohibernica;novohibernica;Areceae;Arecoideae;0;0;1;1;0;0;4;NA;understorey;5;1.5;NA;0.17;3.2;NA;NA;1.35;NA;NA;small;NA;green_turning_bright_red;"green;_red";conspicuous;0;0;0;0;1;PACIFIC;0;0
Areca_oxycarpa;oxycarpa;Areceae;Arecoideae;0;0;1;1;0;0;2;2.5;understorey;8;1.5;1.1;0.45;2.5;NA;NA;1.3;NA;NA;small;globose;bright_ochrish_yellow;yellow;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_parens;parens;Areceae;Arecoideae;0;0;1;1;0;0;25;15;canopy;NA;2.1;NA;NA;6;NA;NA;4;NA;NA;large;ovoid;white_to_green_to_reddish-orange;"white;_green;_orange";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_rheophytica;rheophytica;Areceae;Arecoideae;0;0;1;1;0;0;2;2;understorey;8;0.4;0.31;0.11;2;NA;NA;0.7;NA;NA;small;globose;"Pink;_merah_jambu;_red";"pink;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_ridleyana;ridleyana;Areceae;Arecoideae;0;0;1;2;0;0;2.5;NA;understorey;10;0.3;NA;NA;0.5;NA;0.8;0.4;NA;NA;small;NA;brilliant_red;red;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_riparia;riparia;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;2.4;2;2.8;1.25;1;1.5;small;NA;bright_crimson_skin_and_flesh;red;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_songthanhensis;songthanhensis;Areceae;Arecoideae;0;0;1;1;0;0;1.5;2;understorey;NA;NA;0.49;0.13;3;NA;NA;1.3;NA;NA;small;ellipsoid;red;red;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_subacaulis;subacaulis;Areceae;Arecoideae;0;1;0;1;0;0;1.5;3.5;understorey;6;1;NA;NA;2.5;NA;NA;1.1;NA;NA;small;NA;purple;purple;cryptic;0;0;1;0;0;ASIA;0;0
Areca_triandra;triandra;Areceae;Arecoideae;0;0;1;0;0;0;6;7;canopy;7;2;1.8;0.22;2.5;NA;NA;1.5;NA;NA;small;NA;"red;_bright_orange-red;_pinkish-red";"red;_orange";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_triginticollina;triginticollina;Areceae;Arecoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;young_fruits_green;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Areca_tunku;tunku;Areceae;Arecoideae;0;0;1;1;0;0;5;6;understorey;10;2.5;2.5;NA;4.5;NA;NA;3;NA;NA;large;globose;"purple-brown;_dull";"purple;_brown";cryptic;0;0;1;0;0;ASIA;0;0
Areca_vestiaria;vestiaria;Areceae;Arecoideae;0;0;1;2;0;0;15;12;canopy;NA;2.22;1.82;0.45;2;NA;NA;1.15;NA;NA;small;globose;"deep_orange;_orange-red";"orange;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Areca_vidaliana;vidaliana;Areceae;Arecoideae;0;0;1;1;0;0;3;5;understorey;7;1.5;1.2;0.33;1.4;NA;NA;0.5;NA;NA;small;NA;red;red;conspicuous;0;0;1;0;0;ASIA;0;0
Areca_whitfordii;whitfordii;Areceae;Arecoideae;0;0;1;1;0;0;10;20;canopy;NA;NA;NA;NA;4.5;4;5;2;NA;NA;large;globose;brownish;brown;cryptic;0;0;1;0;0;ASIA;0;0
Arenga_australasica;australasica;Caryoteae;Coryphoideae;0;0;1;0;0;0;20;30;canopy;18;4;3.5;0.55;1.7;0.8;2.6;1.8;0.8;2.8;small;globose;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Arenga_brevipes;brevipes;Caryoteae;Coryphoideae;0;0;1;0;0;0;15;35;canopy;10;5;5;NA;2.65;1.3;4;2.05;1.1;3;small;ovoid;light_green_to_dark_purplish_black;"green;_black";cryptic;0;0;1;0;0;ASIA;0;0
Arenga_caudata;caudata;Caryoteae;Coryphoideae;0;0;1;0;0;0;1.5;2;understorey;10;1;0.6;0.45;1.5;NA;NA;0.8;NA;NA;small;globose;"red;_orange_red";"red;_orange";conspicuous;0;0;1;0;0;ASIA;0;0
