SpecName;accSpecies;PalmTribe;PalmSubfamily;Climbing;Acaulescent;Erect;StemSolitary;StemArmed;LeavesArmed;MaxStemHeight_m;MaxStemDia_cm;UnderstoreyCanopy;MaxLeafNumber;Max_Blade_Length_m;Max_Rachis_Length_m;Max_Petiole_length_m;AverageFruitLength_cm;MinFruitLength_cm;MaxFruitLength_cm;AverageFruitWidth_cm;MinFruitWidth_cm;MaxFruitWidth_cm;FruitSizeCategorical;FruitShape;FruitColorDescription;MainFruitColors;Conspicuousness;MDG;Africa;Asia;America;Pacific;accRealm;accAfrica;moist0_dry1
Calamus_vestitus;vestitus;Calameae;Calamoideae;1;0;0;0;0;1;20;2;canopy;NA;0.8;NA;NA;1.31;NA;NA;1.16;NA;NA;small;globose;"cream;_white;_creamish_yellow";"cream;_white;_yellow";conspicuous;0;0;0;0;1;PACIFIC;0;0
Calamus_vidalianus;vidalianus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;1.16;NA;NA;1.29;NA;NA;small;globose;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Calamus_viminalis;viminalis;Calameae;Calamoideae;1;0;0;0;0;1;35;4;canopy;NA;1.3;1.3;NA;1;NA;NA;0.9;0.8;1;small;globose;"whitish_or_yellowish;_yellow_when_ripe;_yellowish-brown";yellow;conspicuous;0;0;1;0;0;ASIA;0;0
Calamus_vinosus;vinosus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Calamus_viridispinus;viridispinus;Calameae;Calamoideae;2;0;2;0;0;1;15;1.5;canopy;NA;0.8;0.8;NA;0.95;0.8;1.1;0.6;NA;NA;small;globose;"brown;_brown_o_yellowish";brown;cryptic;0;0;1;0;0;ASIA;0;0
Calamus_viridissimus;viridissimus;Calameae;Calamoideae;1;0;0;1;0;1;15;5;canopy;NA;3;3;NA;1.05;1;1.1;0.9;0.85;0.95;small;ovoid;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Calamus_vitiensis;vitiensis;Calameae;Calamoideae;0;0;1;1;0;1;15;2.2;canopy;NA;3;2.95;NA;1.1;NA;NA;1.1;0.9;1.3;small;NA;white_scale_apex_brownish;white;cryptic;0;0;0;0;1;PACIFIC;0;0
Calamus_wailong;wailong;Calameae;Calamoideae;1;0;0;0;0;1;50;2;canopy;NA;2.8;NA;NA;1.85;1.7;2;1.05;1;1.1;small;NA;ivory;ivory;cryptic;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Calamus_walkeri;walkeri;Calameae;Calamoideae;1;0;0;0;0;1;15;3;canopy;NA;1.5;1.5;NA;1.2;NA;NA;1;NA;NA;small;NA;yellowish;yellow;cryptic;0;0;1;0;0;ASIA;0;0
Calamus_wanggaii;wanggaii;Calameae;Calamoideae;1;0;0;0;0;1;25;1.5;canopy;NA;0.75;0.75;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Calamus_warburgii;warburgii;Calameae;Calamoideae;1;0;0;0;0;1;40;3;canopy;NA;2.5;2.5;NA;1;NA;NA;0.85;0.8;0.9;small;ovoid;"white-cream_at_maturity;_scale_margins_reddish";"white;_cream";cryptic;0;0;0;0;1;PACIFIC;0;0
Calamus_wari-wariensis;wari-wariensis;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Calamus_whitmorei;whitmorei;Calameae;Calamoideae;0;1;0;1;0;1;3;0.7;understorey;NA;1.2;1.2;NA;0.7;NA;NA;0.7;NA;NA;small;globose;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Calamus_wightii;wightii;Calameae;Calamoideae;1;0;0;0;0;1;30;3;canopy;NA;1.7;1.7;NA;1.8;NA;NA;1.8;NA;NA;small;NA;brown_or_black;"brown;_black";cryptic;0;0;1;0;0;ASIA;0;0
Calamus_winklerianus;winklerianus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Calamus_wuliangshanensis;wuliangshanensis;Calameae;Calamoideae;1;0;0;0;0;1;15;3.5;canopy;NA;2.8;2.8;NA;2.7;NA;NA;2.5;NA;NA;small;NA;brownish;brown;cryptic;0;0;1;0;0;ASIA;0;0
Calamus_yentuensis;yentuensis;Calameae;Calamoideae;0;0;1;0;0;1;1.5;1.2;understorey;12;NA;0.7;0.5;1;NA;NA;1;NA;NA;small;globose;brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Calamus_zebrinus;zebrinus;Calameae;Calamoideae;1;0;0;0;0;1;35;3.6;canopy;NA;2.2;2.2;NA;1.15;0.8;1.5;0.95;0.8;1.1;small;NA;yellowish_brown;brown;cryptic;0;0;0;0;1;PACIFIC;0;0
Calamus_zeylanicus;zeylanicus;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ovoid;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Calamus_zollingeri;zollingeri;Calameae;Calamoideae;1;0;0;NA;0;1;NA;NA;canopy;NA;NA;NA;NA;0.5;NA;NA;0.5;NA;NA;small;globose;dark_brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Calamus_zonatus;zonatus;Calameae;Calamoideae;1;0;0;2;0;1;10;0.7;canopy;NA;1;NA;NA;0.8;NA;NA;0.8;NA;NA;small;NA;greenish-white;white;cryptic;0;0;1;0;0;ASIA;0;0
Calyptrocalyx_albertisianus;albertisianus;Areceae;Arecoideae;0;0;1;2;0;0;15;15;canopy;18;4.5;4;NA;2.85;1.5;4.2;1.8;1;2.6;small;NA;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_amoenus;amoenus;Areceae;Arecoideae;0;0;1;2;0;0;5;5;understorey;12;1.9;NA;NA;1.1;0.9;1.3;0.8;0.6;1;small;ovoid;crimson;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_arfakianus;arfakianus;Areceae;Arecoideae;0;0;1;1;0;0;2.5;1.4;understorey;10;1;NA;NA;1.15;1.1;1.2;0.75;0.7;0.8;small;NA;black;black;cryptic;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_awa;awa;Areceae;Arecoideae;0;0;1;0;0;0;3;3;understorey;11;1.29;NA;NA;1.1;NA;NA;1.1;1;1.2;small;globose;orange;orange;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_caudiculatus;caudiculatus;Areceae;Arecoideae;0;0;1;0;0;0;3;2;understorey;11;0.7;NA;NA;1.1;1;1.2;0.55;0.5;0.6;small;globose;"red;_purple-black";"red;_purple;_black";conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_doxanthus;doxanthus;Areceae;Arecoideae;0;0;1;2;0;0;2;2;understorey;7;1.2;0.6;NA;1.3;1.1;1.5;1.05;0.9;1.2;small;globose;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_elegans;elegans;Areceae;Arecoideae;0;0;1;2;0;0;5;6;understorey;15;1.5;NA;0.8;1.3;1.2;1.4;1.1;1;1.2;small;NA;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_flabellatus;flabellatus;Areceae;Arecoideae;0;0;1;1;0;0;3;7;understorey;9;1.38;NA;NA;1.15;1.1;1.2;0.75;0.7;0.8;small;ovoid;orange_to_scarlet;"orange;_red";conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_forbesii;forbesii;Areceae;Arecoideae;0;0;1;2;0;0;5;9;understorey;10;2;NA;NA;0.4;0.7;2;1.35;1.2;NA;small;NA;orange_to_red;"orange;_red";conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_geonomiformis;geonomiformis;Areceae;Arecoideae;0;0;1;2;0;0;2;3;understorey;9;0.55;NA;0.1;1;NA;NA;0.8;NA;0.9;small;globose;orange;orange;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_hollrungii;hollrungii;Areceae;Arecoideae;0;0;1;2;0;0;3;2;understorey;11;1.5;NA;0.16;1.4;1.2;1.6;0.75;0.6;0.9;small;ovoid;orange_to_red;"orange;_red";conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_julianettii;julianettii;Areceae;Arecoideae;0;0;1;2;0;0;2;2.4;understorey;10;0.73;0.7;NA;1.2;1.1;1.3;0.75;0.6;0.9;small;NA;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_lauterbachianus;lauterbachianus;Areceae;Arecoideae;0;0;1;2;0;0;9;8;canopy;NA;2.5;2;0.55;2.6;1.2;4;1.7;0.9;2.5;small;ovoid;red_to_bright_crimson;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_laxiflorus;laxiflorus;Areceae;Arecoideae;0;0;1;2;0;0;0.02;0;understorey;9;0.2;NA;NA;2;1.9;2.1;0.9;NA;NA;small;NA;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_lepidotus;lepidotus;Areceae;Arecoideae;0;0;1;1;0;0;10;4;canopy;NA;0.8;NA;NA;0.85;0.8;0.9;0.425;0.4;0.45;small;NA;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_leptostachys;leptostachys;Areceae;Arecoideae;0;0;1;2;0;0;4;2;understorey;NA;1.5;0.6;NA;1.8;1.6;1.7;1.2;NA;NA;small;globose;dark_purple-black;"purple;_black";cryptic;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_merrillianus;merrillianus;Areceae;Arecoideae;0;0;1;0;0;0;4;2.2;understorey;9;1.76;NA;0.76;1.9;1.8;2;0.9;0.8;1;small;globose;scarlet_to_purple-black;"red;_purple;_black";conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_micholitzii;micholitzii;Areceae;Arecoideae;0;0;1;2;0;0;1;1;understorey;16;1;1;NA;1.15;1.1;1.2;0.7;0.6;0.8;small;NA;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_multifidus;multifidus;Areceae;Arecoideae;0;0;1;2;0;0;2;4;understorey;7;1.04;NA;0.17;1.3;1;1.6;1.1;1;1.2;small;NA;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_pachystachys;pachystachys;Areceae;Arecoideae;0;0;1;2;0;0;5;4;understorey;10;1.15;NA;NA;1.7;1.6;1.8;0.75;0.7;0.8;small;NA;pinkish_orange_to_red;"orange;_red";conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_pauciflorus;pauciflorus;Areceae;Arecoideae;0;0;1;2;0;0;2;5;understorey;9;1;NA;NA;1.3;NA;NA;1;NA;NA;small;NA;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_polyphyllus;polyphyllus;Areceae;Arecoideae;0;0;1;2;0;0;4;2;understorey;10;1;NA;NA;1;0.9;1.1;0.6;NA;NA;small;ovoid;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_pusillus;pusillus;Areceae;Arecoideae;0;0;1;2;0;0;1;0.6;understorey;7;0.32;NA;NA;0.95;0.8;1.1;0.4;0.3;0.5;small;NA;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_sessiliflorus;sessiliflorus;Areceae;Arecoideae;0;0;1;1;0;0;3;8;understorey;10;0.9;NA;0.17;0.9;NA;NA;0.5;NA;NA;small;globose;bright_crimson;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrocalyx_spicatus;spicatus;Areceae;Arecoideae;0;0;1;1;0;0;14;25;canopy;12;3.7;NA;NA;5;4;6;5;2;3;large;ovoid;orange_to_bright_red;"orange;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Calyptrocalyx_yamutumene;yamutumene;Areceae;Arecoideae;0;0;1;0;0;0;2.5;3;understorey;14;1.2;NA;NA;1.7;1.6;1.8;1.1;1;1.2;small;NA;red;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Calyptrogyne_allenii;allenii;Geonomateae;Arecoideae;0;0;1;1;0;0;2.5;2.6;understorey;17;NA;0.335;NA;1.15;1.04;1.57;0.72;0.55;0.95;small;NA;green_to_black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_anomala;anomala;Geonomateae;Arecoideae;0;1;0;1;0;0;0.5;5;understorey;16;1.16;0.7;0.51;1.08;0.98;1.22;0.53;0.48;0.6;small;globose;black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_baudensis;baudensis;Geonomateae;Arecoideae;0;0;1;1;0;0;3.2;6;understorey;14;1.21;1.21;NA;1.68;1.55;1.86;1.05;0.97;1.15;small;NA;black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_coloradensis;coloradensis;Geonomateae;Arecoideae;0;0;1;1;0;0;NA;NA;NA;NA;0.26;0.26;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Calyptrogyne_condensata;condensata;Geonomateae;Arecoideae;0;1;0;1;0;0;0;8;understorey;NA;NA;NA;NA;1.25;1;1.5;NA;NA;NA;small;NA;brown;brown;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_costatifrons;costatifrons;Geonomateae;Arecoideae;0;0;1;1;0;0;5.43;4;understorey;21;0.95;1.13;NA;1.56;1.2;1.96;0.96;0.82;1.18;small;NA;black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_deneversii;deneversii;Geonomateae;Arecoideae;0;0;1;1;0;0;1;NA;understorey;12;0.495;0.5;NA;1.003;0.91;1.16;7.24;6.5;8.4;small;globose;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_fortunensis;fortunensis;Geonomateae;Arecoideae;0;0;1;1;0;0;1;3;understorey;21;0.405;0.405;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Calyptrogyne_ghiesbreghtiana;ghiesbreghtiana;Geonomateae;Arecoideae;0;1;0;1;0;0;5;4;understorey;21;1.4;1.18;0.75;1.16;0.88;1.48;0.7;0.45;0.89;small;NA;black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_herrerae;herrerae;Geonomateae;Arecoideae;0;0;1;1;0;0;NA;NA;NA;NA;0.895;0.895;NA;NA;NA;NA;NA;NA;NA;NA;globose;NA;NA;NA;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
Calyptrogyne_kunorum;kunorum;Geonomateae;Arecoideae;0;0;1;1;0;0;1.75;7;understorey;22;0.707;0.71;NA;2.07;1.87;2.41;1.233;1.15;1.38;small;NA;brown;brown;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_osensis;osensis;Geonomateae;Arecoideae;0;0;1;1;0;0;0.5;NA;understorey;19;0.85;0.85;NA;1.75;1.48;2.01;1.04;0.87;1.2;small;NA;black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_panamensis;panamensis;Geonomateae;Arecoideae;0;0;1;1;0;0;1;5;understorey;12;0.767;0.77;NA;1.12;0.88;1.52;0.63;0.5;0.79;small;ovoid;black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_pubescens;pubescens;Geonomateae;Arecoideae;0;1;0;1;0;0;0;5;understorey;10;2;0.875;NA;1.22;1.02;1.42;0.74;0.7;0.78;small;NA;black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_sanblasensis;sanblasensis;Geonomateae;Arecoideae;0;0;1;1;0;0;1.7;6;understorey;16;1.52;1.52;NA;1.05;0.9;1.26;0.66;0.58;0.72;small;globose;yellow;yellow;conspicuous;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_trichostachys;trichostachys;Geonomateae;Arecoideae;0;1;0;1;0;0;1;11.5;understorey;19;1.17;1.17;NA;0.98;0.83;1.18;0.64;0.55;NA;small;globose;purple_black;"purple;_black";cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptrogyne_tutensis;tutensis;Geonomateae;Arecoideae;0;0;1;1;0;0;0.7;4.4;understorey;18;0.77;0.77;NA;1.35;1.28;1.4;0.6;0.57;0.65;small;globose;"purple;_shiny";purple;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptronoma_occidentalis;occidentalis;Geonomateae;Arecoideae;0;0;1;1;0;0;12;29;canopy;10;4.3;3;1.35;1.28;0.98;1.58;0.72;0.59;0.85;small;globose;NA;NA;NA;0;0;0;1;0;AMERICAS;0;0
Calyptronoma_plumeriana;plumeriana;Geonomateae;Arecoideae;0;0;1;1;0;0;10;20.3;canopy;16;4.78;4;0.83;2.5;NA;NA;NA;NA;NA;small;globose;purple_red;purple;cryptic;0;0;0;1;0;AMERICAS;0;0
Calyptronoma_rivalis;rivalis;Geonomateae;Arecoideae;0;0;1;1;0;0;15;30;canopy;14;5;4;0.95;0.58;0.46;0.7;0.41;0.36;0.46;small;ovoid;bright_red;red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Carpentaria_acuminata;acuminata;Areceae;Arecoideae;0;0;1;1;0;0;30;25;canopy;14;4;3.4;0.65;2;NA;NA;1.8;NA;NA;small;ovoid;"red;_bright_scarlet";red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Carpoxylon_macrospermum;macrospermum;Areceae;Arecoideae;0;0;1;1;0;0;25;35;canopy;NA;4.25;4;0.28;6;NA;NA;3.5;NA;NA;large;ovoid;bright_orange;orange;conspicuous;0;0;0;0;1;PACIFIC;0;0
Caryota_albertii;albertii;Caryoteae;Coryphoideae;0;0;1;NA;0;0;NA;NA;NA;NA;NA;NA;NA;2.75;2;3.5;1.59;NA;NA;small;NA;dark_red_to_blackish_when_mature;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Caryota_angustifolia;angustifolia;Caryoteae;Coryphoideae;0;0;1;1;0;0;30;45;canopy;NA;5;NA;0.5;1.75;1.6;1.9;1.5;1.4;1.6;small;globose;pink_to_dull_red;"pink;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Caryota_cumingii;cumingii;Caryoteae;Coryphoideae;0;0;1;1;0;0;20;30;canopy;15;8;8;NA;1.5;NA;NA;1.2;NA;NA;small;ovoid;"yellow_green_brown_or_brownish;_yellow_turning_reddish-orange;_purple-black_at_maturity";"purple;_black";cryptic;0;0;1;0;0;ASIA;0;0
Caryota_kiriwongensis;kiriwongensis;Caryoteae;Coryphoideae;0;0;1;1;0;0;35;85;canopy;10;8;8;NA;3.3;NA;NA;2.6;NA;NA;small;globose;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Caryota_maxima;maxima;Caryoteae;Coryphoideae;0;0;1;1;0;0;33;65;canopy;20;5;5;NA;2.1;1.7;2.5;2.15;1.8;2.5;small;NA;"dull_reddish;_bright_pinky-red;_dark_red";red;conspicuous;0;0;1;0;0;ASIA;0;0
Caryota_mitis;mitis;Caryoteae;Coryphoideae;0;0;1;0;0;0;10;20;canopy;12;4;NA;NA;1.4;0.8;2;1.5;1;2;small;NA;"purple-black_or_reddish;_red_to_dark_purple";"purple;_black;_red";conspicuous;0;0;1;0;0;ASIA;0;0
Caryota_monostachya;monostachya;Caryoteae;Coryphoideae;0;0;1;0;0;0;3;4;understorey;8;5;5;NA;3.5;NA;NA;3.5;NA;NA;small;NA;brownish_purple;purple;cryptic;0;0;1;0;0;ASIA;0;0
Caryota_no;no;Caryoteae;Coryphoideae;0;0;1;1;0;0;20;80;canopy;18;5;4.5;0.55;2.2;NA;NA;2;NA;NA;small;globose;black;black;cryptic;0;0;1;0;0;ASIA;0;0
Caryota_obtusa;obtusa;Caryoteae;Coryphoideae;0;0;1;1;0;0;40;90;canopy;15;6;6;NA;3.2;2.9;3.5;2.25;2;2.5;small;NA;"reddish;_red_to_orange";"red;_orange";conspicuous;0;0;1;0;0;ASIA;0;0
Caryota_ophiopellis;ophiopellis;Caryoteae;Coryphoideae;0;0;1;1;0;0;8;NA;canopy;NA;NA;NA;NA;1.4;NA;NA;1.22;NA;NA;small;NA;dark_crimson;red;conspicuous;0;0;0;0;1;PACIFIC;0;0
Caryota_rumphiana;rumphiana;Caryoteae;Coryphoideae;0;0;1;1;0;0;20;50;canopy;15;7;5.5;1.55;2.2;NA;NA;2.8;NA;NA;small;globose;dull_crimson_to_black_at_maturity;black;cryptic;0;0;0;0;1;ASIA;0;0
Caryota_sympetala;sympetala;Caryoteae;Coryphoideae;0;0;1;0;0;0;6;6;canopy;10;3;NA;2.6;3;NA;NA;3;NA;NA;small;elongate;purple;purple;cryptic;0;0;1;0;0;ASIA;0;0
Caryota_urens;urens;Caryoteae;Coryphoideae;0;0;1;1;0;0;20;65;canopy;20;6.6;6;0.65;2;NA;NA;1.75;1.5;2;small;globose;"purple;_reddish_to_blackish";purple;cryptic;0;0;1;0;0;ASIA;0;0
Caryota_zebrina;zebrina;Caryoteae;Coryphoideae;0;0;1;1;0;0;20;40;canopy;NA;9;7;2.1;2.5;NA;NA;1.5;NA;NA;small;globose;young_green;NA;NA;0;0;0;0;1;PACIFIC;0;0
Ceratolobus_concolor;concolor;Calameae;Calamoideae;1;0;0;0;0;1;15;0.7;canopy;NA;1.26;1.26;0.09;2;NA;NA;2;NA;NA;small;NA;orange-brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Ceratolobus_discolor;discolor;Calameae;Calamoideae;1;0;0;0;0;1;20;3;canopy;NA;2;NA;NA;2.1;NA;NA;1.75;1.5;2;small;globose;orange-brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Ceratolobus_glaucescens;glaucescens;Calameae;Calamoideae;1;0;0;0;0;1;10;0.8;canopy;NA;1.1;1.1;NA;1.2;NA;NA;0.5;NA;NA;small;globose;brownish;brown;cryptic;0;0;1;0;0;ASIA;0;0
Ceratolobus_kingianus;kingianus;Calameae;Calamoideae;1;0;0;0;0;1;15;3;canopy;NA;2;2;0.55;1.1;NA;NA;0.8;NA;NA;small;elongate;NA;NA;NA;0;0;1;0;0;ASIA;0;0
Ceratolobus_pseudoconcolor;pseudoconcolor;Calameae;Calamoideae;1;0;0;0;0;1;10;0.5;canopy;NA;1;1;NA;1.4;NA;NA;0.7;NA;NA;small;NA;greenish-brown_at_maturity;brown;cryptic;0;0;1;0;0;ASIA;0;0
Ceratolobus_subangulatus;subangulatus;Calameae;Calamoideae;1;0;0;0;0;1;20;1.7;canopy;NA;1.1;1.1;0.01;1.75;1.5;2;1.5;NA;1.2;small;NA;brown;brown;cryptic;0;0;1;0;0;ASIA;0;0
Ceroxylon_alpinum;alpinum;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;21;30;canopy;25;5;2.7;2.4;1.8;NA;NA;1.8;1;2;small;ovoid;"orange-red;_red_at_maturity";red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_amazonicum;amazonicum;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;12;25;canopy;22;5;2.9;2.2;1.85;NA;NA;1.85;1.7;2;small;ovoid;"orange-red;_red_at_maturity";red;conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_ceriferum;ceriferum;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;25;30;canopy;23;NA;3.35;0.95;1.65;NA;NA;1.65;1.5;1.8;small;globose;orange-red;"orange;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_echinulatum;echinulatum;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;20;30;canopy;23;4.2;3.35;0.97;2;NA;NA;2;1;2;small;NA;orange-red;"orange;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_parvifrons;parvifrons;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;15;35;canopy;17;3.6;2.7;NA;2;NA;NA;2;1.5;2.5;small;NA;orange-red_to_bright_red;"orange;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_parvum;parvum;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;10;17;canopy;20;2.5;1.68;0.94;1.5;NA;NA;1.5;1.2;2;small;ovoid;orange-red;"orange;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_peruvianum;peruvianum;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;12;26;canopy;21;NA;3.62;0.6;2.15;2;2.3;2.1;2;2.2;small;globose;green_to_red;"green;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_pityrophyllum;pityrophyllum;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;22;40;canopy;25;NA;2.9;1.05;1.9;NA;NA;1.7;NA;NA;small;globose;orange-red;"orange;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_quindiuense;quindiuense;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;61;40;canopy;30;6.2;5.4;0.92;1.8;NA;NA;1.8;1.7;1.9;small;ovoid;orange-red_to_bright_red;"orange;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_sasaimae;sasaimae;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;15;30;canopy;15;3.15;3;NA;1.65;NA;NA;1.65;1.5;1.8;small;pyramidal;orange-red;"orange;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_ventricosum;ventricosum;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;35;60;canopy;20;3.93;3.34;0.64;1.65;NA;NA;1.65;1;1.8;small;globose;orange-red;"orange;_red";conspicuous;0;0;0;1;0;AMERICAS;0;0
Ceroxylon_vogelianum;vogelianum;Ceroxyleae;Ceroxyloideae;0;0;1;1;0;0;17;25;canopy;18;4;2.7;1.35;1.65;NA;NA;1.65;1.3;1.8;small;globose;"red_to_orange-red;_bluish_green;_often_becomming_dull_orange_just_before_droppping";"red;_orange;_green";conspicuous;0;0;0;1;0;AMERICAS;0;0
Chamaedorea_adscendens;adscendens;Chamaedoreeae;Arecoideae;0;0;1;1;0;0;2.5;2;understorey;7;0.4;0.16;0.26;0.8;NA;NA;0.8;NA;NA;small;ovoid;black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Chamaedorea_allenii;allenii;Chamaedoreeae;Arecoideae;0;0;1;1;0;0;2;2;understorey;6;0.7;0.45;0.4;1.425;1.35;1.5;1;0.7;1.3;small;globose;orange_ripening_black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Chamaedorea_alternans;alternans;Chamaedoreeae;Arecoideae;0;0;1;1;0;0;6;4;canopy;5;2;1.5;0.55;2;NA;NA;1;NA;NA;small;NA;black;black;cryptic;0;0;0;1;0;AMERICAS;0;0
Chamaedorea_amabilis;amabilis;Chamaedoreeae;Arecoideae;0;0;1;1;0;0;2;1;understorey;5;0.5;0.2;0.33;1.2;NA;NA;0.9;NA;NA;small;ovoid;"black;_glossy";black;cryptic;0;0;0;1;0;AMERICAS;0;0
