"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"0_alpha"	"1_alpha"	"sigma0"	"1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"
29	"OUMVA"	61554.9990528772	-123097.998105754	-123097.956726444	-123064.282705257	6	1000	450	200	0.00549512800223922	0.302289165397068	1.00028900003517e-09	1e-09	-1.0011788543299e-14	0	-0.311492179738145	294351.262912797
3	"OUMA"	35337.1901235471	-70664.3802470942	-70664.3507049968	-70636.2840800131	5	3.8e+10	2.3e+08	-1.1e+08	7.45163358229682e-08	0.225036842551137	1e-09	1e-09	5.09573218789528e-10	5.64652172625743e-11	1.83290917053515	0.203102524354619
30	"OUMV"	-3513.34818373749	7036.69636747497	7036.72590957246	7064.79253455611	5	6.1e+09	8.9e+08	-5700	3.35810463084331	3.35810463084331	13.3217229394988	11.2291832447797	2.16987453212047	0.0389337834662958	1.89498523607216	0.0500232341090698
30	"OUMA"	24968.6747801448	-49927.3495602895	-49927.3200181921	-49899.2533932084	5	3.8e+10	5.8e+08	-4.2e+08	1.20974341187157e-09	0.221759824872715	0.00720359829104229	0.00720359829104229	-2.31327545981377e-11	0.000104207380972115	-0.339901240059017	1531703.33686197
30	"OUMVA"	27588.4149192329	-55164.8298384657	-55164.7884591554	-55131.1144379684	6	6.1e+09	8.9e+08	-5700	6.12259291831982e-09	0.155751856083367	7.29719165249499e-08	0.00438653210652073	-423.875225352415	166.987062463863	1.80722572558809	0.0220194227832913
31	"OUMA"	33003.0584481706	-65996.1168963413	-65996.0873542438	-65968.0207292601	5	4.7e+10	2.5e+09	-3.7e+08	2.28838061471074e-09	0.256454265938104	0.00334500143071235	0.00334500143071235	-3.02730807863818e-12	0	-0.348715796775271	289931.761839166
32	"OUMA"	28306.7855026252	-56603.5710052504	-56603.5414631529	-56575.4748381692	5	4.2e+10	2e+09	-7.4e+07	1.22307577771076e-08	0.232171652364383	0.00151250904708476	0.00151250904708476	7151.85995132123	837674.084257379	0.0836225783408846	0
32	"OUMVA"	60419.1716176803	-120826.343235361	-120826.30185605	-120792.627834863	6	1100	400	200	0.141408793689893	1.00448154272981	1.00000090258592e-09	1.00234136343963e-09	-1.64212706727567e-19	0	-0.849685460298928	3.04991731778352e+33
33	"OUMA"	23093.8379069769	-46177.6758139537	-46177.6462718562	-46149.5796468726	5	3.6e+10	1.7e+08	-2.4e+08	3.41903733799576e-09	0.212824443884626	0.00332490742467984	0.00332490742467984	1.78145154324884e-10	2.14118014456139e-09	1.24386834570166	14.9837480889827
33	"OUMVA"	28576.54084114	-57141.08168228	-57141.0403029696	-57107.3662817826	6	1200	480	62	3.84576238535551e-09	0.179922160724425	1.15554229227332e-07	4.0472698377323e-05	-4317.22843773812	412.607238881916	2.58432348391055	0.0487980941474044
34	"OUMA"	19481.7580156313	-38953.5160312626	-38953.4864891651	-38925.4198641815	5	4.6e+09	-2.9e+07	-7.8e+09	1.52120300163285e-08	0.214993360415855	0.00185239614889143	0.00185239614889143	-1.25487356143366e-11	5.73296986174256e-05	-0.250794355270375	1145030.70044583
35	"OUMA"	29241.446777626	-58472.893555252	-58472.8640131545	-58444.7973881708	5	4.4e+10	3.4e+09	-7.7e+07	1.57671037776779e-08	0.229444474272017	0.00832538752879702	0.00832538752879702	-2.2434640805915e-11	0	-0.194893979969881	1395.72874749724
35	"OUMVA"	80740.2120968861	-161468.424193772	-161468.382814462	-161434.708793275	6	1200	370	170	0.000214844491515666	0.566075533161082	1.03377347012476e-09	1.77328479656573e-09	1.30944619405093e-16	66447.2079609455	-0.849685460298928	9.6001467324911e+19
36	"OUMA"	23942.442758105	-47874.8855162101	-47874.8559741126	-47846.7893491289	5	4.3e+10	1.5e+09	-7.5e+07	5.60294663477072e-09	0.244101374192554	0.00142539379814306	0.00142539379814306	1.50977647894641e-11	1.04128060009872e-07	1.83613802090692	9458.21144876076
36	"OUMVA"	81033.0084489995	-162054.016897999	-162053.975518689	-162020.301497502	6	1200	350	190	8.54866104846279e-05	0.281743835859575	1.20375222033879e-09	1.00039000633634e-09	6.64255076029865e-14	1.56541426043466e-11	2.02601096806431	497.500101879122
37	"OUMA"	31213.6553402044	-62417.3106804087	-62417.2811383112	-62389.2145133276	5	4.6e+10	3.6e+09	-8.2e+08	2.52461900340726e-09	0.242400228518408	0.00361906604984396	0.00361906604984396	-3.49064608908261e-12	0	-0.288140405536374	144990.908730455
37	"OUMVA"	74513.7179999239	-149015.435999848	-149015.394620537	-148981.72059935	6	6e+09	9.2e+08	2e+06	0.193660852663197	1.3827838543066	1.03864688646333e-09	1.05361887962702e-09	1.77829525257975e-20	9.96357486935708e+27	-0.849685460298928	4.62191798413618e+45
38	"OUMA"	28436.4744036152	-56862.9488072304	-56862.9192651329	-56834.8526401492	5	4.6e+10	3.8e+09	-4.1e+08	3.53757765544153e-09	0.240697598398749	0.00583408818321467	0.00583408818321467	3.7488193919279e-11	1.23923747693034e-08	2.18633366293084	722.97611850405
38	"OUMVA"	101880.929971742	-203749.859943483	-203749.818564173	-203716.144542986	6	1100	460	120	1.92489189083408	3.29002146114462	1.19018701875181e-09	1.01979944684874e-09	-1.75710835209154e-25	0	-0.849685460298928	1.15193444957758e+56
39	"OUMA"	28759.0407044285	-57508.081408857	-57508.0518667595	-57479.9852417758	5	3.9e+10	2.4e+09	1.5e+08	2.69199878615476e-09	0.224467828392678	0.00548231089621154	0.00548231089621154	565759.230121351	11078379630.0284	-0.315918108012331	8198.79954590764
39	"OUMVA"	58978.6737169006	-117945.347433801	-117945.306054491	-117911.632033304	6	1100	430	170	0.000980752731437968	0.445638001503667	1.25800510013045e-09	1e-09	-1.46108375485897e-15	0	-0.849685460298928	17829491713873002
4	"OUMA"	22490.8877568982	-44971.7755137964	-44971.745971699	-44943.6793467153	5	4.3e+10	1.9e+09	-420000	8.2817942289877e-09	0.243031305108742	0.00386604060885222	0.00386604060885222	63752984.9966	0	0.646962323470706	36147.2170558663
4	"OUMVA"	37593.9817360683	-75175.9634721367	-75175.9220928263	-75142.2480716393	6	1500	440	7.6	1.97782446848674e-07	0.243529108831134	1.10652153973432e-08	1.43209883401872e-08	11113025.3576521	390660729.13112	-0.574355436789478	61.6562348956299
40	"OUMA"	32296.2657264003	-64582.5314528006	-64582.5019107031	-64554.4352857195	5	4e+10	2900000	250000	3.325509054067e-09	0.233141446796372	0.00597986225144314	0.00597986225144314	5221996.14561132	0	-0.288948882458495	6286.06359335664
41	"OUMA"	23219.7706311744	-46429.5412623488	-46429.5117202514	-46401.4450952677	5	4e+10	3.8e+09	780000	4.34906025041366e-08	0.225690618353654	0.0158323440702112	0.0158323440702112	1414276.83891144	54695312.7249603	1.85943682605919	41.6360610934339
42	"OUMA"	23124.4842597798	-46238.9685195596	-46238.9389774621	-46210.8723524785	5	5.8e+08	720000	-4.4e+09	3.55749994212060e-09	0.244317766904778	1.00845420241826e-09	1.00845420241826e-09	3.19886822884473e-11	1.84002863332396e-09	2.32087304618225	2.68514901709763
42	"OUMVA"	51482.0283279008	-102952.056655802	-102952.015276491	-102918.341255304	6	1000	460	180	0.142611955264974	0.529845651203444	1.02844590448134e-09	1.00846141354235e-09	128226630.538995	0	-23.9683322440358	2786534.47490696
43	"OUMA"	26522.4170617006	-53034.8341234013	-53034.8045813038	-53006.7379563201	5	4.4e+10	2.1e+09	-590000	2.8077808328124e-07	0.24435751586571	0.00251055453212341	0.00251055453212341	2.59630313956931e-08	8.0721724583225e-07	2.93738700317425	91.8561984911046
44	"OUMA"	42704.9216082731	-85399.8432165463	-85399.8136744488	-85371.7470494651	5	4.2e+10	5.7e+08	-2.9e+07	1.16220351911202e-09	0.238574357599757	1e-09	1e-09	2.7764902729946e-11	4.49731009849495e-10	1.91780679907306	31.0644216397
44	"OUMVA"	58705.5711208542	-117399.142241708	-117399.100862398	-117365.426841211	6	1300	370	82	0.00928808163524862	0.275890803545039	1.11511729938707e-09	1.01277210344775e-09	1.08203173837342e-12	8.38647363027477e-11	1.9360748810855	150.087674973767
45	"OUMA"	62173.4505187673	-124336.901037535	-124336.871495437	-124308.804870453	5	2400000	2200000	7500	8.46013703152553e-05	0.334339881150188	1.00866224135257e-09	1.00866224135257e-09	1.19046745300047e-15	4.26373564075805e-12	1.83277501448302	11227.0581405209
46	"OUMA"	38313.2699313288	-76616.5398626576	-76616.5103205601	-76588.4436955765	5	4.5e+10	2.7e+08	3700000	3.52589060532889e-08	0.252042599744469	0.0108610905460771	0.0108610905460771	2628783.1135898	87786007696.0535	-1.08759496846523	22681.2925912669
46	"OUMVA"	60397.4629730436	-120782.925946087	-120782.884566777	-120749.21054559	6	1100	380	230	0.223005971134702	1.14153454401618	1.95600270025138	4.15399050365262e-08	9.52785709510685e-20	0	-0.849685460298928	8.00697896719067e+33
47	"OUMV"	-3454.43430801861	6918.86861603721	6918.8981581347	6946.96478311834	5	5.9e+09	8.9e+08	-5200	3.43227163159725	3.43227163159725	11.5990508198174	13.212015846436	2.17583281212947	0.0358959963437146	1.89306196182354	0.0534134774029338
47	"OUMVA"	31674.4232582801	-63336.8465165602	-63336.8051372498	-63303.1311160628	6	5.9e+09	8.9e+08	-5200	4.91700842860575e-08	0.164487078553863	3.50293766535869e-06	0.129270676571894	-433.210188033837	243.601792207908	1.89895745191324	0.0606082491479192
47	"OUMA"	45809.688108767	-91609.376217534	-91609.3466754365	-91581.2800504529	5	4e+10	6.2e+08	-2.2e+08	1.30470191353501e-09	0.230087264697809	1e-09	1e-09	-1.28815654015682e-11	2.14757012912218e-08	-0.270400585146653	450.816373504471
48	"OUMV"	-3455.55602873416	6921.11205746833	6921.14159956582	6949.20822454946	5	6.1e+09	9.5e+08	-1.3e+08	3.39923098626802	3.39923098626802	12.2433364053192	11.5596906313957	2.16355215935766	0.0369698561800444	1.88406566991367	0.0502988927019985
48	"OUMA"	25799.0945124663	-51588.1890249327	-51588.1594828352	-51560.0928578515	5	4e+10	2.5e+09	-2.4e+08	1.5160251321928e-09	0.229752193332522	0.00492541123231614	0.00492541123231614	-1.4406845816758e-10	0	-0.364457196438403	24495.0892543668
48	"OUMVA"	67526.7892962266	-135041.578592453	-135041.537213143	-135007.863191956	6	6.1e+09	9.5e+08	-1.3e+08	0.626906207832673	1.16652571044951	1.04290971365157e-09	1.00981090847978e-09	-1.53123057065276e-24	0.428749919262358	-0.849685460298928	30311521336787550208
49	"OUMA"	30595.9645226739	-61181.9290453478	-61181.8995032503	-61153.8328782666	5	4.9e+10	1.7e+09	-7.2e+07	1.18900382559815e-08	0.266065182729449	0.00141560878643752	0.00141560878643752	-2.31735076264963e-11	0.11668892067788	-0.849685460322102	4278367782.64576
49	"OUMVA"	32874.5059801684	-65737.0119603368	-65736.9705810264	-65703.2965598394	6	5.3e+09	6.7e+08	340	4.96721915604382e-08	0.169052130815288	4.79050571063706e-09	0.00231578277812754	-152.424519624972	9.17592434965219	2.73879502022677	0.0459717106331257
5	"OUMA"	23513.5700809828	-47017.1401619656	-47017.1106198681	-46989.0439948845	5	3.7e+10	1.8e+09	2e+07	1.89700595823799e-08	0.216236441798638	0.0020831663668397	0.0020831663668397	-1.87934708262706e-11	1.44510672759205e-05	-0.189931908011108	145104.711213232
5	"OUMVA"	57100.160074127	-114188.320148254	-114188.278768944	-114154.604747757	6	1000	410	220	0.00283865919490362	0.276701653763894	1.36743967802001e-09	1.00004627270695e-09	8.46128488522965e-12	7.80503092812023e-07	-0.197101477391284	5117.75127225506
50	"OUMA"	13253.1171668095	-26496.2343336189	-26496.2047915214	-26468.1381665378	5	3.5e+10	7600000	330000	4.33731191354349e-08	0.209290806597469	0.0222514417561123	0.0222514417561123	6734.72426429137	689830.085620014	1.66453758984986	4.72380803339246
50	"OUMVA"	50771.2422540711	-101530.484508142	-101530.443128832	-101496.769107645	6	1300	370	75	0.000130705398918554	0.417394631646739	2.30758686566008e-05	0.000316306291313972	-3.16500891297982e-16	0	-0.849685460298928	37131668025412520
51	"OUMA"	20478.8032954053	-40947.6065908106	-40947.5770487131	-40919.5104237295	5	4.1e+10	7700000	580000	3.19900261168092e-09	0.235653840010585	0.00292222114928524	0.00292222114928524	682334.292939256	192321557.314184	2.62962936549005	85.6959683877409
51	"OUMVA"	24889.4636756829	-49766.9273513659	-49766.8859720555	-49733.2119508685	6	960	420	190	1.33274344841229e-08	0.194269941480484	0.00012627647743291	0.114503203465401	5637.27426371834	353539.779937355	1.76019011561771	2.27262608832682
52	"OUMA"	22313.0773657194	-44616.1547314387	-44616.1251893412	-44588.0585643576	5	4e+10	1300000	-1.8e+07	1.19612102346142e-09	0.230330513197519	0.0011363822094378	0.0011363822094378	3579149.01406995	0	0.258135654557488	1268.56172640679
52	"OUMVA"	38484.9220086471	-76957.8440172941	-76957.8026379838	-76924.1286167968	6	1100	390	170	0.0690275132591188	0.357378434383794	0.0553267027501313	0.578903984186283	-1.21260158549152e-13	1.19269077090106	-0.84968546029905	8434572853794.9
53	"OUMA"	28767.3403390839	-57524.6806781677	-57524.6511360702	-57496.5845110866	5	4.4e+10	4e+09	-5.4e+08	8.10756626829847e-08	0.243325462584403	0.011052336037201	0.011052336037201	-2.10736008196439e-12	4.92740076904515e-05	-0.302943958810172	1306577.4137958
53	"OUMVA"	64128.6151246545	-128245.230249309	-128245.188869999	-128211.514848812	6	1200	370	110	0.305426412649855	1.1898486100112	1.10192474068949e-09	1.00413309089908e-09	2.18358628501788e-16	1.2439469448815e+20	-0.849685460298928	3.68222787779263e+35
54	"OUMVA"	-3692.38673028472	7396.77346056945	7396.81483987979	7430.48886106681	6	1300	480	-7.3	1.00179787215613e-09	0.0171564741986631	1.78848347792059	0.169746940457989	0.646364968001304	4.68321730920211	2.01214402758185	0.918515209058921
54	"OUMV"	-3470.27049748186	6950.54099496373	6950.57053706122	6978.63716204486	5	1300	480	-7.3	0.416778710413346	0.416778710413346	1.85258111448865	1.31381183528032	2.08113121197149	0.0474859764854627	1.8680007708956	0.0540698931530073
54	"OUMA"	23170.0545155059	-46330.1090310118	-46330.0794889143	-46302.0128639306	5	3.8e+10	2e+09	1.5e+08	3.3022170182957e-09	0.220517435244469	0.0033950549436357	0.0033950549436357	2.61734013174457e-07	1.37623621673105e-06	2.93741032380905	14.9301255077762
55	"OUMA"	21845.6640390891	-43681.3280781782	-43681.2985360807	-43653.231911097	5	2.3e+08	710000	-4e+09	1.89693236674125e-09	0.254808907487109	0.00245910736124784	0.00245910736124784	18247259.1751219	2689787044.37054	5.65958391672192	0
55	"OUMVA"	85986.4931499705	-171960.986299941	-171960.944920631	-171927.270899444	6	1200	360	180	0.000100696369763828	0.296587398158454	1.00585063879932e-09	1.01001868502863e-09	-7.15259861999117e-14	1.19008617590813e-05	-0.849685460299	140472027.743517
56	"OUMA"	23579.5692744496	-47149.1385488992	-47149.1090068017	-47121.0423818181	5	3.8e+10	1.4e+09	-2.5e+07	4.90808998602625e-09	0.237664791015025	0.00125694167482096	0.00125694167482096	552414.947249139	0	-0.300356623167526	3818.59464538625
56	"OUMVA"	49893.900199152	-99775.8003983039	-99775.7590189936	-99742.0849978066	6	1100	370	230	0.00255044008266392	0.315400104352602	1.09477228444061e-09	1.00024885196311e-09	-1.4414541254467e-14	2.86636787029522e-05	-0.849685460298943	1939217395.18772
57	"OUMA"	15564.8729220991	-31119.7458441983	-31119.7163021008	-31091.6496771171	5	4.1e+10	1.2e+09	-4e+07	6.39004825982863e-07	0.233619498793644	0.000668640754733486	0.000668640754733486	1832614.92310095	2672856109.45608	2.73996679990186	217.891791599282
57	"OUMVA"	27187.2339538292	-54362.4679076585	-54362.4265283481	-54328.7525071611	6	1000	440	170	0.37707431580417	1.0671721658097e-05	3.82596684594293e-07	1.06474948642838e-09	-0.168458481442301	88885.8016704004	-5.95071809697512e-20	3.11283623864522e-14
58	"OUMA"	28723.7812694176	-57437.5625388352	-57437.5329967377	-57409.4663717541	5	5e+10	2.4e+09	3.5e+08	2.99896683949028e-07	0.268849567828597	0.00384629100418436	0.00384629100418436	-3.77987771884329e-10	0	1.83265000320438	15777.3780918703
58	"OUMVA"	59442.4726938511	-118872.945387702	-118872.904008392	-118839.229987205	6	1000	400	200	0.00383938426031615	0.319616902252429	1.04758285439501e-09	1.47967582324001e-09	-1.34824605494713e-11	0	-0.292354909377887	25323.7487014329
59	"OUMA"	27039.8243553272	-54069.6487106544	-54069.6191685569	-54041.5525435732	5	4.5e+10	2e+09	-2.1e+08	2.19795982000397e-09	0.243082301427178	0.00117243355448718	0.00117243355448718	1.08495859377404e-11	7.89010361111301e-09	1.8163474805914	1321.17418220872
59	"OUMVA"	51908.3932757359	-103804.786551472	-103804.745172161	-103771.071150974	6	1400	440	5.5	0.00173057486478257	0.301334736826073	1.00211370165401e-09	1.00521467930358e-09	-1.475100464787e-14	1.75873681193739e-10	-0.301686977217622	1310.46380420831
6	"OUMA"	16723.9067392115	-33437.8134784231	-33437.7839363256	-33409.7173113419	5	3.9e+10	1.1e+09	-1.2e+09	1.1251308511017e-07	0.227468108554204	0.0810517834645063	0.0810517834645063	1.08112591216987	2.50081913239599	2.36748103082275	4.49072962849944
6	"OUMVA"	51951.1481154562	-103890.296230912	-103890.254851602	-103856.580830415	6	1000	420	210	0.0706573700076961	0.393346927019239	1.05047169798725e-09	1.06495941457255e-09	4.10747476831628e-16	7.85399300756801e-15	2.03829056853881	37.1292342838305
