"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"0_alpha"	"1_alpha"	"sigma0"	"1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"	"fit"	"delta"	"w"
15	"BM1"	-3384.40119579095	6772.8023915819	6772.80829128691	6784.04085841435	2	1000	0	0	0	0	0.245563780185908	0	1.20829587231371	1.99083245739435	0	0	6772.80829128691	828.994819207073	9.68416646270683e-181
15	"BMS"	-3364.22166881897	6734.44333763793	6734.4551428519	6751.30103788661	3	680	340	0	0	0	0.278502061171958	0.180939125908688	1.23720871430983	2.06716490420925	0	0	6734.4551428519	790.641670772065	2.06225616445477e-172
15	"OU1"	-3033.95931397809	6073.91862795618	6073.93043317015	6090.77632820486	3	1400	260	0	0.0938294407971644	0	0.35959866005856	0	1.77244318449033	0.0640609527534908	0	0	6073.93043317015	130.116961090314	5.5649452793048e-29
15	"OUM"	-3031.46800791249	6070.93601582497	6070.95570086434	6093.41294948988	4	1400	270	0	0.0920657826519728	0.0920657826519728	0.355036366487685	0.355036366487685	1.65006328296166	0.0825801455639222	1.96073408228124	0.108241088960763	6070.95570086434	127.142228784504	2.46272438710823e-28
15	"OUMV"	-3026.44375273287	6062.88750546574	6062.91704756323	6090.98367254687	5	1000	450	170	0.090839148062814	0.090839148062814	0.377295391065266	0.303702240610494	1.6469076761164	0.0862929062704775	1.96108294409539	0.101621120647791	6062.91704756323	119.103575483388	1.37084135098758e-26
15	"OUMVA"	-2965.88604638475	5943.77209276949	5943.81347207984	5977.48749326685	6	1000	450	170	0.0891169744234015	0.0989756501555316	0.584574998397428	0.208052493034159	1.97009641366195	0.091588853749349	1.94191393830378	0.0953216620930002	5943.81347207984	0	1
16	"BM1"	-3679.4210729446	7362.8421458892	7362.84804559422	7374.08061272166	2	1000	0	0	0	0	0.365970518368629	0	1.20555335526632	2.50566227593958	0	0	7362.84804559422	964.06810626225	4.52091129593322e-210
16	"BMS"	-3642.58484812745	7291.16969625491	7291.18150146888	7308.02739650359	3	680	340	0	0	0	0.430198447308234	0.238628329353661	1.19975084364171	2.66177216292589	0	0	7291.18150146888	892.401562136911	1.64975066179838e-194
16	"OU1"	-3205.89328877607	6417.78657755215	6417.79838276612	6434.64427780083	3	1500	190	0	0.14824684662395	0	0.594525541816215	0	1.85964971227742	0.0515421855343105	0	0	6417.79838276612	19.01844343415	7.41571159495237e-05
16	"OUM"	-3205.84046673463	6419.68093346926	6419.70061850863	6442.15786713417	4	1500	190	0	0.147632597104725	0.147632597104725	0.592933702447997	0.592933702447997	1.84633647104111	0.0645832265731014	1.88253883085902	0.0870997376892418	6419.70061850863	20.9206791766674	2.86475567322669e-05
16	"OUMV"	-3194.37519861724	6398.75039723448	6398.77993933197	6426.84656431561	5	1100	470	130	0.140537091178576	0.140537091178576	0.635019157432739	0.456336343371113	1.83380290064271	0.0703880937384125	1.89140967736071	0.080316762631486	6398.77993933197	0	0.999897195327318
