"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"X0_alpha"	"X1_alpha"	"sigma0"	"X1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"
"ouwie_Afr_BM_70"	"OUMA"	26369.6165146022	-52729.2330292043	-52729.2034871068	-52701.1368621232	5	6.2e+09	2.7e+08	150	3.28486316244831	1.13891292944032	1e-09	1e-09	1.5405225590407	2.24375707300066e+31	-7.33222563980447e-34	0
"ouwie_Afr_BM_71"	"OUMA"	25928.8951799317	-51847.7903598634	-51847.7608177659	-51819.6941927822	5	1.4e+07	780	-5.1e+08	3.41177608728132	1.51903286315146	1.00006129914726e-09	1.00006129914726e-09	0.424117665467834	4.62544608182217e+43	-4.46688460670289e-36	0
"ouwie_Afr_BM_72"	"OUMA"	18238.1562031914	-36466.3124063828	-36466.2828642853	-36438.2162393017	5	1.4e+07	280000	-16000	6.90778888968861e-06	0.209107610158001	1e-09	1e-09	-388649.583180148	21228.7976040435	-1.16325354069713	0
"ouwie_Afr_BM_73"	"OUMA"	19950.9816643325	-39891.9633286651	-39891.9337865676	-39863.8671615839	5	6.1e+16	1.1e+12	-1.7e+16	3.10424264968955	3.2844775214323	1e-09	1e-09	1.00798268971507e-11	0	-0.234458344248342	0.0538315361635644
"ouwie_Afr_BM_74"	"OUMA"	25807.1189671228	-51604.2379342456	-51604.2083921481	-51576.1417671644	5	6.2e+09	4100000	1300	3.28593587162594	1.55305955301018	1e-09	1e-09	2.70344432317911	1.27202742522252e+39	-8.71464350169665e-27	0
"ouwie_Afr_BM_75"	"OUMA"	25321.5955950528	-50633.1911901057	-50633.1616480082	-50605.0950230245	5	3.5e+10	6.1e+09	2900	3.31807120123715	0.990246531028042	1.00040189609768e-09	1.00040189609768e-09	2.79647806431018	1.75095690854348e+63	-2.51811697627563e-25	0
"ouwie_Afr_BM_76"	"OUMA"	25875.0732834734	-51740.1465669468	-51740.1170248493	-51712.0503998657	5	6.2e+09	6.8e+08	1600	3.26194790974563	1.08832553367764	1.00000587866705e-09	1.00000587866705e-09	-0.924871580932719	1.57123388415295e+55	7.64550745565591e-23	0
"ouwie_Afr_BM_77"	"OUMA"	25430.3966332688	-50850.7932665376	-50850.7637244401	-50822.6970994565	5	3.8e+08	690	-5.2e+08	3.36798672799473	0.876301985620537	1e-09	1e-09	0.0519827009435433	7.76693272330547e+69	-1.20387411801637e-27	0
"ouwie_Afr_BM_78"	"OUMA"	19805.1027966373	-39600.2055932745	-39600.176051177	-39572.1094261934	5	7e+14	-3.7e+14	-1.6e+16	3.04807454705806	3.23975595483861	1e-09	1e-09	-37708512.8956467	1527878.94562977	0.417889629928886	0.0774228820237257
"ouwie_Afr_BM_79"	"OUMA"	25645.8122516681	-51281.6245033361	-51281.5949612386	-51253.528336255	5	5.9e+09	6900000	1200	3.38129333680194	1.81441893349035	1e-09	1e-09	3.21512989940001	1.14387655390619e+40	-1.62124960693438e-59	0
"ouwie_Afr_BM_79"	"OUMVA"	25857.2867998412	-51702.5735996824	-51702.532220372	-51668.858199185	6	1000	43	26	3.37197221381359	1.28801546997631	1.00007444396902e-09	1.02476909451078e-09	3.21512989940001	7.9547085599151e+54	-1.29856695602402e-27	0
"ouwie_Afr_BM_8"	"OUMA"	25179.9092775608	-50349.8185551216	-50349.7890130241	-50321.7223880404	5	7.5e+07	240	-5.8e+08	3.16541842974095	1.17008751782025	1e-09	1e-09	2.42434309978589	2.35678621798262e+48	-3.84863251926766e-25	1.01195671308916e+24
"ouwie_Afr_BM_80"	"OUMA"	23275.6267721568	-46541.2535443136	-46541.2240022161	-46513.1573772324	5	5.5e+07	5e+05	19000	1.41886108918788e-08	0.220217199914445	1.00015958381229e-09	1.00015958381229e-09	140723927.497838	310487.226137272	98.1868070205406	0.0302263524288196
"ouwie_Afr_BM_81"	"OUMA"	25580.1129727978	-51150.2259455956	-51150.1964034981	-51122.1297785145	5	5.9e+09	8.2e+07	3100	3.37535719717778	1.22369149789772	1e-09	1e-09	1.91265752356499	6.10440673519609e+65	8.10041969636647e-22	1.79038531401817e+44
"ouwie_Afr_BM_82"	"OUMA"	25981.7693988445	-51953.5387976889	-51953.5092555914	-51925.4426306078	5	6e+09	7900000	-960	3.32277013911904	1.54524912639337	1e-09	1e-09	2.37782622922036	1.17558447941693e+39	-1.14272228903856e-18	1.2143789553489e+22
