"id"	"model"	"loglik"	"AIC"	"AICc"	"BIC"	"param.count"	"eigval1"	"eigval2"	"eigval3"	"X0_alpha"	"X1_alpha"	"sigma0"	"X1_sigma.sq"	"theta0"	"theta_se0"	"theta_1"	"theta_se_1"
"ouwie_Afr_BM_83"	"OUMA"	25808.7257681004	-51607.4515362009	-51607.4219941034	-51579.3553691197	5	6e+09	520000	-100	3.34716323928359	1.54144547992495	1e-09	1e-09	1.86614065299946	1.09609888599757e+30	-2.14222440960924e-41	0
"ouwie_Afr_BM_84"	"OUMA"	16603.6199806189	-33197.2399612377	-33197.2104191403	-33169.1437941566	5	4600000	35000	-440	1.28872584911488e-08	0.24794704990972	1e-09	1e-09	19697587.1903172	0	0.0607548984701152	0.631408740305886
"ouwie_Afr_BM_85"	"OUMA"	17434.2950716877	-34858.5901433753	-34858.5606012778	-34830.4939762942	5	7e+06	17000	-2500000	0.0218519086985153	0.228180862779211	1e-09	1e-09	-3734242.58799075	0	1.86087108765771	0.0456353283769098
"ouwie_Afr_BM_86"	"OUMA"	25669.5985128953	-51329.1970257906	-51329.1674836931	-51301.1008587094	5	5.8e+09	2.3e+07	1600	3.41109055825006	1.29341340475185	1e-09	1e-09	-0.273635393015211	6.43360962427251e+46	-1.59469817881442e-27	1.03682787666119e+20
"ouwie_Afr_BM_87"	"OUMA"	26118.7031455547	-52227.4062911095	-52227.376749012	-52199.3101240283	5	5.7e+09	5200000	-69	3.42971283546276	1.59059536900175	1e-09	1e-09	2.28479248808928	3.27745128048647e+25	-8.3483290855942e-45	0
"ouwie_Afr_BM_88"	"OUMA"	25881.446661516	-51752.893323032	-51752.8637809346	-51724.7971559509	5	1e+08	1300	-5.1e+08	3.40743772062848	1.12254534763131	1e-09	1e-09	0.424117665467834	2.03767471828117e+54	-1.52712830356264e-25	0
"ouwie_Afr_BM_89"	"OUMA"	19775.6092883166	-39541.2185766331	-39541.1890345357	-39513.122409552	5	4.7e+15	-3.8e+15	-7.3e+16	2.99636730579876	3.20457903195382	1e-09	1e-09	-23418034.4885278	0	0.772457072404193	0.128138168697974
"ouwie_Afr_BM_9"	"OUMA"	27660.0871725264	-55310.1743450528	-55310.1448029553	-55282.0781779717	5	7.4e+10	97000	-5.9e+07	1.2671461815188e-09	0.342915593793985	1e-09	1e-09	-1.89699535550998e-08	0	-0.384703214523763	71995.2281155873
"ouwie_Afr_BM_90"	"OUMA"	26067.7889720096	-52125.5779440193	-52125.5484019218	-52097.4817769381	5	6.3e+09	3e+07	-86	3.24965283311123	1.37492969264318	1.00123522130833e-09	1.00123522130833e-09	2.09872500582714	5.41451181643382e+43	-1.20968773734793e-17	7.5764705695961e+26
"ouwie_Afr_BM_91"	"OUMA"	26059.39991383	-52108.7998276601	-52108.7702855626	-52080.7036605789	5	7.8e+07	1.2e+07	1900	3.08017847030296	1.23042305651307	1e-09	1e-09	3.30816364053108	9.83720378106964e+40	1.51687628713243e-26	206279342783061
"ouwie_Afr_BM_92"	"OUMA"	25490.9998220018	-50971.9996440037	-50971.9701019062	-50943.9034769225	5	5.7e+09	1400	-5.6e+08	3.21598963535836	1.02298239294855	1e-09	1e-09	1.4009719473441	7.60197705018561e+46	-5.46219431465804e-26	0
"ouwie_Afr_BM_93"	"OUMA"	25899.8166870603	-51789.6333741205	-51789.603832023	-51761.5372070394	5	7600000	1700	-5.6e+08	3.22817334316927	1.83174537293928	1.00009209310657e-09	1.00009209310657e-09	0.47063453603337	3.24410652584365e+30	2.74603484425357e-61	3.1025119179474e-13
"ouwie_Afr_BM_94"	"OUMA"	43815.5450452154	-87621.0900904308	-87621.0605483333	-87592.9939233497	5	6.3e+08	3.7e+08	41000	1.46249460558201e-05	0.64423570757433	1e-09	1e-09	-613909.880142102	0	-0.378606417971725	16487726056073889792
"ouwie_Afr_BM_95"	"OUMA"	25480.6979153972	-50951.3958307944	-50951.3662886969	-50923.2996637132	5	5.6e+09	5.8e+08	2300	3.46431830382374	0.932308272665576	1e-09	1e-09	-0.180601651884138	9.57087743461898e+66	-3.99817015636972e-28	2.08687251818923e+40
"ouwie_Afr_BM_96"	"OUMA"	25486.0187883484	-50962.0375766968	-50962.0080345993	-50933.9414096157	5	5.9e+09	2.7e+07	1700	3.37724909969309	1.266235674123	1.00119575020235e-09	1.00119575020235e-09	0.0984995715090796	3.52124204040662e+46	7.27065918716318e-24	0
"ouwie_Afr_BM_97"	"OUMA"	26068.7492527095	-52127.4985054189	-52127.4689633214	-52099.4023383378	5	2e+09	540000	620	3.08954345138906	0.934923978997145	1e-09	1e-09	0.0984995715090798	2.19383589385384e+47	-3.1572910291286e-37	0
"ouwie_Afr_BM_98"	"OUMA"	24712.7172300554	-49415.4344601108	-49415.4049180133	-49387.3382930297	5	3e+07	920000	-870	3.02789170126121	0.857650075577924	1e-09	1e-09	3.16861302883447	1.42311228258585e+51	-1.24032907964965e-25	0
"ouwie_Afr_BM_99"	"OUMA"	25938.9919346515	-51867.9838693029	-51867.9543272055	-51839.8877022218	5	5.9e+09	1.1e+08	600	3.36931437250204	1.15614764403577	1e-09	1e-09	0.703218888861051	1.02584551040234e+50	-4.83920464341853e-41	374804859843995456
